,Arizona,forecast,interval_low,interval_high
2020-01-22,0.0,3.515641450881958,-0.751788854598999,18.643190383911133
2020-01-23,0.0,-1.416872262954712,-5.952436923980713,1.285738229751587
2020-01-24,0.0,14.726371765136719,-2.3243167400360107,61.892337799072266
2020-01-25,0.0,-2.2776849269866943,-10.89754581451416,0.34594160318374634
2020-01-26,1.0,4.205327987670898,1.880781650543213,10.2700777053833
2020-01-27,1.0,0.8770855069160461,-0.27645349502563477,2.232184648513794
2020-01-28,1.0,-9.947492599487305,-53.47175216674805,2.187134265899658
2020-01-29,1.0,1.3434860706329346,0.8764087557792664,1.7931721210479736
2020-01-30,1.0,-7.3816633224487305,-19.034374237060547,1.2504146099090576
2020-01-31,1.0,0.1327260136604309,-1.8192663192749023,1.5761311054229736
2020-02-01,1.0,4.3658857345581055,1.1918630599975586,16.404876708984375
2020-02-02,1.0,0.8477417230606079,-1.0255709886550903,1.9595367908477783
2020-02-03,1.0,12.390385627746582,0.2575851082801819,56.94243621826172
2020-02-04,1.0,0.7547847032546997,-0.6295304298400879,1.777838110923767
2020-02-05,1.0,0.9559535980224609,-0.18952560424804688,2.8751187324523926
2020-02-06,1.0,-0.36066004633903503,-3.9312868118286133,2.0937037467956543
2020-02-07,1.0,3.99198579788208,0.7714883089065552,12.191283226013184
2020-02-08,1.0,1.0869109630584717,0.16554728150367737,2.075129508972168
2020-02-09,1.0,-1.6801334619522095,-13.4676513671875,2.9362618923187256
2020-02-10,1.0,2.1259748935699463,-0.25652873516082764,4.687441349029541
2020-02-11,1.0,-4.884461402893066,-20.186391830444336,1.6108620166778564
2020-02-12,1.0,1.2566306591033936,-7.284972190856934,7.629499912261963
2020-02-13,1.0,-3.7090015411376953,-31.7796630859375,17.27564811706543
2020-02-14,1.0,8.583656311035156,0.573784589767456,33.81272506713867
2020-02-15,1.0,0.9985841512680054,-1.2008883953094482,5.177493095397949
2020-02-16,1.0,-2.3903110027313232,-17.132213592529297,3.2414019107818604
2020-02-17,1.0,1.1577656269073486,-0.3233794569969177,4.4556050300598145
2020-02-18,1.0,0.2909141182899475,-2.8650505542755127,2.9704952239990234
2020-02-19,1.0,3.8333892822265625,0.5332845449447632,14.511021614074707
2020-02-20,1.0,0.5681296586990356,-2.439704179763794,3.404207706451416
2020-02-21,1.0,11.544413566589355,0.37778112292289734,50.03865051269531
2020-02-22,1.0,-0.359852135181427,-3.789714813232422,2.3426432609558105
2020-02-23,1.0,0.6050869226455688,-0.5746345520019531,1.6403056383132935
2020-02-24,1.0,-0.2719225287437439,-6.620754718780518,2.387223720550537
2020-02-25,1.0,-3.127254009246826,-12.851530075073242,2.375504493713379
2020-02-26,1.0,1.7131824493408203,0.4744934141635895,3.419567584991455
2020-02-27,1.0,0.3175075650215149,-1.3201417922973633,3.2445852756500244
2020-02-28,1.0,0.9888942837715149,-0.8028665781021118,2.53244948387146
2020-02-29,1.0,1.7788114547729492,0.5123196244239807,5.391712188720703
2020-03-01,1.0,4.371045112609863,0.8658563494682312,17.71221351623535
2020-03-02,1.0,-2.666949987411499,-20.24837875366211,2.9673802852630615
2020-03-03,1.0,-3.1286215782165527,-15.996355056762695,3.46598482131958
2020-03-04,1.0,0.9046862721443176,-0.6019272804260254,2.8302993774414062
2020-03-05,1.0,-2.4450466632843018,-10.001769065856934,1.3669462203979492
2020-03-06,2.0,4.77569580078125,1.2880315780639648,9.33087158203125
2020-03-07,4.0,0.04476509243249893,-13.368431091308594,4.403243541717529
2020-03-08,4.0,4.73931360244751,3.5003957748413086,6.423117160797119
2020-03-09,4.0,3.5261363983154297,0.42448529601097107,5.233686923980713
2020-03-10,6.0,2.6261327266693115,-19.158794403076172,11.03568172454834
2020-03-11,9.0,4.751741409301758,-0.5148053169250488,9.116984367370605
2020-03-12,9.0,10.697900772094727,3.9002912044525146,18.731399536132812
2020-03-13,9.0,26.26837730407715,4.998291015625,77.01133728027344
2020-03-14,12.0,9.905389785766602,2.2037367820739746,18.742080688476562
2020-03-15,12.0,14.555849075317383,9.487621307373047,26.3626708984375
2020-03-16,18.0,23.580102920532227,18.358789443969727,32.51590347290039
2020-03-17,20.0,24.49733543395996,18.585737228393555,42.10676956176758
2020-03-18,27.0,36.227821350097656,22.994497299194336,76.66800689697266
2020-03-19,45.0,44.85493850708008,25.905969619750977,55.612937927246094
2020-03-20,68.0,87.8187255859375,63.636566162109375,172.58387756347656
2020-03-21,104.0,105.2496566772461,103.48075866699219,110.57491302490234
2020-03-22,152.0,175.2021484375,150.9088897705078,267.94873046875
2020-03-23,235.0,252.79421997070312,233.9654541015625,324.8834228515625
2020-03-24,326.0,356.4195251464844,321.0077819824219,404.9145812988281
2020-03-25,401.0,399.77227783203125,396.3280334472656,401.5098876953125
2020-03-26,508.0,541.877685546875,507.2344055175781,670.9049682617188
2020-03-27,665.0,690.0460205078125,663.8642578125,788.320556640625
2020-03-28,773.0,772.1644287109375,771.27978515625,774.2950439453125
2020-03-29,919.0,1006.4449462890625,918.4447631835938,1169.3475341796875
2020-03-30,1157.0,1156.862548828125,1155.741943359375,1157.6123046875
2020-03-31,1289.0,1266.653564453125,1172.5596923828125,1290.862548828125
2020-04-01,1413.0,1412.9437255859375,1412.6514892578125,1413.5933837890625
2020-04-02,1596.0,1596.136962890625,1595.0584716796875,1597.5963134765625
2020-04-03,1769.0,1826.03515625,1762.9024658203125,2067.552734375
2020-04-04,2019.0,2073.237060546875,2016.996337890625,2280.708984375
2020-04-05,2269.0,2301.9501953125,2262.01708984375,2437.959716796875
