,Mississippi,forecast,interval_low,interval_high
2020-04-05,183.0,143.4123992919922,73.19490814208984,182.97850036621094
2020-04-06,100.0,127.00318908691406,100.05748748779297,178.32223510742188
2020-04-07,177.0,155.77484130859375,113.49373626708984,176.92230224609375
2020-04-08,88.0,115.44648742675781,88.2868423461914,223.54754638671875
2020-04-09,257.0,225.33139038085938,100.48026275634766,256.6325988769531
2020-04-10,209.0,205.19140625,189.23175048828125,209.27621459960938
2020-04-11,173.0,166.42108154296875,155.23388671875,172.88621520996094
2020-04-12,139.0,139.0561981201172,138.03829956054688,139.63247680664062
2020-04-13,161.0,156.43307495117188,139.1161346435547,160.97702026367188
2020-04-14,145.0,145.34469604492188,145.0688018798828,145.5979766845703
2020-04-15,273.0,247.165283203125,206.34031677246094,272.78662109375
2020-04-16,264.0,250.5612335205078,197.47979736328125,264.4173278808594
2020-04-17,169.0,179.1006622314453,169.21775817871094,217.84521484375
2020-04-18,181.0,179.12387084960938,171.92222595214844,181.01986694335938
2020-04-19,300.0,238.0966796875,133.54693603515625,299.77978515625
2020-04-20,238.0,220.8273162841797,152.5845489501953,237.93112182617188
2020-04-21,204.0,200.51547241210938,189.52456665039062,204.27894592285156
2020-04-22,178.0,190.75772094726562,178.15243530273438,239.57131958007812
2020-04-23,259.0,258.68792724609375,258.48095703125,258.9034423828125
2020-04-24,281.0,279.7721252441406,274.7099304199219,281.3055114746094
2020-04-25,284.0,273.5301208496094,248.99774169921875,284.34466552734375
2020-04-26,193.0,204.29946899414062,192.85789489746094,249.4644775390625
2020-04-27,183.0,206.89306640625,183.0281982421875,252.27915954589844
2020-04-28,248.0,247.6508026123047,247.2164764404297,247.9109344482422
2020-04-29,227.0,222.9681396484375,206.20042419433594,227.41322326660156
2020-04-30,246.0,246.18246459960938,246.05715942382812,246.34896850585938
2020-05-01,397.0,396.85394287109375,396.7440185546875,396.9537048339844
2020-05-02,229.0,240.232421875,229.04156494140625,283.863525390625
2020-05-03,109.0,114.55549621582031,108.9419937133789,136.74734497070312
2020-05-04,327.0,326.84271240234375,326.6504821777344,327.11529541015625
2020-05-05,330.0,311.771240234375,239.03533935546875,330.0760192871094
2020-05-06,217.0,237.69119262695312,216.833251953125,282.935302734375
2020-05-07,262.0,262.43902587890625,262.08544921875,262.697021484375
2020-05-08,404.0,403.7149963378906,403.4833068847656,404.0497131347656
2020-05-09,288.0,301.102294921875,287.724853515625,353.62939453125
2020-05-10,123.0,149.331298828125,122.97640991210938,254.41192626953125
2020-05-11,173.0,173.0413818359375,172.83119201660156,173.3664093017578
2020-05-12,234.0,222.79568481445312,178.33493041992188,234.03623962402344
2020-05-13,182.0,223.78750610351562,182.19837951660156,389.73974609375
2020-05-14,393.0,392.5823059082031,392.405517578125,392.73797607421875
2020-05-15,318.0,365.72515869140625,318.19720458984375,442.71490478515625
2020-05-16,322.0,326.41448974609375,321.7755432128906,344.4615478515625
