,Connecticut,forecast,interval_low,interval_high
2020-01-22,0.0,-5.63788366317749,-19.376323699951172,0.07033613324165344
2020-01-23,0.0,5.684100151062012,-0.4466153383255005,28.50031089782715
2020-01-24,0.0,-1.1995469331741333,-6.3729143142700195,0.31407028436660767
2020-01-25,0.0,0.34985223412513733,-0.612748384475708,1.4668245315551758
2020-01-26,0.0,15.463160514831543,-0.5170352458953857,40.0290412902832
2020-01-27,0.0,-0.01863018237054348,-0.29562175273895264,0.11180827021598816
2020-01-28,0.0,-4.168723106384277,-18.718311309814453,0.5839101672172546
2020-01-29,0.0,-9.863001823425293,-49.5203857421875,0.188698410987854
2020-01-30,0.0,-5.629427433013916,-28.241409301757812,0.12005925178527832
2020-01-31,0.0,1.934818983078003,-82.8154525756836,92.59353637695312
2020-02-01,0.0,1.193508267402649,-0.35664159059524536,6.414453506469727
2020-02-02,0.0,3.93247652053833,-2.0416224002838135,21.158384323120117
2020-02-03,0.0,0.02035701274871826,-0.10039687156677246,0.22928282618522644
2020-02-04,0.0,-0.25238367915153503,-0.5494056940078735,0.0993318259716034
2020-02-05,0.0,0.4212040305137634,-0.6341782808303833,2.1611263751983643
2020-02-06,0.0,0.26951584219932556,0.044403254985809326,0.7348339557647705
2020-02-07,0.0,-0.376720130443573,-1.2513819932937622,0.25456830859184265
2020-02-08,0.0,-0.21151170134544373,-1.4387084245681763,0.44639673829078674
2020-02-09,0.0,0.3933831751346588,-0.1137763261795044,1.1783429384231567
2020-02-10,0.0,-0.31317082047462463,-0.9456582069396973,0.05031690001487732
2020-02-11,0.0,6.150615215301514,-0.17689508199691772,25.593517303466797
2020-02-12,0.0,0.6576348543167114,-0.23399311304092407,2.6907825469970703
2020-02-13,0.0,0.5826917886734009,-0.8775696754455566,3.5808939933776855
2020-02-14,0.0,-0.013774228282272816,-0.9601155519485474,0.8223556280136108
2020-02-15,0.0,-0.0934811681509018,-0.6020294427871704,0.16136571764945984
2020-02-16,0.0,2.417182445526123,-0.6095257997512817,8.935914039611816
2020-02-17,0.0,-0.45097923278808594,-2.9345202445983887,0.922584593296051
2020-02-18,0.0,1.3280004262924194,-4.984668731689453,9.578839302062988
2020-02-19,0.0,-0.1623479723930359,-0.7320492267608643,0.4422685503959656
2020-02-20,0.0,-0.44573086500167847,-1.3526597023010254,0.17340251803398132
2020-02-21,0.0,0.3075278699398041,-0.5337702035903931,0.7266759872436523
2020-02-22,0.0,-0.389442503452301,-0.8717628717422485,-0.022929847240447998
2020-02-23,0.0,0.4492558538913727,0.08797270059585571,0.7007303237915039
2020-02-24,0.0,-3.8910775184631348,-18.03428077697754,-0.14523756504058838
2020-02-25,0.0,0.7184612154960632,-0.17761695384979248,2.2409050464630127
2020-02-26,0.0,-0.009115993976593018,-0.508836030960083,0.7511768341064453
2020-02-27,0.0,0.13261571526527405,-0.2070237398147583,0.6258580684661865
2020-02-28,0.0,-5.253393650054932,-27.227022171020508,1.4762377738952637
2020-02-29,0.0,3.3836302757263184,-0.16672176122665405,16.76107406616211
2020-03-01,0.0,0.05089883878827095,-1.880878210067749,1.9703173637390137
2020-03-02,0.0,-1.528783917427063,-6.895224094390869,-0.1025611162185669
2020-03-03,0.0,0.09384040534496307,-0.3649923801422119,0.7197491526603699
2020-03-04,0.0,-1.8527990579605103,-10.170955657958984,0.6402934193611145
2020-03-05,0.0,0.1464761644601822,-0.27192360162734985,0.787006139755249
2020-03-06,0.0,-0.13605299592018127,-0.8902896642684937,0.2559620141983032
2020-03-07,0.0,-1.3664511442184448,-7.786653518676758,0.5030151605606079
2020-03-08,0.0,1.5399954319000244,-1.2556861639022827,10.089937210083008
2020-03-09,0.0,-0.4030233323574066,-1.3322265148162842,0.3040066957473755
2020-03-10,1.0,2.400014877319336,0.5236450433731079,6.208373546600342
2020-03-11,3.0,2.59692120552063,1.1880934238433838,3.4031121730804443
2020-03-12,5.0,5.4421892166137695,4.735806465148926,5.8723859786987305
2020-03-13,11.0,13.574917793273926,10.36862850189209,24.206254959106445
2020-03-14,23.0,23.272005081176758,21.834606170654297,24.444580078125
2020-03-15,24.0,24.025325775146484,23.874786376953125,24.265043258666992
2020-03-16,41.0,37.239501953125,23.48227310180664,41.171424865722656
2020-03-17,68.0,96.23503112792969,68.05193328857422,171.30349731445312
2020-03-18,96.0,109.47245788574219,94.68711853027344,167.1342315673828
2020-03-19,159.0,165.61831665039062,159.0120086669922,190.39813232421875
2020-03-20,194.0,193.96810913085938,193.7589874267578,194.1678924560547
2020-03-21,194.0,219.79562377929688,193.22496032714844,322.00640869140625
2020-03-22,327.0,326.9337463378906,326.53143310546875,327.7631530761719
2020-03-23,415.0,414.8807678222656,413.8780822753906,415.7706298828125
2020-03-24,618.0,618.6419677734375,618.333984375,619.4114379882812
2020-03-25,875.0,846.9260864257812,605.5693359375,1007.2487182617188
2020-03-26,1012.0,1069.2601318359375,1011.406005859375,1297.341552734375
2020-03-27,1291.0,1291.138671875,1290.69873046875,1291.7144775390625
2020-03-28,1524.0,1523.8187255859375,1523.46435546875,1524.2335205078125
2020-03-29,1993.0,2168.211181640625,1992.755615234375,2869.0126953125
2020-03-30,2571.0,2682.14697265625,2570.875732421875,3126.777099609375
2020-03-31,3128.0,3127.92578125,3127.522705078125,3128.346435546875
2020-04-01,3557.0,3557.048828125,3556.257568359375,3557.378662109375
2020-04-02,3824.0,4306.56201171875,3824.138671875,5148.146484375
2020-04-03,4914.0,4986.0634765625,4912.439453125,5277.27587890625
2020-04-04,5276.0,5276.20166015625,5274.087890625,5277.5732421875
2020-04-05,5675.0,5889.6943359375,5674.3505859375,6747.99853515625
2020-04-06,6906.0,6906.1904296875,6905.6728515625,6906.8515625
2020-04-07,7781.0,7780.5869140625,7779.80908203125,7781.6103515625
2020-04-08,7781.0,7722.5244140625,7618.01171875,7782.74169921875
2020-04-09,9784.0,10232.853515625,9781.69140625,10566.8388671875
2020-04-10,10538.0,10772.505859375,10535.755859375,11709.109375
2020-04-11,11510.0,11609.619140625,11509.8896484375,12005.654296875
2020-04-12,12035.0,12034.71875,12034.3828125,12035.4560546875
2020-04-13,13381.0,13280.2265625,12439.0703125,13818.158203125
2020-04-14,13989.0,14330.341796875,13987.822265625,14936.4384765625
2020-04-15,14755.0,14755.259765625,14754.255859375,14756.46875
2020-04-16,15884.0,15884.591796875,15883.07421875,15885.8583984375
2020-04-17,16809.0,16808.087890625,16806.720703125,16809.5
2020-04-18,17550.0,17550.375,17548.970703125,17552.0390625
2020-04-19,17962.0,18374.09765625,17961.109375,20023.388671875
2020-04-20,19815.0,19907.03515625,19815.236328125,20272.49609375
2020-04-21,20360.0,20358.923828125,20358.138671875,20359.7890625
2020-04-22,22469.0,22470.51953125,22469.572265625,22471.05859375
2020-04-23,23100.0,23099.193359375,23097.74609375,23100.236328125
2020-04-24,23936.0,24333.33984375,23934.296875,24651.2265625
2020-04-25,24583.0,24583.087890625,24581.21484375,24584.576171875
2020-04-26,25269.0,25429.939453125,25268.40234375,26072.736328125
2020-04-27,25997.0,26119.4296875,25996.40234375,26303.685546875
2020-04-28,26312.0,26440.89453125,26311.818359375,26955.869140625
2020-04-29,26767.0,26921.91796875,26766.529296875,27541.953125
2020-04-30,27700.0,27699.91796875,27699.828125,27700.060546875
2020-05-01,28764.0,28764.068359375,28763.291015625,28764.806640625
2020-05-02,29287.0,29286.703125,29285.9375,29287.896484375
2020-05-03,29287.0,29284.990234375,29276.001953125,29288.08203125
2020-05-04,29973.0,30118.82421875,29405.31640625,30583.98046875
2020-05-05,30621.0,31193.41015625,30620.998046875,33277.47265625
2020-05-06,30995.0,31292.95703125,30993.5625,32487.291015625
2020-05-07,31784.0,31947.369140625,31782.392578125,32600.470703125
2020-05-08,32411.0,32470.931640625,32410.828125,32706.748046875
2020-05-09,32984.0,33043.0078125,32982.21484375,33280.38671875
2020-05-10,33554.0,33553.7109375,33553.1796875,33554.125
2020-05-11,33765.0,33855.19921875,33764.8515625,34214.23828125
2020-05-12,34333.0,34332.5625,34331.6015625,34333.3515625
2020-05-13,34855.0,34978.73828125,34853.9453125,35473.10546875
2020-05-14,35464.0,35589.9140625,35462.5546875,36094.234375
2020-05-15,36085.0,36085.03515625,36083.3125,36086.55859375
2020-05-16,36703.0,36815.28515625,36701.53125,37263.84765625
2020-05-17,37419.0,37419.5078125,37418.65625,37420.9140625
2020-05-18,38116.0,38185.2109375,38114.6015625,38464.2421875
2020-05-19,38430.0,38632.89453125,38428.62890625,39444.42578125
2020-05-20,39017.0,39016.80859375,39016.25,39017.4765625
2020-05-21,39208.0,39156.59375,38950.0,39209.0546875
2020-05-22,39640.0,39719.1328125,39637.96875,39992.9453125
2020-05-23,40022.0,40025.4609375,40022.01953125,40037.203125
2020-05-24,40468.0,40467.19140625,40466.3125,40467.87890625
2020-05-25,40873.0,40592.36328125,39465.9453125,40875.0390625
2020-05-26,41303.0,41310.1953125,41301.27734375,41342.34375
2020-05-27,41288.0,41288.1484375,41286.72265625,41289.046875
2020-05-28,41559.0,41568.9765625,41558.91796875,41607.19921875
2020-05-29,41762.0,41761.6953125,41760.81640625,41763.26171875
2020-05-30,42022.0,41981.87890625,41820.50390625,42022.51171875
2020-05-31,42201.0,42173.08203125,42012.72265625,42249.9375
2020-06-01,42740.0,42768.73828125,42739.5234375,42883.21875
2020-06-02,42979.0,42978.9140625,42978.58203125,42979.28515625
2020-06-03,43091.0,43091.2109375,43090.50390625,43092.12109375
2020-06-04,43239.0,43331.0078125,43238.03125,43601.19140625
2020-06-05,43460.0,43459.49609375,43458.5,43460.69921875
2020-06-06,43818.0,43743.9765625,43285.51171875,43979.8515625
2020-06-07,43968.0,44044.3359375,43968.125,44319.3671875
2020-06-08,44092.0,44091.38671875,44090.89453125,44091.98046875
2020-06-09,44179.0,44222.5625,44179.15625,44394.16796875
2020-06-10,44347.0,44346.94140625,44345.67578125,44348.69140625
2020-06-11,44461.0,44518.4609375,44459.421875,44699.11328125
2020-06-12,44689.0,44767.10546875,44688.17578125,45076.10546875
2020-06-13,44994.0,45038.7578125,44983.58203125,45229.2890625
2020-06-14,45088.0,45081.2890625,44986.69921875,45157.55859375
2020-06-15,45235.0,45224.65234375,45118.62109375,45412.3046875
2020-06-16,45349.0,45349.0546875,45348.4921875,45349.50390625
2020-06-17,45429.0,45430.09375,45333.6171875,45530.25
2020-06-18,45440.0,45450.54296875,45439.8359375,45473.9140625
2020-06-19,45557.0,45556.5078125,45555.84765625,45557.203125
2020-06-20,45715.0,45745.859375,45714.35546875,45868.90234375
2020-06-21,45755.0,45755.3828125,45755.0,45755.8046875
2020-06-22,45782.0,45819.2265625,45781.51953125,45914.890625
2020-06-23,45899.0,45878.484375,45783.0234375,45912.35546875
2020-06-24,45913.0,45985.33984375,45911.96484375,46100.94140625
2020-06-25,45994.0,46008.6640625,45993.12109375,46068.69921875
2020-06-26,46059.0,46071.59375,46058.3203125,46119.609375
2020-06-27,46206.0,46244.00390625,46205.47265625,46377.0546875
2020-06-28,46303.0,46364.73828125,46302.74609375,46612.16796875
2020-06-29,46362.0,46398.7578125,46361.8359375,46545.90625
2020-06-30,46514.0,46514.05859375,46513.92578125,46514.1875
2020-07-01,46572.0,46585.09375,46571.5,46638.375
2020-07-02,46646.0,46627.44921875,46552.39453125,46646.88671875
2020-07-03,46717.0,46733.6640625,46715.84375,46801.578125
2020-07-04,46717.0,46705.98046875,46661.42578125,46717.3828125
2020-07-05,46717.0,46764.91015625,46716.859375,46956.79296875
2020-07-06,46976.0,46975.98828125,46975.71875,46976.33203125
2020-07-07,47033.0,47033.09765625,47032.53125,47033.6328125
2020-07-08,47108.0,47128.375,47107.7734375,47208.203125
2020-07-09,47209.0,47192.07421875,47074.8203125,47258.28515625
2020-07-10,47287.0,47209.87109375,46951.36328125,47286.99609375
2020-07-11,47287.0,47284.28515625,47161.22265625,47399.59765625
2020-07-12,47287.0,47350.45703125,47219.55078125,47514.29296875
2020-07-13,47510.0,47521.59765625,47509.83203125,47553.73046875
2020-07-14,47530.0,47556.7578125,47529.69921875,47663.9140625
2020-07-15,47636.0,47635.87109375,47635.453125,47636.37890625
2020-07-16,47750.0,47776.4140625,47633.6015625,47880.03515625
2020-07-17,47893.0,47884.7578125,47851.64453125,47893.3203125
2020-07-18,47893.0,47874.20703125,47845.27734375,47893.06640625
2020-07-19,,47876.20703125,47836.578125,47900.43359375
2020-07-20,,47785.6796875,47740.3828125,47853.14453125
2020-07-21,,47814.2578125,47746.5859375,47897.79296875
2020-07-22,,47791.08984375,47739.63671875,47840.078125
2020-07-23,,47851.3359375,47798.61328125,47908.25
2020-07-24,,47891.19140625,47873.1328125,47908.234375
2020-07-25,,47849.59375,47805.44921875,47892.8984375
