,Montana,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,2367.4941221211598,,
2020-01-25,0.0,2367.9889539132323,,
2020-01-26,0.0,2368.207314343854,,
2020-01-27,0.0,2368.4356043384096,,
2020-01-28,0.0,2369.0334636391394,,
2020-01-29,0.0,2368.751486103458,,
2020-01-30,0.0,2368.183958823767,,
2020-01-31,0.0,2367.7014747174007,,
2020-02-01,0.0,2367.358814824547,,
2020-02-02,0.0,2367.1242574808884,,
2020-02-03,0.0,2366.9629709319356,,
2020-02-04,0.0,2366.8503624239343,,
2020-02-05,0.0,2366.770463774717,,
2020-02-06,0.0,2366.7129787903755,,
2020-02-07,0.0,2366.671159415498,,
2020-02-08,0.0,2366.640480808244,,
2020-02-09,0.0,2366.6178380015863,,
2020-02-10,0.0,2366.6010555725093,,
2020-02-11,0.0,2366.588582352801,,
2020-02-12,0.0,2366.579296531465,,
2020-02-13,0.0,2366.572377884361,,
2020-02-14,0.0,2366.5672218033737,,
2020-02-15,0.0,2366.5633800383625,,
2020-02-16,0.0,2366.560518972631,,
2020-02-17,0.0,2366.558389712606,,
2020-02-18,0.0,2366.556806335644,,
2020-02-19,0.0,2366.555629895512,,
2020-02-20,0.0,2366.5547565668758,,
2020-02-21,0.0,2366.554108809297,,
2020-02-22,0.0,2366.553628758757,,
2020-02-23,0.0,2366.553273275609,,
2020-02-24,0.0,2366.55301023084,,
2020-02-25,0.0,2366.55281572106,,
2020-02-26,0.0,2366.5526719811833,,
2020-02-27,0.0,2366.5525658214633,,
2020-02-28,0.0,2366.552487458523,,
2020-02-29,0.0,2366.5524296421577,,
2020-03-01,0.0,2366.5523870039137,,
2020-03-02,0.0,2366.552355571753,,
2020-03-03,0.0,2366.552332408898,,
2020-03-04,0.0,2366.5523153454014,,
2020-03-05,0.0,2366.5523027788563,,
2020-03-06,0.0,2366.5522935265876,,
2020-03-07,0.0,2366.552286716127,,
2020-03-08,0.0,2366.5522817041283,,
2020-03-09,0.0,2366.552278016383,,
2020-03-10,0.0,2366.552275303476,,
2020-03-11,0.0,2366.552273308028,,
2020-03-12,0.0,2366.552271840507,,
2020-03-13,1.0,2366.552270761379,,
2020-03-14,5.0,2365.9563067420795,,
2020-03-15,6.0,2364.3678584516383,,
2020-03-16,6.0,2366.787519407216,,
2020-03-17,8.0,2366.9050340939757,,
2020-03-18,10.0,2365.857836328345,,
2020-03-19,11.0,2367.5060308684447,,
2020-03-20,20.0,2367.6117938946268,,
2020-03-21,27.0,2361.9605930425782,,
2020-03-22,34.0,2365.093060084919,,
2020-03-23,34.0,2365.1119168453524,,
2020-03-24,51.0,2369.040234989688,,
2020-03-25,65.0,2360.368635347816,,
2020-03-26,90.0,2365.9043559385145,,
2020-03-27,109.0,2359.3111929345114,,
