,Maryland,forecast,interval_low,interval_high
2020-01-22,0.0,-0.6586533188819885,-3.0283823013305664,0.9602422714233398
2020-01-23,0.0,0.05190400034189224,-0.32348543405532837,0.8788257241249084
2020-01-24,0.0,9.02791690826416,-1.715437889099121,45.53414535522461
2020-01-25,0.0,8.497854232788086,-1.1270729303359985,41.729373931884766
2020-01-26,0.0,1.0833775997161865,-2.7723658084869385,7.621335506439209
2020-01-27,0.0,6.252641677856445,-0.14111077785491943,29.87393569946289
2020-01-28,0.0,0.017695700749754906,-0.19293665885925293,0.2771303653717041
2020-01-29,0.0,-0.15247663855552673,-0.47283971309661865,0.32980912923812866
2020-01-30,0.0,1.1829791069030762,-0.4020931124687195,5.942232131958008
2020-01-31,0.0,0.010397499427199364,-0.22112232446670532,0.27742722630500793
2020-02-01,0.0,0.9977679252624512,-3.6441779136657715,8.628171920776367
2020-02-02,0.0,-0.24417324364185333,-1.285365104675293,0.14140695333480835
2020-02-03,0.0,0.7254217863082886,-0.20947694778442383,4.018689155578613
2020-02-04,0.0,0.5903258323669434,0.04953911900520325,1.1824744939804077
2020-02-05,0.0,-0.4203888773918152,-1.3244279623031616,0.13448303937911987
2020-02-06,0.0,-0.05881530046463013,-0.7962052822113037,0.5237083435058594
2020-02-07,0.0,-3.885129451751709,-21.751874923706055,1.4463775157928467
2020-02-08,0.0,0.9177879095077515,-1.2499291896820068,3.0104165077209473
2020-02-09,0.0,-14.089643478393555,-70.43003845214844,0.6393581032752991
2020-02-10,0.0,1.7304553985595703,-1.1313161849975586,7.284893035888672
2020-02-11,0.0,0.5079282522201538,-5.353789329528809,7.02606725692749
2020-02-12,0.0,-3.7034149169921875,-11.40791130065918,0.39056330919265747
2020-02-13,0.0,0.7587530016899109,-0.8826736211776733,1.7699942588806152
2020-02-14,0.0,-0.46956902742385864,-3.4035747051239014,1.6902402639389038
2020-02-15,0.0,-0.5066193342208862,-2.129014253616333,1.2306967973709106
2020-02-16,0.0,-0.9345331192016602,-7.14729118347168,1.4128704071044922
2020-02-17,0.0,0.24769048392772675,-0.5571162700653076,1.551226019859314
2020-02-18,0.0,-0.8990976214408875,-2.202214479446411,0.22439658641815186
2020-02-19,0.0,2.5949020385742188,0.09531444311141968,7.368865013122559
2020-02-20,0.0,-0.14516742527484894,-1.8859410285949707,1.2751225233078003
2020-02-21,0.0,-0.5993894338607788,-1.7997965812683105,0.297619104385376
2020-02-22,0.0,-5.768857002258301,-28.092531204223633,0.17643862962722778
2020-02-23,0.0,-6.507903099060059,-30.852216720581055,0.6025217771530151
2020-02-24,0.0,6.61557674407959,-0.07884359359741211,29.3845272064209
2020-02-25,0.0,0.8211663365364075,-0.5165436267852783,3.7116100788116455
2020-02-26,0.0,0.33626216650009155,-0.8298888206481934,1.4255586862564087
2020-02-27,0.0,-0.934780478477478,-2.64693546295166,-0.011091947555541992
2020-02-28,0.0,0.8575970530509949,0.02660176157951355,1.6136068105697632
2020-02-29,0.0,-0.24196664988994598,-0.8650683164596558,0.5402700901031494
2020-03-01,0.0,-0.22074401378631592,-0.7857211828231812,0.1453094482421875
2020-03-02,0.0,0.9494634866714478,-0.09661686420440674,4.145374298095703
2020-03-03,0.0,0.7658188939094543,-0.007543027400970459,3.0506296157836914
2020-03-04,0.0,2.1297500133514404,-1.7085223197937012,12.58862018585205
2020-03-05,0.0,1.113028883934021,0.13660982251167297,3.7156710624694824
2020-03-06,3.0,3.350782871246338,1.3907878398895264,4.605700969696045
2020-03-07,3.0,2.4997406005859375,1.0791771411895752,3.220231056213379
2020-03-08,5.0,14.070605278015137,4.4318037033081055,49.137229919433594
2020-03-09,5.0,4.576696872711182,3.977651357650757,5.119583606719971
2020-03-10,8.0,7.31374979019165,-3.279837131500244,12.97982120513916
2020-03-11,9.0,8.231871604919434,5.351813316345215,10.703802108764648
2020-03-12,12.0,13.568580627441406,8.85673713684082,21.276166915893555
2020-03-13,18.0,13.437026977539062,-6.023013114929199,21.19976806640625
2020-03-14,27.0,26.139446258544922,23.08287239074707,29.714595794677734
2020-03-15,24.0,34.77262878417969,24.38999366760254,50.1805305480957
2020-03-16,42.0,63.226898193359375,40.48268127441406,129.54844665527344
2020-03-17,60.0,59.1268424987793,55.744972229003906,61.37655258178711
2020-03-18,85.0,88.74211883544922,83.94227600097656,100.85928344726562
2020-03-19,107.0,107.24006652832031,105.96733856201172,108.32135009765625
2020-03-20,149.0,161.88320922851562,147.6446533203125,213.28431701660156
2020-03-21,193.0,222.9757537841797,192.1055450439453,245.52963256835938
2020-03-22,244.0,249.18197631835938,222.90858459472656,289.211669921875
2020-03-23,290.0,296.92510986328125,289.41290283203125,323.9002685546875
2020-03-24,349.0,342.0914306640625,309.8597412109375,353.8957214355469
2020-03-25,425.0,461.5068359375,423.1898193359375,608.7255859375
2020-03-26,583.0,582.0457763671875,579.6515502929688,584.7710571289062
2020-03-27,775.0,780.2068481445312,590.39208984375,989.0786743164062
2020-03-28,995.0,1050.2659912109375,994.412353515625,1269.520751953125
2020-03-29,1239.0,1238.975830078125,1237.985107421875,1239.9112548828125
2020-03-30,1413.0,1412.465087890625,1411.4757080078125,1413.8602294921875
2020-03-31,1660.0,1660.3831787109375,1659.574462890625,1660.917236328125
2020-04-01,1986.0,2215.80712890625,1985.8824462890625,3132.564453125
2020-04-02,2331.0,2504.668701171875,2329.390625,3201.746337890625
2020-04-03,2758.0,2823.538330078125,2757.59521484375,3084.658935546875
2020-04-04,3125.0,3056.439453125,2781.529541015625,3126.749267578125
2020-04-05,3617.0,3711.723388671875,3614.814453125,4093.056640625
2020-04-06,4045.0,4109.21337890625,4044.14453125,4365.31201171875
2020-04-07,4371.0,4485.4609375,4041.001220703125,5272.177734375
2020-04-08,5529.0,5655.65234375,5525.42724609375,6166.65478515625
2020-04-09,6185.0,6186.5947265625,6184.4560546875,6188.80859375
2020-04-10,6968.0,6709.4501953125,5754.75439453125,7655.46044921875
2020-04-11,7694.0,7974.8310546875,7688.98583984375,8523.3388671875
2020-04-12,8225.0,8313.236328125,8223.76171875,8663.76171875
2020-04-13,8936.0,9023.123046875,8932.134765625,9380.2373046875
2020-04-14,9472.0,9473.283203125,9468.9755859375,9476.515625
2020-04-15,10032.0,10132.904296875,10031.525390625,10532.078125
2020-04-16,10784.0,10926.5361328125,10776.271484375,11513.03125
2020-04-17,11572.0,11573.7607421875,11569.4501953125,11577.37109375
2020-04-18,12326.0,12326.91015625,12321.0048828125,12330.587890625
2020-04-19,12847.0,12845.853515625,12844.04296875,12848.8984375
2020-04-20,13684.0,13642.8876953125,12952.3837890625,14200.9072265625
2020-04-21,14193.0,14482.416015625,14189.0380859375,15647.494140625
2020-04-22,14775.0,14774.572265625,14772.7001953125,14776.9169921875
2020-04-23,15737.0,15738.0830078125,15734.0244140625,15740.8994140625
2020-04-24,16616.0,16417.58203125,15627.322265625,16620.923828125
2020-04-25,17766.0,18327.30078125,17765.15234375,18816.916015625
2020-04-26,18581.0,18581.853515625,18580.568359375,18584.689453125
2020-04-27,19487.0,19675.908203125,19486.416015625,20429.966796875
2020-04-28,20113.0,20241.52734375,19468.650390625,21407.783203125
2020-04-29,20849.0,20996.30078125,20851.060546875,21576.75
2020-04-30,21742.0,21646.927734375,21268.908203125,21741.884765625
2020-05-01,23472.0,23912.73046875,23472.064453125,24650.05859375
2020-05-02,24473.0,24472.16796875,24471.025390625,24472.9453125
2020-05-03,25462.0,25462.65234375,25461.9453125,25463.173828125
2020-05-04,26408.0,26689.328125,26407.083984375,27136.716796875
2020-05-05,27117.0,27116.57421875,27114.06640625,27119.017578125
