,North Carolina,forecast,interval_low,interval_high
2020-03-30,1313.0,95551.5100804765,,
2020-03-31,1535.0,95640.76236246435,,
2020-04-01,1675.0,95540.08527672646,,
2020-04-02,1977.0,95659.4434715957,,
2020-04-03,2251.0,95474.61593618014,,
2020-04-04,2486.0,95532.82494335876,,
2020-04-05,2649.0,95591.59884507708,,
2020-04-06,2962.0,95670.91555814665,,
2020-04-07,3299.0,95495.65420319562,,
2020-04-08,3499.0,95509.1638529555,,
2020-04-09,3736.0,95734.22700619661,,
2020-04-10,3965.0,95684.91823290849,,
2020-04-11,4354.0,95636.80910499887,,
2020-04-12,4570.0,95424.76574201751,,
2020-04-13,4886.0,95700.74040583492,,
2020-04-14,5113.0,95613.25187832756,,
2020-04-15,5340.0,95685.81209408968,,
2020-04-16,5639.0,95634.34300768157,,
2020-04-17,6045.0,95560.35561303803,,
2020-04-18,6328.0,95501.95345149748,,
2020-04-19,6601.0,95677.24434049465,,
2020-04-20,6895.0,95666.54001019741,,
2020-04-21,7134.0,95586.39359797085,,
2020-04-22,7495.0,95631.24609185432,,
2020-04-23,7820.0,95541.0455861875,,
2020-04-24,8290.0,95660.48218363803,,
2020-04-25,8768.0,95492.82935409888,,
2020-04-26,8997.0,95475.97508246935,,
2020-04-27,9321.0,95742.6817985011,,
2020-04-28,9755.0,95591.2510690583,,
2020-04-29,10180.0,95497.21863938952,,
2020-04-30,10754.0,95590.34516490124,,
2020-05-01,11070.0,95513.16855520853,,
2020-05-02,11588.0,95813.91409584861,,
2020-05-03,11770.0,95445.74583223721,,
2020-05-04,11971.0,95797.10757274873,,
2020-05-05,12510.0,95776.50503878637,,
2020-05-06,13053.0,95457.61107922134,,
2020-05-07,13540.0,95558.08660720884,,
2020-05-08,14006.0,95630.03870868582,,
2020-05-09,14478.0,95590.40637898527,,
2020-05-10,14938.0,95447.3105970517,,
2020-05-11,15274.0,95462.45150634043,,
2020-05-12,15622.0,95764.31374275222,,
2020-05-13,16352.0,95840.41522319462,,
2020-05-14,16968.0,95386.64352189885,,
2020-05-15,17494.0,95519.35306791408,,
2020-05-16,18130.0,95603.28748337198,,
2020-05-17,18673.0,95436.41428563911,,
2020-05-18,19207.0,95515.7643927787,,
2020-05-19,19239.0,95583.61632476564,,
2020-05-20,20262.0,96272.98651643617,,
2020-05-21,20512.0,95090.84280385917,,
2020-05-22,22110.0,96035.8449968735,,
2020-05-23,22864.0,94468.5104544929,,
2020-05-24,23365.0,95626.24452493318,,
2020-05-25,24057.0,95789.97954869948,,
2020-05-26,24455.0,95419.67721792967,,
2020-05-27,24916.0,95845.2400725401,,
2020-05-28,25800.0,95899.36853480384,,
2020-05-29,26885.0,95692.82282183373,,
2020-05-30,27794.0,95423.74052283673,,
2020-05-31,28785.0,95439.43969646092,,
2020-06-01,29592.0,95201.40201959644,,
2020-06-02,30023.0,95365.89223978306,,
2020-06-03,31276.0,95887.10292465589,,
2020-06-04,32075.0,95162.9029447996,,
2020-06-05,33295.0,95968.17881972494,,
2020-06-06,34718.0,95469.19377555735,,
2020-06-07,35625.0,95171.65101521405,,
2020-06-08,36517.0,95618.1046553965,,
2020-06-09,37227.0,95520.51380799137,,
2020-06-10,38473.0,95855.94241104931,,
2020-06-11,39584.0,95343.57613108831,,
2020-06-12,41417.0,95754.73937391522,,
2020-06-13,42845.0,95030.10313394382,,
2020-06-14,44264.0,95440.52351455396,,
2020-06-15,45114.0,95241.07797482511,,
2020-06-16,45907.0,95812.41776958211,,
2020-06-17,46934.0,95930.00111479698,,
2020-06-18,48167.0,95843.0387394796,,
2020-06-19,49785.0,95868.12340353892,,
2020-06-20,51390.0,95465.12829504111,,
2020-06-21,52801.0,95335.50011820912,,
2020-06-22,53964.0,95261.71648733325,,
2020-06-23,54639.0,95395.43765076355,,
2020-06-24,56527.0,96039.91332044672,,
2020-06-25,57472.0,94889.91405426228,,
2020-06-26,59158.0,96404.55811795243,,
2020-06-27,60812.0,95540.21871590713,,
2020-06-28,62248.0,95405.2677227068,,
2020-06-29,63736.0,95340.95512900816,,
2020-06-30,65327.0,95206.68461403225,,
2020-07-01,66751.0,95381.94432532197,,
2020-07-02,68216.0,95749.91752779589,,
2020-07-03,70262.0,95839.12644289043,,
2020-07-04,71670.0,95174.43122089907,,
2020-07-05,72992.0,95867.29712327308,,
2020-07-06,74775.0,95830.02576812677,,
2020-07-07,76290.0,95237.58774991504,,
2020-07-08,77687.0,95605.93814871873,,
2020-07-09,79656.0,95873.7218583104,,
2020-07-10,82032.0,95338.51591814989,,
2020-07-11,83906.0,94849.08616201433,,
2020-07-12,85771.0,95464.45710913914,,
2020-07-13,87669.0,95511.36499216492,,
2020-07-14,90000.0,95417.95811609569,,
2020-07-15,91837.0,94966.60492535101,,
2020-07-16,93708.0,95892.94720329024,,
2020-07-17,95570.0,96025.2008888866,,
2020-07-18,98092.0,95853.30050463686,,
2020-07-19,,99928.34302106398,99569.72894695554,100286.95709517242
2020-07-20,,101986.50111153218,101501.62445915974,102471.37776390463
2020-07-21,,104117.04811017471,103473.05353762613,104761.0426827233
2020-07-22,,106200.89980414753,105399.97611120055,107001.8234970945
2020-07-23,,108216.54686939526,107265.6728712791,109167.42086751142
2020-07-24,,110312.57829107073,109222.9242328778,111402.23234926366
2020-07-25,,112533.67616898615,111282.54570601106,113784.80663196123
