,North Carolina,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,95581.69200502924,,
2020-01-25,0.0,95588.31378299808,,
2020-01-26,0.0,95592.49744122323,,
2020-01-27,0.0,95596.28034972807,,
2020-01-28,0.0,95601.8727492798,,
2020-01-29,0.0,95612.58531053727,,
2020-01-30,0.0,95631.056561144,,
2020-01-31,0.0,95643.3547485949,,
2020-02-01,0.0,95638.37039638593,,
2020-02-02,0.0,95627.29403497544,,
2020-02-03,0.0,95621.95717832801,,
2020-02-04,0.0,95622.76202410713,,
2020-02-05,0.0,95626.17330535584,,
2020-02-06,0.0,95628.60658807376,,
2020-02-07,0.0,95628.51411618525,,
2020-02-08,0.0,95627.00942578218,,
2020-02-09,0.0,95625.88026338644,,
2020-02-10,0.0,95625.80088904485,,
2020-02-11,0.0,95626.36147803008,,
2020-02-12,0.0,95626.86249418871,,
2020-02-13,0.0,95626.9466298156,,
2020-02-14,0.0,95626.72842281267,,
2020-02-15,0.0,95626.50601369089,,
2020-02-16,0.0,95626.45002218883,,
2020-02-17,0.0,95626.53005192983,,
2020-02-18,0.0,95626.62621868658,,
2020-02-19,0.0,95626.65840115777,,
2020-02-20,0.0,95626.62985889404,,
2020-02-21,0.0,95626.58870781104,,
2020-02-22,0.0,95626.57171385076,,
2020-02-23,0.0,95626.58126703267,,
2020-02-24,0.0,95626.59855999846,,
2020-02-25,0.0,95626.60708427224,,
2020-02-26,0.0,95626.60417120738,,
2020-02-27,0.0,95626.59700908995,,
2020-02-28,0.0,95626.59289013062,,
2020-02-29,0.0,95626.59362088103,,
2020-03-01,0.0,95626.59653647474,,
2020-03-02,0.0,95626.59847068471,,
2020-03-03,1.0,95626.59838012779,,
2020-03-04,1.0,95625.50723259934,,
2020-03-05,1.0,95626.86004023637,,
2020-03-06,2.0,95626.7904712838,,
2020-03-07,2.0,95625.5670229546,,
2020-03-08,2.0,95626.8388175006,,
2020-03-09,2.0,95626.95334122978,,
2020-03-10,7.0,95627.07705136608,,
2020-03-11,7.0,95621.37129926827,,
2020-03-12,15.0,95628.03846648792,,
2020-03-13,17.0,95619.09726789966,,
2020-03-14,25.0,95626.95915540983,,
2020-03-15,32.0,95619.81270067254,,
2020-03-16,39.0,95622.65463427933,,
2020-03-17,64.0,95624.34723346328,,
2020-03-18,92.0,95605.52603820458,,
2020-03-19,136.0,95607.80457767933,,
2020-03-20,189.0,95594.42731550612,,
2020-03-21,256.0,95591.31886677054,,
2020-03-22,305.0,95581.82953813518,,
2020-03-23,353.0,95610.64911017114,,
2020-03-24,495.0,95617.61416707003,,
2020-03-25,590.0,95520.09347076753,,
2020-03-26,738.0,95602.73481071802,,
2020-03-27,887.0,95558.09407249751,,
2020-03-28,1020.0,95569.61844134853,,
2020-03-29,1191.0,95585.09529179207,,
