,Maryland,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,76375.22210608052,,
2020-01-25,0.0,76377.08586354932,,
2020-01-26,0.0,76378.11230940685,,
2020-01-27,0.0,76379.66335043046,,
2020-01-28,0.0,76381.87429350919,,
2020-01-29,0.0,76383.36983722195,,
2020-01-30,0.0,76384.83473240986,,
2020-01-31,0.0,76385.10214074489,,
2020-02-01,0.0,76384.01474784825,,
2020-02-02,0.0,76382.67733845125,,
2020-02-03,0.0,76382.07757740656,,
2020-02-04,0.0,76382.40079375132,,
2020-02-05,0.0,76383.2741643556,,
2020-02-06,0.0,76384.03634673916,,
2020-02-07,0.0,76384.10066903359,,
2020-02-08,0.0,76383.47538679437,,
2020-02-09,0.0,76382.74528782626,,
2020-02-10,0.0,76382.44499572432,,
2020-02-11,0.0,76382.6904225157,,
2020-02-12,0.0,76383.23436355033,,
2020-02-13,0.0,76383.65698374504,,
2020-02-14,0.0,76383.64547747496,,
2020-02-15,0.0,76383.25337843789,,
2020-02-16,0.0,76382.8291509307,,
2020-02-17,0.0,76382.67980631642,,
2020-02-18,0.0,76382.86296061419,,
2020-02-19,0.0,76383.20577371363,,
2020-02-20,0.0,76383.4425346086,,
2020-02-21,0.0,76383.40543184793,,
2020-02-22,0.0,76383.15357793843,,
2020-02-23,0.0,76382.90294930783,,
2020-02-24,0.0,76382.83273197338,,
2020-02-25,0.0,76382.96558098741,,
2020-02-26,0.0,76383.18078371754,,
2020-02-27,0.0,76383.31221206095,,
2020-02-28,0.0,76383.27109865802,,
2020-02-29,0.0,76383.10874294052,,
2020-03-01,0.0,76382.96068288603,,
2020-03-02,0.0,76382.93136658784,,
2020-03-03,0.0,76383.02518216666,,
2020-03-04,0.0,76383.15910263402,,
2020-03-05,0.0,76383.23066011946,,
2020-03-06,3.0,76383.19417957323,,
2020-03-07,3.0,76381.02247893972,,
2020-03-08,5.0,76383.729306218,,
2020-03-09,5.0,76381.73298137773,,
2020-03-10,8.0,76383.8872834631,,
2020-03-11,9.0,76381.71684842918,,
2020-03-12,12.0,76383.6555903609,,
2020-03-13,18.0,76382.07787360024,,
2020-03-14,27.0,76380.31146669616,,
2020-03-15,24.0,76379.15647231347,,
2020-03-16,42.0,76388.12501134834,,
2020-03-17,60.0,76371.66023767489,,
2020-03-18,85.0,76377.39854403198,,
2020-03-19,107.0,76372.98716402611,,
2020-03-20,149.0,76377.40416142235,,
2020-03-21,193.0,76366.52427609381,,
2020-03-22,244.0,76370.94411671959,,
2020-03-23,290.0,76369.32693276097,,
2020-03-24,349.0,76377.63735183413,,
2020-03-25,425.0,76372.28310511094,,
2020-03-26,583.0,76365.51474451914,,
2020-03-27,775.0,76315.08804235546,,
2020-03-28,995.0,76313.35041261608,,
2020-03-29,1239.0,76309.68449668033,,
