,Utah,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,,,
2020-01-25,0.0,727.0574861802936,,
2020-01-26,0.0,727.093780123999,,
2020-01-27,0.0,727.1213633810142,,
2020-01-28,0.0,727.151231037198,,
2020-01-29,0.0,727.1748227644138,,
2020-01-30,0.0,727.2650956729686,,
2020-01-31,0.0,727.3780203371819,,
2020-02-01,0.0,727.5023790501281,,
2020-02-02,0.0,727.6324099946083,,
2020-02-03,0.0,727.765103366075,,
2020-02-04,0.0,727.8989867733686,,
2020-02-05,0.0,728.0333823511521,,
2020-02-06,0.0,728.1679921546939,,
2020-02-07,0.0,728.302689639515,,
2020-02-08,0.0,728.4374224142067,,
2020-02-09,0.0,728.5721692050414,,
2020-02-10,0.0,728.7069215033706,,
2020-02-11,0.0,728.8416759468253,,
2020-02-12,0.0,728.9764312196556,,
2020-02-13,0.0,729.1111868111518,,
2020-02-14,0.0,729.2459425244315,,
2020-02-15,0.0,729.3806982840365,,
2020-02-16,0.0,729.5154540611912,,
2020-02-17,0.0,729.6502098449707,,
2020-02-18,0.0,729.7849656312427,,
2020-02-19,0.0,729.91972141845,,
2020-02-20,0.0,730.0544772060069,,
2020-02-21,0.0,730.1892329936946,,
2020-02-22,0.0,730.3239887814309,,
2020-02-23,0.0,730.4587445691851,,
2020-02-24,0.0,730.5935003569459,,
2020-02-25,0.0,730.7282561447092,,
2020-02-26,0.0,730.8630119324732,,
2020-02-27,0.0,730.9977677202376,,
2020-02-28,0.0,731.1325235080019,,
2020-02-29,0.0,731.2672792957661,,
2020-03-01,0.0,731.4020350835302,,
2020-03-02,0.0,731.5367908712942,,
2020-03-03,0.0,731.6715466590581,,
2020-03-04,0.0,731.8063024468219,,
2020-03-05,0.0,731.9410582345855,,
2020-03-06,0.0,732.075814022349,,
2020-03-07,1.0,732.2105698101124,,
2020-03-08,0.0,730.6505153181347,,
2020-03-09,0.0,733.6514451653711,,
2020-03-10,1.0,732.5599869243706,,
2020-03-11,1.0,731.0218191784442,,
2020-03-12,0.0,732.3614905275651,,
2020-03-13,6.0,734.5941781423455,,
2020-03-14,1.0,723.0418848973701,,
2020-03-15,8.0,738.6335577390032,,
2020-03-16,10.0,721.1422893417241,,
2020-03-17,11.0,726.2856036903362,,
2020-03-18,8.0,726.4221063634843,,
2020-03-19,15.0,735.0642485418313,,
2020-03-20,33.0,718.3095729041905,,
2020-03-21,23.0,698.8368568794225,,
2020-03-22,44.0,738.5627798595035,,
2020-03-23,95.0,691.1057625077156,,
2020-03-24,41.0,627.8744395896089,,
2020-03-25,42.0,781.3524042972953,,
