,Wyoming,forecast,interval_low,interval_high
2020-01-23,0.0,0.0025309324264526367,-0.0001296401023864746,0.008694738149642944
2020-01-24,0.0,-0.0030058384872972965,-0.014384865760803223,0.00019720196723937988
2020-01-25,0.0,-0.0003084838390350342,-0.0017322301864624023,0.00019720196723937988
2020-01-26,0.0,2.338290141778998e-05,-0.0005089640617370605,0.000556647777557373
2020-01-27,0.0,-0.0007947265985421836,-0.0023669004440307617,0.0001575946807861328
2020-01-28,0.0,0.00012404323206283152,-0.0006293654441833496,0.0011433064937591553
2020-01-29,0.0,-0.0041221678256988525,-0.020532190799713135,0.0006363093852996826
2020-01-30,0.0,0.0001504361571278423,-0.0005658864974975586,0.0005972385406494141
2020-01-31,0.0,0.03449346497654915,-0.00020807981491088867,0.17246317863464355
2020-02-01,0.0,0.00031475425930693746,-4.309415817260742e-05,0.0007661283016204834
2020-02-02,0.0,-0.00021405219740699977,-0.0007735490798950195,3.775954246520996e-05
2020-02-03,0.0,-0.00011957287642871961,-0.0003477931022644043,0.00016316771507263184
2020-02-04,0.0,-2.1517276763916016e-05,-0.00029087066650390625,0.00023943185806274414
2020-02-05,0.0,4.827976226806641e-06,-0.00025582313537597656,0.0004457235336303711
2020-02-06,0.0,-0.00032041670056059957,-0.0018070340156555176,0.0010791122913360596
2020-02-07,0.0,-0.0003409087657928467,-0.0009889602661132812,0.00047832727432250977
2020-02-08,0.0,-0.00018922091112472117,-0.0011498332023620605,0.0003533661365509033
2020-02-09,0.0,9.617209434509277e-05,-0.0009023547172546387,0.0013670921325683594
2020-02-10,0.0,0.010402697138488293,0.0006143748760223389,0.045430988073349
2020-02-11,0.0,-2.652406692504883e-06,-0.0009498000144958496,0.0004774034023284912
2020-02-12,0.0,-0.00029071568860672414,-0.002389073371887207,0.0006719529628753662
2020-02-13,0.0,0.0011635184055194259,-0.0005051493644714355,0.003205209970474243
2020-02-14,0.0,-0.00017927885346580297,-0.0007381439208984375,0.00036460161209106445
2020-02-15,0.0,-0.0005921066040173173,-0.0022733211517333984,0.00035056471824645996
2020-02-16,0.0,0.015500789508223534,0.0003383755683898926,0.04418516159057617
2020-02-17,0.0,0.0012125789653509855,0.00013718008995056152,0.002840757369995117
2020-02-18,0.0,-0.0007451534038409591,-0.002032756805419922,0.0013176202774047852
2020-02-19,0.0,-0.0017693400150164962,-0.011311709880828857,0.0026456713676452637
2020-02-20,0.0,0.01567574217915535,0.00016063451766967773,0.060209810733795166
2020-02-21,0.0,9.997487359214574e-05,-0.0011886358261108398,0.0010226964950561523
2020-02-22,0.0,-0.009152418002486229,-0.04714757204055786,0.0009584128856658936
2020-02-23,0.0,0.0017484724521636963,-0.0020415782928466797,0.011774301528930664
2020-02-24,0.0,-0.00023570656776428223,-0.0009492635726928711,0.0006878674030303955
2020-02-25,0.0,-0.01579325832426548,-0.07300800085067749,0.0005692243576049805
2020-02-26,0.0,0.0006952643161639571,-0.0005661249160766602,0.0028709769248962402
2020-02-27,0.0,0.002034700009971857,-0.0005438923835754395,0.010465562343597412
2020-02-28,0.0,-0.0006273865583352745,-0.0019092559814453125,0.00040334463119506836
2020-02-29,0.0,0.00021606683731079102,-0.0006268620491027832,0.0006324052810668945
2020-03-01,0.0,0.00012292266183067113,-8.034706115722656e-05,0.0006451308727264404
2020-03-02,0.0,7.556677155662328e-05,-0.0002282857894897461,0.000635683536529541
2020-03-03,0.0,-3.5291908716317266e-05,-0.0001291036605834961,0.00011473894119262695
2020-03-04,0.0,-0.00034977198811247945,-0.0014285445213317871,0.00021344423294067383
2020-03-05,0.0,0.000903528940398246,2.205371856689453e-05,0.0028859078884124756
2020-03-06,0.0,-0.0005756259197369218,-0.0026934146881103516,0.000518500804901123
2020-03-07,0.0,-6.859302811790258e-05,-0.0009292364120483398,0.0004170835018157959
2020-03-08,0.0,-0.0002728164254222065,-0.0007772445678710938,0.00014200806617736816
2020-03-09,0.0,0.001726126647554338,-0.001462697982788086,0.010250449180603027
2020-03-10,0.0,0.010946059599518776,0.0003808438777923584,0.04118227958679199
2020-03-11,0.0,0.0007658004760742188,-0.001170337200164795,0.003690391778945923
2020-03-12,0.0,0.00034117698669433594,-0.000786125659942627,0.0015826225280761719
2020-03-13,0.0,-1.6623735064058565e-05,-0.0008439421653747559,0.0008386373519897461
2020-03-14,0.0,-8.053183410083875e-05,-0.0005345344543457031,0.0005198121070861816
2020-03-15,0.0,0.0001438617764506489,-0.00041550397872924805,0.000816643238067627
2020-03-16,0.0,0.002851116703823209,0.000247269868850708,0.006631374359130859
2020-03-17,0.0,-0.0014805793762207031,-0.004179775714874268,0.0008047819137573242
2020-03-18,0.0,0.0006761252880096436,-0.0006548762321472168,0.0026617050170898438
2020-03-19,0.0,0.0038480102084577084,-0.0027800798416137695,0.02317178249359131
2020-03-20,0.0,0.0005752742290496826,-0.00047391653060913086,0.0023032426834106445
2020-03-21,0.0,-0.006931954529136419,-0.03186839818954468,0.0002563297748565674
2020-03-22,0.0,-0.00026213526143692434,-0.002010166645050049,0.0004398226737976074
2020-03-23,0.0,-0.00018237829499412328,-0.0006535649299621582,3.0279159545898438e-05
2020-03-24,0.0,0.0002964615705423057,-0.00026351213455200195,0.0012459158897399902
2020-03-25,0.0,-0.016016166657209396,-0.07511049509048462,0.0016295015811920166
2020-03-26,0.0,0.001675552106462419,-0.00024563074111938477,0.00665619969367981
2020-03-27,0.0,-0.0002012431650655344,-0.0007246732711791992,0.0004177391529083252
2020-03-28,0.0,0.002775645349174738,-0.0014757513999938965,0.01491352915763855
