,Washington,forecast,interval_low,interval_high
2020-01-23,0.0,1.2211649417877197,-0.08810842037200928,6.06365966796875
2020-01-24,0.0,-2.5718181133270264,-11.58896255493164,-0.24633687734603882
2020-01-25,0.0,0.3557940125465393,0.28434300422668457,0.51324063539505
2020-01-26,0.0,-0.08778990805149078,-0.26206380128860474,0.07388442754745483
2020-01-27,0.0,-3.076631546020508,-8.530646324157715,-0.03519237041473389
2020-01-28,0.0,-2.3551764488220215,-11.227203369140625,-0.04794192314147949
2020-01-29,0.0,0.12739427387714386,0.010127216577529907,0.27209779620170593
2020-01-30,0.0,0.6926664113998413,-10.491358757019043,13.870941162109375
2020-01-31,0.0,-2.289912700653076,-11.491438865661621,0.10715210437774658
2020-02-01,0.0,-0.005190020892769098,-0.09365451335906982,0.08932536840438843
2020-02-02,0.0,4.759169101715088,-0.09889471530914307,23.988224029541016
2020-02-03,0.0,0.040809355676174164,0.0001640021800994873,0.073131263256073
2020-02-04,0.0,-0.11444778740406036,-0.33667510747909546,0.07287856936454773
2020-02-05,0.0,-3.7391765117645264,-14.146947860717773,0.03654167056083679
2020-02-06,0.0,-0.26616930961608887,-2.7821946144104004,0.634556770324707
2020-02-07,0.0,-0.14707550406455994,-0.43042290210723877,0.10406309366226196
2020-02-08,0.0,-0.7484987378120422,-3.0951485633850098,0.5416527390480042
2020-02-09,0.0,-0.11792492866516113,-0.5920284986495972,0.13278144598007202
2020-02-10,0.0,-0.12746919691562653,-0.33704864978790283,0.027834951877593994
2020-02-11,0.0,0.09161214530467987,-0.640941858291626,0.5598863363265991
2020-02-12,0.0,-0.5563708543777466,-2.1938560009002686,0.4274085462093353
2020-02-13,0.0,1.6679182052612305,0.2892448902130127,5.336423873901367
2020-02-14,0.0,0.7877790331840515,-0.16257458925247192,4.037135124206543
2020-02-15,0.0,-0.27140137553215027,-0.5006321668624878,-0.0219193696975708
2020-02-16,0.0,6.034262657165527,-0.7164015769958496,30.3343563079834
2020-02-17,0.0,0.20275993645191193,0.04776716232299805,0.4083549380302429
2020-02-18,0.0,-0.4856604039669037,-2.5752365589141846,0.1494029462337494
2020-02-19,0.0,2.4283976554870605,-0.08616697788238525,8.685091018676758
2020-02-20,0.0,5.008316516876221,-1.7813725471496582,26.92176055908203
2020-02-21,0.0,1.1490161418914795,-2.2097675800323486,8.636673927307129
2020-02-22,0.0,0.15322843194007874,-0.36287063360214233,0.8371634483337402
2020-02-23,0.0,5.882227897644043,-0.6611959934234619,30.34791374206543
2020-02-24,0.0,-1.4534437656402588,-6.842467784881592,0.08876368403434753
2020-02-25,0.0,-2.1536402702331543,-10.968094825744629,0.20770785212516785
2020-02-26,0.0,-0.08075566589832306,-0.5432387590408325,0.28615760803222656
2020-02-27,0.0,-1.5502229928970337,-8.211932182312012,0.48705118894577026
2020-02-28,0.0,0.5950237512588501,-2.5217132568359375,5.986218452453613
2020-02-29,6.0,4.910569190979004,-0.023656010627746582,6.343660354614258
2020-03-01,4.0,8.77674674987793,3.8736472129821777,19.296388626098633
2020-03-02,7.0,7.766782283782959,6.849895477294922,10.821208000183105
2020-03-03,9.0,8.832219123840332,8.455461502075195,9.057279586791992
2020-03-04,12.0,16.18342399597168,11.974839210510254,32.61024475097656
2020-03-05,31.0,19.11539649963379,-4.432502746582031,30.838640213012695
2020-03-06,8.0,16.862224578857422,8.088043212890625,50.991302490234375
2020-03-07,24.0,23.73712158203125,23.310462951660156,23.954944610595703
2020-03-08,20.0,14.993969917297363,-4.953214168548584,20.0897216796875
2020-03-09,0.0,0.12998540699481964,-0.4345909357070923,0.5100229382514954
2020-03-10,45.0,45.19854736328125,44.76334762573242,45.93810272216797
2020-03-11,115.0,127.08707427978516,114.53937530517578,145.85153198242188
2020-03-12,160.0,157.48214721679688,148.1334991455078,160.5376434326172
2020-03-13,126.0,114.67464447021484,70.78743743896484,126.15564727783203
2020-03-14,74.0,74.37479400634766,73.91114807128906,74.63771057128906
2020-03-15,-39.0,-39.02739334106445,-39.25849151611328,-38.700439453125
2020-03-16,176.0,175.81985473632812,175.56674194335938,176.0679473876953
2020-03-17,176.0,175.91310119628906,174.9775390625,176.6960906982422
2020-03-18,67.0,158.79464721679688,67.35413360595703,319.9854431152344
2020-03-19,352.0,351.2859802246094,350.5487976074219,351.8094177246094
2020-03-20,150.0,179.4314422607422,150.24534606933594,294.5655212402344
2020-03-21,269.0,268.7850036621094,268.0130920410156,269.7690124511719
2020-03-22,204.0,212.9096221923828,203.99037170410156,247.49644470214844
2020-03-23,224.0,174.13497924804688,95.72251892089844,223.8234100341797
2020-03-24,107.0,107.45211029052734,107.08938598632812,107.98582458496094
2020-03-25,263.0,382.90631103515625,262.8912353515625,545.0357666015625
2020-03-26,616.0,559.2327880859375,334.5108947753906,615.7357788085938
2020-03-27,270.0,324.62481689453125,270.4210205078125,540.5390625
2020-03-28,553.0,552.5322875976562,552.2373046875,552.9382934570312
2020-03-29,435.0,474.0360412597656,435.1562805175781,539.2081298828125
2020-03-30,458.0,442.26678466796875,339.8760986328125,497.5200500488281
2020-03-31,509.0,474.5419006347656,337.3591613769531,509.0440368652344
2020-04-01,176.0,176.27114868164062,176.11793518066406,176.51524353027344
2020-04-02,781.0,780.4384155273438,780.333251953125,780.5271606445312
2020-04-03,457.0,445.8592834472656,401.0897216796875,457.5278015136719
2020-04-04,401.0,431.5807189941406,401.2362060546875,551.2337036132812
2020-04-05,578.0,483.86944580078125,320.24346923828125,577.5662231445312
2020-04-06,486.0,465.6756896972656,384.49560546875,486.1109924316406
