,Northern Mariana Islands,forecast,interval_low,interval_high
2020-01-23,0.0,0.20973268864534336,,
2020-01-24,0.0,0.19466933567864358,,
2020-01-25,0.0,0.16788557997055908,,
2020-01-26,0.0,0.15313272819494114,,
2020-01-27,0.0,0.16935157005401236,,
2020-01-28,0.0,0.12460611554375939,,
2020-01-29,0.0,0.14691215438804617,,
2020-01-30,0.0,0.1285040422007888,,
2020-01-31,0.0,0.13995414303948617,,
2020-02-01,0.0,0.13101530524972255,,
2020-02-02,0.0,0.13703806259111076,,
2020-02-03,0.0,0.1324943451799963,,
2020-02-04,0.0,0.13566640906904212,,
2020-02-05,0.0,0.1333198019089945,,
2020-02-06,0.0,0.1349863434853719,,
2020-02-07,0.0,0.13376670077252256,,
2020-02-08,0.0,0.13464037105263602,,
2020-02-09,0.0,0.1340046741026541,,
2020-02-10,0.0,0.13446205680636203,,
2020-02-11,0.0,0.13413027729531557,,
2020-02-12,0.0,0.13436953685616454,,
2020-02-13,0.0,0.13419626128175824,,
2020-02-14,0.0,0.134321365430979,,
2020-02-15,0.0,0.1342308398036768,,
2020-02-16,0.0,0.134296239253886,,
2020-02-17,0.0,0.13424893708119323,,
2020-02-18,0.0,0.13428312113756588,,
2020-02-19,0.0,0.1342584022058801,,
2020-02-20,0.0,0.13427626894472947,,
2020-02-21,0.0,0.1342633508450016,,
2020-02-22,0.0,0.13427268881353374,,
2020-02-23,0.0,0.13426593765714023,,
2020-02-24,0.0,0.13427081801751026,,
2020-02-25,0.0,0.13426728973592642,,
2020-02-26,0.0,0.13426984036547296,,
2020-02-27,0.0,0.13426799640674153,,
2020-02-28,0.0,0.13426932943941297,,
2020-02-29,0.0,0.13426836574205941,,
2020-03-01,0.0,0.13426906242168568,,
2020-03-02,0.0,0.13426855876926624,,
2020-03-03,0.0,0.1342689228727686,,
2020-03-04,0.0,0.13426865965112586,,
2020-03-05,0.0,0.13426884994127422,,
2020-03-06,0.0,0.13426871237483973,,
2020-03-07,0.0,0.13426881182548314,,
2020-03-08,0.0,0.13426873992968985,,
2020-03-09,0.0,0.13426879190520574,,
2020-03-10,0.0,0.13426875433059088,,
2020-03-11,0.0,0.13426878149435667,,
2020-03-12,0.0,0.13426876185688252,,
2020-03-13,0.0,0.1342687760533772,,
2020-03-14,0.0,0.13426876579032043,,
2020-03-15,0.0,0.13426877320977976,,
2020-03-16,0.0,0.1342687678460382,,
2020-03-17,0.0,0.13426877172364163,,
2020-03-18,0.0,0.13426876892041012,,
2020-03-19,0.0,0.13426877094694703,,
2020-03-20,0.0,0.13426876948190503,,
2020-03-21,0.0,0.13426877054102615,,
2020-03-22,0.0,0.1342687697753569,,
2020-03-23,0.0,0.1342687703288813,,
2020-03-24,0.0,0.13426876992872255,,
2020-03-25,0.0,0.13426877021800887,,
2020-03-26,0.0,0.13426877000887544,,
2020-03-27,0.0,0.134268770160064,,
2020-03-28,0.0,0.13426877005076543,,
2020-03-29,0.0,0.13426877012978053,,
2020-03-30,0.0,0.13426877007265825,,
2020-03-31,2.0,0.13426877011395377,,
2020-04-01,4.0,0.49396039887491305,,
2020-04-02,0.0,0.9112363470340147,,
2020-04-03,2.0,0.5010922179974306,,
2020-04-04,0.0,0.689669876026857,,
2020-04-05,0.0,0.1939599232370126,,
2020-04-06,0.0,1.1742686837678715,,
2020-04-07,0.0,-0.7432487967989456,,
2020-04-08,3.0,1.1635856397833169,,
2020-04-09,0.0,-0.07031665522252631,,
2020-04-10,0.0,0.7585931442106503,,
2020-04-11,0.0,0.12285292677639997,,
2020-04-12,0.0,-0.04598581374895602,,
2020-04-13,0.0,0.8569811569906439,,
2020-04-14,0.0,-0.388200869989653,,
2020-04-15,2.0,0.5119771500305057,,
2020-04-16,0.0,0.22090411135135127,,
2020-04-17,0.0,0.3892533593977433,,
2020-04-18,1.0,0.24321722770192733,,
2020-04-19,0.0,0.10968098291102715,,
2020-04-20,0.0,0.7057859774774002,,
2020-04-21,0.0,-0.132255423918011,,
2020-04-22,0.0,0.2641109923406987,,
2020-04-23,0.0,0.23786912957853953,,
2020-04-24,0.0,0.05937308059011462,,
2020-04-25,0.0,0.18841302533577065,,
2020-04-26,0.0,0.0951263255218058,,
2020-04-27,0.0,0.16256597282895285,,
2020-04-28,0.0,0.1138119056577231,,
2020-04-29,0.0,0.1490576277314339,,
2020-04-30,0.0,0.12357747814444037,,
2020-05-01,0.0,0.14199781357175234,,
2020-05-02,0.0,0.12868122152835687,,
2020-05-03,0.0,0.13830817019875366,,
2020-05-04,0.0,0.13134857119621313,,
2020-05-05,0.0,0.13637986615108347,,
2020-05-06,1.0,0.13274259783811548,,
2020-05-07,0.0,0.3152178984590741,,
2020-05-08,0.0,0.1622633122644327,,
2020-05-09,1.0,0.2606727954155229,,
2020-05-10,0.0,0.15989765809300974,,
2020-05-11,3.0,0.4720158450145253,,
2020-05-12,0.0,0.5762811940238933,,
2020-05-13,0.0,0.2283130910530506,,
2020-05-14,0.0,0.7036747285588785,,
2020-05-15,0.0,-0.4658786552647015,,
2020-05-16,2.0,1.1605338091381543,,
2020-05-17,0.0,-0.24795621317664637,,
2020-05-18,0.0,0.7282060180890659,,
2020-05-19,0.0,-0.0018214305585579071,,
2020-05-20,0.0,0.10698068575075664,,
2020-05-21,1.0,0.5489302114356788,,
2020-05-22,0.0,0.014343862496862564,,
2020-05-23,0.0,0.37977383530398756,,
2020-05-24,0.0,0.1034281615220129,,
2020-05-25,0.0,0.0937285272105546,,
2020-05-26,0.0,0.3610435304161077,,
2020-05-27,0.0,-0.029673248268345526,,
2020-05-28,0.0,0.2527871861131017,,
2020-05-29,0.0,0.04858838702495169,,
2020-05-30,0.0,0.19620959153224546,,
2020-05-31,0.0,0.08948996282974304,,
2020-06-01,0.0,0.16664066206981906,,
2020-06-02,1.0,0.11086619522056274,,
2020-06-03,1.0,0.33103298120740876,,
2020-06-04,2.0,0.3306759469588958,,
2020-06-05,0.0,0.6574219594173438,,
2020-06-06,0.0,0.15748828915785829,,
2020-06-07,1.0,0.5453981251624112,,
2020-06-08,1.0,0.08869274083287193,,
2020-06-09,2.0,0.9008047977372069,,
2020-06-10,0.0,0.24525936075327767,,
2020-06-11,0.0,0.45545252567317795,,
2020-06-12,0.0,0.3299911801122617,,
2020-06-13,0.0,0.06457082309864232,,
2020-06-14,0.0,0.5795895249852723,,
2020-06-15,0.0,-0.18766645441162674,,
2020-06-16,0.0,0.3670050341072617,,
