,Rhode Island,forecast,interval_low,interval_high
2020-04-01,2.0,1.9982633590698242,1.9940999746322632,2.002518653869629
2020-04-02,2.0,2.001342296600342,1.9973759651184082,2.0072529315948486
2020-04-03,2.0,2.3840739727020264,2.0020298957824707,2.8889927864074707
2020-04-04,3.0,6.000494480133057,3.002831220626831,8.574237823486328
2020-04-05,8.0,7.997118949890137,7.993424415588379,8.0023193359375
2020-04-06,2.0,2.586132287979126,1.9838449954986572,4.9473443031311035
2020-04-07,3.0,3.623587131500244,3.0014991760253906,6.043971061706543
2020-04-08,5.0,5.9978346824646,4.99079704284668,7.776690483093262
2020-04-09,8.0,7.984835147857666,7.973570346832275,8.000892639160156
2020-04-10,0.0,1.5873394012451172,0.009995102882385254,7.868322849273682
2020-04-11,13.0,8.570874214172363,2.8033180236816406,12.98611068725586
2020-04-12,7.0,7.005255222320557,6.991842269897461,7.018621921539307
2020-04-13,0.0,-0.04942416027188301,-0.26642292737960815,0.012496650218963623
2020-04-14,17.0,10.147781372070312,-0.11757749319076538,16.978954315185547
2020-04-15,0.0,0.02144836261868477,0.0018631815910339355,0.039856910705566406
2020-04-16,7.0,6.99929666519165,6.995924949645996,7.00079345703125
2020-04-17,31.0,30.970592498779297,30.95199966430664,30.98256492614746
2020-04-18,19.0,17.458837509155273,14.612445831298828,19.041934967041016
2020-04-19,13.0,13.049545288085938,12.995984077453613,13.247541427612305
2020-04-20,5.0,4.927183628082275,0.2254428267478943,9.397073745727539
2020-04-21,16.0,13.13627815246582,8.500837326049805,16.00200653076172
2020-04-22,10.0,10.007863998413086,9.995055198669434,10.03697681427002
2020-04-23,8.0,9.892387390136719,8.013589859008789,13.091588973999023
2020-04-24,13.0,12.988702774047852,12.974465370178223,13.002594947814941
2020-04-25,13.0,12.82269287109375,12.125181198120117,13.019487380981445
2020-04-26,11.0,11.003767013549805,10.987242698669434,11.022820472717285
2020-04-27,7.0,5.645997524261475,0.2594798505306244,6.9973249435424805
2020-04-28,6.0,9.441571235656738,6.011103630065918,15.788778305053711
2020-04-29,12.0,12.88110065460205,11.983689308166504,16.43186378479004
2020-04-30,15.0,14.488334655761719,12.439384460449219,15.011521339416504
