,Florida,forecast,interval_low,interval_high
2020-01-23,0.0,26.079593658447266,0.5794114470481873,73.30074310302734
2020-01-24,0.0,12.157530784606934,-6.181812286376953,67.7825927734375
2020-01-25,0.0,-0.1464664787054062,-0.7388827800750732,0.048017263412475586
2020-01-26,0.0,3.053420066833496,-0.14669442176818848,14.047331809997559
2020-01-27,0.0,-1.9632240533828735,-28.421552658081055,12.06920337677002
2020-01-28,0.0,2.240567445755005,0.12097769975662231,9.96887493133545
2020-01-29,0.0,-11.00599193572998,-30.180587768554688,-0.07898098230361938
2020-01-30,0.0,-0.11112000793218613,-4.506158828735352,4.186856269836426
2020-01-31,0.0,-0.0007715046522207558,-0.9817296266555786,0.4704512357711792
2020-02-01,0.0,1.4095925092697144,-0.174466073513031,6.578587532043457
2020-02-02,0.0,7.481690406799316,-31.557174682617188,40.50701904296875
2020-02-03,0.0,2.2237460613250732,-0.20403367280960083,10.792388916015625
2020-02-04,0.0,-0.14155924320220947,-1.1328014135360718,0.7184232473373413
2020-02-05,0.0,-2.7057390213012695,-13.397757530212402,0.6439263820648193
2020-02-06,0.0,3.9135100841522217,-5.626002788543701,23.75535011291504
2020-02-07,0.0,-1.6958585977554321,-6.8932881355285645,0.10935103893280029
2020-02-08,0.0,-0.06324116140604019,-1.1065731048583984,2.4951725006103516
2020-02-09,0.0,0.4571833610534668,-0.06405884027481079,1.2884883880615234
2020-02-10,0.0,-0.23514309525489807,-0.8288581371307373,0.10185861587524414
2020-02-11,0.0,-1.9334211349487305,-8.299578666687012,-0.02097010612487793
2020-02-12,0.0,1.2230734825134277,0.4889424443244934,1.556086778640747
2020-02-13,0.0,-0.5324505567550659,-1.8318846225738525,0.1460658311843872
2020-02-14,0.0,3.093799114227295,-1.7092335224151611,19.92821502685547
2020-02-15,0.0,1.3337270021438599,-0.16108232736587524,5.911299228668213
2020-02-16,0.0,-4.6186723709106445,-23.476778030395508,0.6298152208328247
2020-02-17,0.0,12.68860149383545,0.16369161009788513,59.9494514465332
2020-02-18,0.0,0.6328598260879517,-0.19228708744049072,2.575516700744629
2020-02-19,0.0,-2.5573678016662598,-4.71568489074707,-0.9791631698608398
2020-02-20,0.0,1.8840906620025635,0.16672328114509583,3.6490471363067627
2020-02-21,0.0,9.019099235534668,1.2511961460113525,16.842731475830078
2020-02-22,0.0,-2.1132798194885254,-3.7325544357299805,0.0664513111114502
2020-02-23,0.0,0.395608127117157,-0.5464447736740112,1.2109665870666504
2020-02-24,0.0,2.4928488731384277,-0.4418976306915283,11.328614234924316
2020-02-25,0.0,-0.5112096667289734,-1.2376606464385986,0.01562514901161194
2020-02-26,0.0,-4.1262006759643555,-20.686697006225586,2.687359571456909
2020-02-27,0.0,-0.10991843044757843,-1.3939876556396484,0.44884270429611206
2020-02-28,0.0,8.448625564575195,-0.1266431212425232,40.47674560546875
2020-02-29,0.0,4.5948028564453125,-0.4463358521461487,23.86716079711914
2020-03-01,0.0,-5.665494918823242,-27.881229400634766,0.012699335813522339
2020-03-02,1.0,63.37349319458008,0.4149181842803955,312.43359375
2020-03-03,1.0,-2.728449821472168,-6.647486209869385,1.0596922636032104
2020-03-04,0.0,1.3977657556533813,0.03549307584762573,3.3694443702697754
2020-03-05,1.0,-7.813101291656494,-35.778724670410156,0.6924891471862793
2020-03-06,0.0,-4.000189304351807,-17.02293586730957,0.6663686633110046
2020-03-07,4.0,7.6833086013793945,3.8989675045013428,19.65240478515625
2020-03-08,3.0,0.8619546890258789,-6.9081268310546875,3.2851836681365967
2020-03-09,3.0,1.88680899143219,0.9383243322372437,2.6527700424194336
2020-03-10,2.0,11.4716215133667,2.6842494010925293,36.267337799072266
2020-03-11,9.0,14.693982124328613,6.248373985290527,43.85012435913086
2020-03-12,6.0,7.804764747619629,6.1866559982299805,10.23983097076416
2020-03-13,20.0,22.14590835571289,19.351287841796875,30.04376792907715
2020-03-14,26.0,20.50436782836914,3.7058238983154297,24.944969177246094
2020-03-15,24.0,24.75033187866211,24.148033142089844,26.477258682250977
2020-03-16,1.0,1.4875929355621338,1.066796064376831,1.9501898288726807
2020-03-17,89.0,62.94219970703125,15.90345287322998,89.99302673339844
2020-03-18,116.0,121.37239837646484,115.46859741210938,136.34140014648438
2020-03-19,126.0,121.21858215332031,100.8208999633789,127.86715698242188
2020-03-20,132.0,131.35086059570312,130.02174377441406,133.3498992919922
2020-03-21,199.0,213.8945770263672,199.1475830078125,268.0411682128906
2020-03-22,241.0,209.01461791992188,85.28738403320312,241.1931610107422
2020-03-23,223.0,216.0264892578125,189.80357360839844,223.70103454589844
2020-03-24,185.0,186.08078002929688,184.33937072753906,187.13734436035156
2020-03-25,270.0,269.4009704589844,267.95166015625,271.29962158203125
2020-03-26,675.0,649.300048828125,550.1123046875,676.653564453125
2020-03-27,543.0,601.4788818359375,543.1886596679688,828.5575561523438
2020-03-28,863.0,861.5759887695312,860.3529052734375,862.9044799804688
2020-03-29,483.0,562.3123168945312,483.2208557128906,876.945556640625
2020-03-30,1227.0,1231.5784912109375,1227.180419921875,1247.93603515625
2020-03-31,1268.0,1267.6397705078125,1267.3734130859375,1267.911865234375
2020-04-01,215.0,553.8947143554688,215.9310760498047,1903.2396240234375
2020-04-02,2052.0,2049.38623046875,2047.8482666015625,2051.16650390625
2020-04-03,1260.0,1262.4569091796875,1260.5379638671875,1264.96826171875
2020-04-04,1269.0,1267.412841796875,1265.8555908203125,1268.8299560546875
2020-04-05,813.0,876.3699951171875,813.566162109375,1126.0789794921875
