,Northern Mariana Islands,forecast,interval_low,interval_high
2020-01-23,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-01-24,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-01-25,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-01-26,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-01-27,0.0,9.202957153320312e-05,5.4001808166503906e-05,0.000164717435836792
2020-01-28,0.0,9.202957153320312e-05,5.4001808166503906e-05,0.000164717435836792
2020-01-29,0.0,9.987950033973902e-05,6.04093074798584e-05,0.000164717435836792
2020-01-30,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-01-31,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-01,0.0,0.0012115060817450285,0.0007872879505157471,0.0028065145015716553
2020-02-02,0.0,-0.004537534900009632,-0.014146029949188232,0.00020328164100646973
2020-02-03,0.0,0.00021564960479736328,-3.5762786865234375e-07,0.0006473362445831299
2020-02-04,0.0,0.00021564960479736328,-3.5762786865234375e-07,0.0006473362445831299
2020-02-05,0.0,0.00042201875476166606,-3.5762786865234375e-07,0.0006473362445831299
2020-02-06,0.0,-0.0005534469964914024,-0.0010977983474731445,0.00019088387489318848
2020-02-07,0.0,0.0007038414478302002,0.00011098384857177734,0.0011555850505828857
2020-02-08,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-09,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-10,0.0,9.202957153320312e-05,5.4001808166503906e-05,0.000164717435836792
2020-02-11,0.0,9.202957153320312e-05,5.4001808166503906e-05,0.000164717435836792
2020-02-12,0.0,9.987950033973902e-05,6.04093074798584e-05,0.000164717435836792
2020-02-13,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-14,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-15,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-16,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-17,0.0,9.202957153320312e-05,5.4001808166503906e-05,0.000164717435836792
2020-02-18,0.0,9.202957153320312e-05,5.4001808166503906e-05,0.000164717435836792
2020-02-19,0.0,9.987950033973902e-05,6.04093074798584e-05,0.000164717435836792
2020-02-20,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-21,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-22,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-23,0.0,-5.0383805501041934e-05,-8.350610733032227e-05,9.506940841674805e-06
2020-02-24,0.0,9.202957153320312e-05,5.4001808166503906e-05,0.000164717435836792
2020-02-25,0.0,9.202957153320312e-05,5.4001808166503906e-05,0.000164717435836792
2020-02-26,0.0,9.987950033973902e-05,6.04093074798584e-05,0.000164717435836792
