,Guam,forecast,interval_low,interval_high
2020-01-22,0.0,0.009012460708618164,-0.0008372664451599121,0.043321430683135986
2020-01-23,0.0,-0.0003849446657113731,-0.002930283546447754,0.002685457468032837
2020-01-24,0.0,0.0008072793716564775,-0.0004946589469909668,0.002792537212371826
2020-01-25,0.0,-0.0008411526796407998,-0.0024936795234680176,5.728006362915039e-05
2020-01-26,0.0,-0.0005996823310852051,-0.002611815929412842,0.00043660402297973633
2020-01-27,0.0,-0.010809600353240967,-0.05843311548233032,0.002252817153930664
2020-01-28,0.0,-0.003591513726860285,-0.012880325317382812,0.001286149024963379
2020-01-29,0.0,-4.178285598754883e-05,-0.002801835536956787,0.002435922622680664
2020-01-30,0.0,-0.004698622040450573,-0.023416340351104736,0.0029333829879760742
2020-01-31,0.0,0.0005440831300802529,-0.00019615888595581055,0.0014640390872955322
2020-02-01,0.0,0.00044435859308578074,-0.00025969743728637695,0.0011695027351379395
2020-02-02,0.0,0.0022626579739153385,-0.00045555830001831055,0.011330783367156982
2020-02-03,0.0,0.0008102894062176347,-0.00042253732681274414,0.0022717416286468506
2020-02-04,0.0,0.01048589963465929,-0.004462778568267822,0.056206077337265015
2020-02-05,0.0,-0.003935051150619984,-0.015668272972106934,0.004204839468002319
2020-02-06,0.0,0.0006415903335437179,-0.00612950325012207,0.01022261381149292
2020-02-07,0.0,-0.0010706782341003418,-0.0022253990173339844,2.086162567138672e-06
2020-02-08,0.0,0.00040831565274856985,-0.001577615737915039,0.0019254982471466064
2020-02-09,0.0,0.0006266295677050948,-0.0005472898483276367,0.0024893879890441895
2020-02-10,0.0,0.0006190777057781816,-0.0012736320495605469,0.00416189432144165
2020-02-11,0.0,0.0008003831026144326,-0.0027698874473571777,0.007499039173126221
2020-02-12,0.0,-0.0005550325149670243,-0.007660388946533203,0.0024577975273132324
2020-02-13,0.0,-0.002638012170791626,-0.009381294250488281,0.0022351443767547607
2020-02-14,0.0,-0.0011382878292351961,-0.004247128963470459,0.0012832581996917725
2020-02-15,0.0,0.000610476708970964,-0.0007704496383666992,0.0047238171100616455
2020-02-16,0.0,0.008623582310974598,-0.02173691987991333,0.06664744019508362
2020-02-17,0.0,0.003838408039882779,-0.0007069706916809082,0.016769826412200928
2020-02-18,0.0,-0.0059409975074231625,-0.030499637126922607,0.0017585456371307373
2020-02-19,0.0,0.00536735076457262,-0.00028973817825317383,0.023173779249191284
2020-02-20,0.0,-0.00064125657081604,-0.004897892475128174,0.003095388412475586
2020-02-21,0.0,-0.0003906726778950542,-0.00168687105178833,0.0014435052871704102
2020-02-22,0.0,0.0007138132932595909,-0.0003961324691772461,0.001962989568710327
2020-02-23,0.0,-0.016037773340940475,-0.08660411834716797,0.002912163734436035
2020-02-24,0.0,-0.0010222613345831633,-0.0030941367149353027,0.00027874112129211426
2020-02-25,0.0,0.0009000718710012734,9.34302806854248e-05,0.002323329448699951
2020-02-26,0.0,0.00036988258943893015,-0.003304123878479004,0.002972126007080078
2020-02-27,0.0,0.030856335535645485,-0.0009760260581970215,0.08254429697990417
2020-02-28,0.0,-0.01310017704963684,-0.06559723615646362,0.0037095248699188232
2020-02-29,0.0,-0.007587164640426636,-0.034080445766448975,0.00020715594291687012
2020-03-01,0.0,-0.004934072494506836,-0.021211445331573486,-5.245208740234375e-05
2020-03-02,0.0,-4.927516056341119e-05,-0.0010374188423156738,0.0009633302688598633
2020-03-03,0.0,0.0012105286587029696,-0.0008059144020080566,0.005341261625289917
2020-03-04,0.0,0.0010069370036944747,-0.0018641352653503418,0.0029221773147583008
2020-03-05,0.0,0.0039785029366612434,-0.0019408464431762695,0.020471960306167603
2020-03-06,0.0,-0.0035680353175848722,-0.018379509449005127,0.002199798822402954
2020-03-07,0.0,-0.001060998416505754,-0.004830062389373779,0.002138376235961914
2020-03-08,0.0,-0.006958597805351019,-0.03177762031555176,0.0021589696407318115
2020-03-09,0.0,-0.0001826345978770405,-0.002456963062286377,0.001090407371520996
2020-03-10,0.0,0.0033201456535607576,-0.0032775402069091797,0.022864311933517456
2020-03-11,0.0,0.0007555782794952393,-0.0019685029983520508,0.005800217390060425
2020-03-12,0.0,-0.00024430156918242574,-0.00474017858505249,0.003184884786605835
2020-03-13,0.0,-0.0013136863708496094,-0.008141517639160156,0.00216636061668396
