,Michigan,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,80597.74967285826,,
2020-01-25,0.0,80599.30098603178,,
2020-01-26,0.0,80599.58316576589,,
2020-01-27,0.0,80601.13843200584,,
2020-01-28,0.0,80602.09843352973,,
2020-01-29,0.0,80604.09474594166,,
2020-01-30,0.0,80603.96181618962,,
2020-01-31,0.0,80602.38968791868,,
2020-02-01,0.0,80600.78187929609,,
2020-02-02,0.0,80599.76490095207,,
2020-02-03,0.0,80599.35467348686,,
2020-02-04,0.0,80599.38596603408,,
2020-02-05,0.0,80599.67023789317,,
2020-02-06,0.0,80600.0282788639,,
2020-02-07,0.0,80600.31261131747,,
2020-02-08,0.0,80600.44205739524,,
2020-02-09,0.0,80600.41934693108,,
2020-02-10,0.0,80600.30699991724,,
2020-02-11,0.0,80600.17967296354,,
2020-02-12,0.0,80600.08871929446,,
2020-02-13,0.0,80600.0523436516,,
2020-02-14,0.0,80600.06283048198,,
2020-02-15,0.0,80600.09929507948,,
2020-02-16,0.0,80600.1394674278,,
2020-02-17,0.0,80600.16771683628,,
2020-02-18,0.0,80600.17821656569,,
2020-02-19,0.0,80600.17361534937,,
2020-02-20,0.0,80600.16105535634,,
2020-02-21,0.0,80600.1479354339,,
2020-02-22,0.0,80600.13913842503,,
2020-02-23,0.0,80600.13621283518,,
2020-02-24,0.0,80600.13805396724,,
2020-02-25,0.0,80600.14226859139,,
2020-02-26,0.0,80600.14649154205,,
2020-02-27,0.0,80600.14921453067,,
2020-02-28,0.0,80600.15001233267,,
2020-02-29,0.0,80600.14930148248,,
2020-03-01,0.0,80600.147885291,,
2020-03-02,0.0,80600.14652585606,,
2020-03-03,0.0,80600.14568704787,,
2020-03-04,0.0,80600.14547797498,,
2020-03-05,0.0,80600.14574357892,,
2020-03-06,0.0,80600.1462161978,,
2020-03-07,0.0,80600.14665193939,,
2020-03-08,0.0,80600.14690891844,,
2020-03-09,0.0,80600.14696067067,,
2020-03-10,0.0,80600.14686353903,,
2020-03-11,2.0,80600.14670641038,,
2020-03-12,3.0,80599.21591811837,,
2020-03-13,24.0,80600.1642886961,,
2020-03-14,36.0,80590.5382315739,,
2020-03-15,45.0,80599.93050274995,,
2020-03-16,76.0,80598.23628069497,,
2020-03-17,90.0,80591.45370989987,,
2020-03-18,159.0,80603.54623425392,,
2020-03-19,314.0,80577.21236853125,,
2020-03-20,471.0,80554.30753412924,,
2020-03-21,625.0,80567.0714922606,,
2020-03-22,1131.0,80577.90441760143,,
2020-03-23,1454.0,80425.21592007534,,
2020-03-24,1942.0,80608.41672600899,,
2020-03-25,2468.0,80499.08345777576,,
2020-03-26,3032.0,80594.40583799334,,
2020-03-27,3848.0,80545.97548316132,,
2020-03-28,4890.0,80535.04604346749,,
