,Georgia,forecast,interval_low,interval_high
2020-04-24,608.0,930.030029296875,922.4801635742188,940.0806884765625
2020-04-25,731.0,964.806396484375,953.66357421875,979.3452758789062
2020-04-26,264.0,1021.0598754882812,1010.4528198242188,1028.3634033203125
2020-04-27,816.0,964.8961791992188,953.43701171875,986.9595336914062
2020-04-28,620.0,978.6748657226562,944.1820068359375,1006.2880249023438
2020-04-29,853.0,955.4365844726562,925.2144165039062,993.6258544921875
2020-04-30,489.0,1048.3726806640625,1009.3668212890625,1096.2047119140625
2020-05-01,1225.0,1091.2828369140625,1080.7218017578125,1106.5465087890625
2020-05-02,842.0,1124.1358642578125,1103.0465087890625,1160.9462890625
2020-05-03,334.0,734.6240234375,712.6829833984375,753.2918090820312
2020-05-04,786.0,709.3505859375,695.009033203125,733.7101440429688
2020-05-05,547.0,701.9817504882812,673.1351318359375,740.1012573242188
2020-05-06,745.0,713.4533081054688,703.2588500976562,727.9132690429688
2020-05-07,875.0,792.9937133789062,763.9760131835938,810.170654296875
2020-05-08,563.0,820.1694946289062,816.3890991210938,825.9788208007812
2020-05-09,407.0,850.8822631835938,844.4779052734375,860.6854248046875
2020-05-10,992.0,824.57666015625,795.467529296875,849.32470703125
2020-05-11,422.0,797.345703125,785.1864624023438,819.203125
2020-05-12,922.0,789.0180053710938,759.1358642578125,826.7676391601562
2020-05-13,503.0,805.6958618164062,790.693603515625,829.542724609375
2020-05-14,550.0,827.0359497070312,786.6511840820312,890.9074096679688
2020-05-15,795.0,849.555419921875,803.3993530273438,907.5397338867188
2020-05-16,440.0,875.7749633789062,825.59326171875,944.0032958984375
2020-05-17,367.0,761.5213012695312,724.5291748046875,793.2644653320312
2020-05-18,704.0,755.6917114257812,740.8409423828125,779.1517944335938
2020-05-19,572.0,729.6025390625,703.1762084960938,778.52978515625
2020-05-20,946.0,782.54638671875,774.7437133789062,789.4793701171875
2020-05-21,862.0,814.339599609375,779.2327270507812,846.3092041015625
2020-05-22,819.0,830.0010375976562,805.6708984375,860.8167114257812
2020-05-23,760.0,859.73779296875,835.004150390625,896.4552001953125
2020-05-24,660.0,700.7019653320312,683.846435546875,715.3768920898438
2020-05-25,498.0,668.7190551757812,654.8535766601562,693.8533935546875
2020-05-26,583.0,668.0911254882812,638.501708984375,702.76171875
2020-05-27,655.0,662.5698852539062,644.41162109375,683.67724609375
2020-05-28,628.0,758.4262084960938,731.620361328125,772.8037719726562
2020-05-29,615.0,789.1132202148438,776.191162109375,805.2640991210938
2020-05-30,450.0,820.18115234375,816.2608642578125,823.6632690429688
2020-05-31,732.0,802.3352661132812,770.7911376953125,831.3023071289062
2020-06-01,839.0,770.5989379882812,754.7824096679688,794.7898559570312
