,Idaho,forecast,interval_low,interval_high
2020-01-23,0.0,0.007582038640975952,0.0011467337608337402,0.03168711066246033
2020-01-24,0.0,-0.1552879512310028,-0.48802775144577026,0.002276211977005005
2020-01-25,0.0,-0.00022045374498702586,-0.0026504993438720703,0.001984924077987671
2020-01-26,0.0,0.00025686025037430227,-0.001267552375793457,0.0024830400943756104
2020-01-27,0.0,-0.0008357107872143388,-0.0023546218872070312,0.00028845667839050293
2020-01-28,0.0,-0.0037071704864501953,-0.022990405559539795,0.003642469644546509
2020-01-29,0.0,-0.0006440043216571212,-0.0014895200729370117,-0.00015819072723388672
2020-01-30,0.0,0.007913881912827492,-0.0019837021827697754,0.024002134799957275
2020-01-31,0.0,-0.01005129236727953,-0.04857414960861206,0.0002409517765045166
2020-02-01,0.0,0.0011095523368567228,0.00015544891357421875,0.0020509958267211914
2020-02-02,0.0,-0.00045931339263916016,-0.0014800429344177246,0.00029340386390686035
2020-02-03,0.0,-0.0012075662380084395,-0.002116680145263672,-0.0002523064613342285
2020-02-04,0.0,0.0008418083307333291,0.0002917647361755371,0.0016531050205230713
2020-02-05,0.0,-0.0008724153158254921,-0.0027504563331604004,0.00025776028633117676
2020-02-06,0.0,-0.0006585657829418778,-0.0028775930404663086,0.0016613006591796875
2020-02-07,0.0,0.0016547084087505937,-0.00014781951904296875,0.004611372947692871
2020-02-08,0.0,-0.004073929972946644,-0.017910778522491455,0.0015720129013061523
2020-02-09,0.0,-0.0009266853448934853,-0.004030942916870117,0.0003037452697753906
2020-02-10,0.0,0.029295753687620163,0.0009296238422393799,0.1357097625732422
2020-02-11,0.0,0.028574634343385696,-0.002686738967895508,0.07804453372955322
2020-02-12,0.0,2.3049116862239316e-05,-0.0014739632606506348,0.0013609230518341064
2020-02-13,0.0,0.00026788710965774953,-0.0029540061950683594,0.007853925228118896
2020-02-14,0.0,0.04678262397646904,-0.0005883574485778809,0.22792387008666992
2020-02-15,0.0,0.0033052742946892977,-5.59687614440918e-05,0.01442253589630127
2020-02-16,0.0,0.031759124249219894,-0.0005950927734375,0.15913841128349304
2020-02-17,0.0,-0.025338446721434593,-0.10577309131622314,-0.00025397539138793945
2020-02-18,0.0,-0.013870006427168846,-0.07428544759750366,0.0037517249584198
2020-02-19,0.0,-0.01661708392202854,-0.07743877172470093,-0.00027614831924438477
2020-02-20,0.0,0.0037301064003258944,-0.00023537874221801758,0.010510742664337158
2020-02-21,0.0,-0.005682635121047497,-0.009377777576446533,-0.003067195415496826
2020-02-22,0.0,0.055146474391222,0.003544151782989502,0.17481067776679993
2020-02-23,0.0,0.011731326580047607,-0.001331627368927002,0.05840352177619934
2020-02-24,0.0,-0.11342521756887436,-0.5441091060638428,-0.0010238885879516602
2020-02-25,0.0,-0.0038707912899553776,-0.020515501499176025,0.0022960007190704346
2020-02-26,0.0,0.10760468244552612,0.003819882869720459,0.3568902611732483
2020-02-27,0.0,0.04487057402729988,-0.0011373162269592285,0.22348353266716003
2020-02-28,0.0,-0.023179274052381516,-0.11404705047607422,0.0010081827640533447
2020-02-29,0.0,6.621480133617297e-05,-0.000910639762878418,0.0018312036991119385
2020-03-01,0.0,0.0010033786529675126,-0.0012109875679016113,0.004434794187545776
2020-03-02,0.0,-0.00929077249020338,-0.029377400875091553,0.010186046361923218
2020-03-03,0.0,0.004185533616691828,-0.0025655627250671387,0.02126389741897583
2020-03-04,0.0,0.0010593831539154053,-0.0006238222122192383,0.005412101745605469
2020-03-05,0.0,-0.0072675226256251335,-0.029114186763763428,-0.0004912018775939941
2020-03-06,0.0,0.0002919137477874756,-0.00024497509002685547,0.0012511909008026123
2020-03-07,0.0,0.0008322417852468789,-0.0006213188171386719,0.003295034170150757
2020-03-08,0.0,-0.007919329218566418,-0.035688936710357666,0.0025692880153656006
2020-03-09,0.0,-0.0017395138274878263,-0.005600035190582275,0.0009681582450866699
2020-03-10,0.0,0.03675401210784912,0.002803802490234375,0.1676052212715149
2020-03-11,0.0,-0.0004051625728607178,-0.006659746170043945,0.003707796335220337
2020-03-12,0.0,0.012863623909652233,0.0014349818229675293,0.034297168254852295
2020-03-13,0.0,0.02627124823629856,-0.09269046783447266,0.23204174637794495
2020-03-14,0.0,0.003955334424972534,-0.011228084564208984,0.029913514852523804
2020-03-15,0.0,-0.0021676658652722836,-0.006352782249450684,-0.0004801154136657715
2020-03-16,0.0,0.04624272137880325,-0.04804569482803345,0.22192445397377014
2020-03-17,0.0,-0.08197059482336044,-0.3797544240951538,-0.0036876797676086426
2020-03-18,0.0,0.03565169498324394,-0.0041201114654541016,0.1608853042125702
2020-03-19,0.0,-0.0077283503487706184,-0.023882687091827393,-0.00019180774688720703
2020-03-20,0.0,0.039471834897994995,-0.019431114196777344,0.21364590525627136
2020-03-21,0.0,0.015438014641404152,-0.0024114251136779785,0.07641211152076721
2020-03-22,0.0,0.002004939364269376,-0.0026624202728271484,0.0108376145362854
2020-03-23,0.0,0.0002940356789622456,-0.000944972038269043,0.0030871331691741943
2020-03-24,0.0,-0.10792756080627441,-0.4916861653327942,0.003637552261352539
2020-03-25,0.0,0.0029795051086694,0.0003871619701385498,0.005164831876754761
2020-03-26,3.0,2.9935648441314697,2.9925947189331055,2.9946467876434326
2020-03-27,0.0,0.35188865661621094,0.0014401376247406006,1.7424923181533813
2020-03-28,1.0,1.09994637966156,0.9982457160949707,1.498591661453247
2020-03-29,1.0,0.874529242515564,0.3773987293243408,0.9995977878570557
2020-03-30,1.0,1.1533945798873901,0.9740200042724609,1.4190627336502075
2020-03-31,2.0,1.9997730255126953,1.9978809356689453,2.001535654067993
2020-04-01,1.0,0.626120924949646,0.053442180156707764,0.998795747756958
2020-04-02,0.0,0.14046362042427063,0.0004417300224304199,0.6839987635612488
2020-04-03,0.0,0.0029539107345044613,0.0013126730918884277,0.0063533782958984375
2020-04-04,1.0,0.9945651888847351,0.9906303882598877,0.9974375367164612
2020-04-05,0.0,0.0026082813274115324,0.0010810792446136475,0.0037568509578704834
2020-04-06,0.0,0.19982242584228516,0.00038892030715942383,0.9919528365135193
2020-04-07,3.0,2.8049163818359375,2.030574321746826,3.001100778579712
2020-04-08,2.0,2.4160571098327637,1.9955577850341797,3.07983660697937
2020-04-09,3.0,3.002877712249756,2.998981475830078,3.0085456371307373
2020-04-10,6.0,5.991026401519775,5.988293647766113,5.993892192840576
2020-04-11,1.0,1.0047906637191772,1.001932144165039,1.0074706077575684
2020-04-12,2.0,1.5022128820419312,0.7228686213493347,1.9999924898147583
2020-04-13,0.0,2.010838031768799,-0.0002593398094177246,5.18746280670166
2020-04-14,6.0,6.000608921051025,5.994225978851318,6.009189605712891
2020-04-15,6.0,4.4444684982299805,2.057281494140625,5.998593807220459
2020-04-16,2.0,1.9458434581756592,1.715537190437317,2.0092878341674805
2020-04-17,0.0,0.005969720892608166,0.001563042402267456,0.009302318096160889
2020-04-18,2.0,1.7447264194488525,0.740822970867157,1.9987539052963257
2020-04-19,1.0,1.1307891607284546,0.9926305413246155,1.6536725759506226
2020-04-20,1.0,1.0019629001617432,0.9993001222610474,1.0050876140594482
2020-04-21,3.0,2.9270143508911133,2.653724193572998,3.001520872116089
2020-04-22,3.0,3.024707555770874,2.998544692993164,3.1055078506469727
2020-04-23,3.0,2.993290901184082,2.98429274559021,2.998788833618164
2020-04-24,0.0,0.4164964258670807,0.0064240992069244385,2.0466904640197754
2020-04-25,2.0,1.9936012029647827,1.9868968725204468,1.9995582103729248
2020-04-26,0.0,0.002847087336704135,0.0009617507457733154,0.0062354207038879395
2020-04-27,0.0,0.7208829522132874,0.0003007054328918457,2.811657428741455
2020-04-28,4.0,2.5138399600982666,0.19757390022277832,3.9968478679656982
2020-04-29,0.0,0.0011921882396563888,-0.0013620853424072266,0.005860358476638794
2020-04-30,0.0,0.0014482438564300537,-0.0009543895721435547,0.0029810965061187744
2020-05-01,3.0,2.01265287399292,0.3612360954284668,2.996708631515503
2020-05-02,1.0,1.0007082223892212,0.997998833656311,1.0053287744522095
2020-05-03,0.0,0.11456779390573502,-0.004684805870056152,0.5778182148933411
2020-05-04,0.0,0.6104844808578491,0.005037754774093628,1.1981408596038818
2020-05-05,1.0,1.0007233619689941,0.998344898223877,1.0060389041900635
2020-05-06,1.0,0.9986879229545593,0.9951910376548767,1.0055787563323975
2020-05-07,1.0,0.8195822834968567,0.11259406805038452,0.9993726015090942
2020-05-08,0.0,0.1541612148284912,0.0020003318786621094,0.7478394508361816
2020-05-09,0.0,0.16217651963233948,-0.0028113126754760742,0.8050235509872437
2020-05-10,0.0,0.9758383631706238,0.0002618134021759033,1.3346588611602783
2020-05-11,3.0,2.9931273460388184,2.989259719848633,2.999152660369873
2020-05-12,-1.0,-0.2833736538887024,-0.9946531057357788,2.545839548110962
2020-05-13,0.0,0.5456033945083618,-0.0008562207221984863,2.724200487136841
2020-05-14,3.0,2.445028781890869,0.2588711380958557,2.995163917541504
2020-05-15,0.0,0.40372276306152344,0.0030746757984161377,1.282321572303772
2020-05-16,1.0,0.9956914782524109,0.9906927943229675,1.0004273653030396
2020-05-17,0.0,0.16370828449726105,-0.0001093149185180664,0.8135794997215271
2020-05-18,1.0,0.9989627599716187,0.9979214668273926,1.0006442070007324
2020-05-19,0.0,0.22524717450141907,0.0017319023609161377,0.6262760758399963
