,New Jersey,forecast,interval_low,interval_high
2020-06-10,550.0,595.7301025390625,476.0894775390625,666.7047729492188
2020-06-11,470.0,566.2013070242746,437.6231384277344,696.982666015625
2020-06-12,348.0,557.8691755022321,425.0177001953125,691.8565673828125
2020-06-13,441.0,532.0413992745536,426.5765075683594,690.522705078125
2020-06-14,276.0,512.7390005929129,428.6804504394531,673.0111694335938
2020-06-15,222.0,498.8979928152902,433.07244873046875,581.4864501953125
2020-06-16,323.0,490.5646493094308,425.4844665527344,546.8773193359375
2020-06-17,277.0,483.8294154575893,371.1396789550781,548.06787109375
2020-06-18,404.0,472.840576171875,353.04473876953125,593.5755004882812
2020-06-19,389.0,459.1011047363281,349.0465087890625,593.5652465820312
2020-06-20,338.0,441.8995361328125,358.84130859375,602.7214965820312
2020-06-21,308.0,427.150643484933,355.47174072265625,556.8442993164062
2020-06-22,273.0,423.57181658063615,390.75042724609375,488.837646484375
2020-06-23,319.0,429.10125732421875,404.705810546875,460.5065002441406
2020-06-24,158.0,439.0294102260045,388.81207275390625,468.5527038574219
2020-06-25,304.0,441.4216788155692,348.0337219238281,511.7728271484375
2020-06-26,388.0,433.3399571010045,330.68634033203125,514.32958984375
2020-06-27,289.0,422.8656572614397,326.9281005859375,529.193603515625
2020-06-28,309.0,408.88568115234375,344.0216369628906,527.6583862304688
2020-06-29,90.0,398.2329319545201,341.0294494628906,493.84063720703125
2020-06-30,395.0,394.567635672433,351.6562805175781,476.4329528808594
2020-07-01,261.0,392.37312970842635,350.9635314941406,420.6080322265625
2020-07-02,428.0,394.9539053780692,332.85162353515625,437.3617858886719
2020-07-03,386.0,397.53704833984375,331.3633117675781,455.4629211425781
2020-07-04,291.0,402.74454607282365,353.9335021972656,464.2972106933594
2020-07-05,369.0,412.1591142926897,352.8103332519531,480.7554016113281
2020-07-06,209.0,421.8028041294643,390.154296875,440.1625061035156
2020-07-07,267.0,435.58752005440846,395.873779296875,459.87554931640625
2020-07-08,161.0,439.8138732910156,373.924560546875,496.281982421875
