,Illinois,forecast,interval_low,interval_high
2020-03-29,4596.0,160536.69532852955,,
2020-03-30,5056.0,160024.52659477803,,
2020-03-31,5994.0,160786.58507950997,,
2020-04-01,6980.0,160285.96283205628,,
2020-04-02,7695.0,160424.36604668942,,
2020-04-03,8904.0,160699.8237129743,,
2020-04-04,10357.0,160311.53302232508,,
2020-04-05,11259.0,160249.78177115752,,
2020-04-06,12262.0,160837.02146564124,,
2020-04-07,13553.0,160628.79923100508,,
2020-04-08,15078.0,160392.99451450224,,
2020-04-09,16422.0,160327.0045960508,,
2020-04-10,17887.0,160614.9583779712,,
2020-04-11,19180.0,160437.7354196162,,
2020-04-12,20852.0,160596.00799900558,,
2020-04-13,22025.0,160255.6761040708,,
2020-04-14,23248.0,160834.0685499638,,
2020-04-15,24593.0,160663.03011715016,,
2020-04-16,25734.0,160582.32800910072,,
2020-04-17,27578.0,160758.6375981584,,
2020-04-18,29160.0,160127.21892365123,,
2020-04-19,30357.0,160492.21438250275,,
2020-04-20,31513.0,160697.8386063663,,
2020-04-21,33059.0,160594.2117499287,,
2020-04-22,35107.0,160220.74105928553,,
2020-04-23,36937.0,160007.78634854208,,
2020-04-24,39658.0,160410.49157251677,,
2020-04-25,41777.0,159643.835458198,,
2020-04-26,43903.0,160456.83564575695,,
2020-04-27,45883.0,160407.39687260325,,
2020-04-28,48102.0,160710.94701167056,,
2020-04-29,50358.0,160596.0932557162,,
2020-04-30,52918.0,160830.31209551558,,
2020-05-01,56055.0,160631.87241351046,,
2020-05-02,58505.0,160224.6688844583,,
2020-05-03,61499.0,160892.6108915722,,
2020-05-04,63777.0,160184.0840820553,,
2020-05-05,65889.0,160877.65543758785,,
2020-05-06,68232.0,160800.6271028556,,
2020-05-07,70871.0,160614.020149031,,
2020-05-08,73760.0,160392.13210291855,,
2020-05-09,76085.0,160303.46765945377,,
2020-05-10,77741.0,160774.50991917637,,
2020-05-11,79007.0,161064.9235547145,,
2020-05-12,83021.0,161110.8604594259,,
2020-05-13,84694.0,158696.6345037875,,
2020-05-14,87937.0,161505.4772880599,,
2020-05-15,90369.0,159531.43838034556,,
2020-05-16,92457.0,160564.3408713756,,
2020-05-17,94191.0,160541.5037231108,,
2020-05-18,96485.0,161036.03249013433,,
2020-05-19,98030.0,160430.34276947676,,
2020-05-20,100418.0,161360.75661687166,,
2020-05-21,102688.0,160420.97774284278,,
2020-05-22,105444.0,160642.18577319992,,
2020-05-23,107796.0,160039.9591468901,,
2020-05-24,110304.0,160446.9330741862,,
2020-05-25,112017.0,160075.96379107764,,
2020-05-26,113195.0,160819.8384223582,,
2020-05-27,114306.0,161082.2189265191,,
2020-05-28,115833.0,161076.75634790916,,
2020-05-29,117455.0,160718.3260114295,,
2020-05-30,118917.0,160751.07086145494,,
2020-05-31,120260.0,160755.5118570233,,
2020-06-01,121234.0,160561.23005679238,,
2020-06-02,122848.0,160603.1384311157,,
2020-06-03,123830.0,159854.5417038059,,
2020-06-04,124759.0,160544.33079766767,,
2020-06-05,125915.0,160424.3939158758,,
2020-06-06,126890.0,160254.31081224108,,
2020-06-07,127757.0,160494.37439581257,,
2020-06-08,128415.0,160657.32216989336,,
2020-06-09,129212.0,160819.8573831702,,
2020-06-10,129837.0,160635.2543479317,,
2020-06-11,130603.0,160818.33652161993,,
2020-06-12,131198.0,160604.50369517543,,
2020-06-13,131871.0,160707.24891990775,,
2020-06-14,132543.0,160483.65737844325,,
2020-06-15,133016.0,160430.03816259254,,
2020-06-16,133639.0,160522.3500548308,,
2020-06-17,134185.0,160315.97879669056,,
2020-06-18,134778.0,160407.81540074447,,
2020-06-19,135470.0,160373.42663349689,,
2020-06-20,136104.0,160351.08319489218,,
2020-06-21,136762.0,160461.89528268302,,
2020-06-22,137224.0,160484.6978066934,,
2020-06-23,137825.0,160696.0183483268,,
2020-06-24,138540.0,160557.38941524658,,
2020-06-25,139434.0,160532.60128046866,,
2020-06-26,140291.0,160426.56371904144,,
2020-06-27,141077.0,160510.1743674607,,
2020-06-28,141723.0,160525.3344526267,,
2020-06-29,142461.0,160604.15864676735,,
2020-06-30,143185.0,160488.05275694598,,
2020-07-01,144013.0,160553.81207302536,,
2020-07-02,144882.0,160484.3179701972,,
2020-07-03,145750.0,160485.59915265223,,
2020-07-04,146612.0,160482.37511995586,,
2020-07-05,147251.0,160484.31689682094,,
2020-07-06,147865.0,160663.96856040953,,
2020-07-07,149574.0,160627.0339699824,,
2020-07-08,150554.0,159728.05446811995,,
2020-07-09,151572.0,160689.84409260546,,
2020-07-10,152899.0,160489.45318238536,,
2020-07-11,154094.0,160240.8955550368,,
2020-07-12,155048.0,160456.44626119093,,
2020-07-13,155931.0,160784.80063481964,,
2020-07-14,156638.0,160804.34752333025,,
2020-07-15,157825.0,160926.61405125685,,
2020-07-16,159082.0,160480.94957218456,,
2020-07-17,160509.0,160522.1775409461,,
2020-07-18,161785.0,160321.59255521224,,
2020-07-19,,162963.31555078257,162349.51381063202,163577.11729093312
2020-07-20,,163999.1594680011,163049.20228467422,164949.116651328
2020-07-21,,164999.3898780112,163655.13975592304,166343.64000009935
2020-07-22,,166005.9807006628,164281.82467276722,167730.13672855837
2020-07-23,,167089.29787241196,164961.61983529973,169216.9759095242
2020-07-24,,168244.54267562556,165686.50183853472,170802.5835127164
2020-07-25,,169459.55429936087,166384.3098502937,172534.79874842803
