,Illinois,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,1.0,160515.25838004946,,
2020-01-25,1.0,160518.18701779228,,
2020-01-26,1.0,160520.8198187354,,
2020-01-27,1.0,160522.1065002488,,
2020-01-28,1.0,160523.68325766074,,
2020-01-29,1.0,160526.3750834252,,
2020-01-30,1.0,160528.08701153225,,
2020-01-31,2.0,160528.06600540108,,
2020-02-01,2.0,160525.93170234546,,
2020-02-02,2.0,160524.93755312904,,
2020-02-03,2.0,160522.50643210678,,
2020-02-04,2.0,160520.75703262814,,
2020-02-05,2.0,160519.55971052992,,
2020-02-06,2.0,160519.03100631613,,
2020-02-07,2.0,160518.81455434064,,
2020-02-08,2.0,160518.97836010405,,
2020-02-09,2.0,160519.44402975513,,
2020-02-10,2.0,160520.11860304786,,
2020-02-11,2.0,160520.88699394875,,
2020-02-12,2.0,160521.61413122088,,
2020-02-13,2.0,160522.16436500067,,
2020-02-14,2.0,160522.43619259354,,
2020-02-15,2.0,160522.39598573322,,
2020-02-16,2.0,160522.08825908622,,
2020-02-17,2.0,160521.614028303,,
2020-02-18,2.0,160521.09171885723,,
2020-02-19,2.0,160520.62327823753,,
2020-02-20,2.0,160520.27741454614,,
2020-02-21,2.0,160520.08790205966,,
2020-02-22,2.0,160520.05918286456,,
2020-02-23,2.0,160520.17312522922,,
2020-02-24,2.0,160520.39460044174,,
2020-02-25,2.0,160520.67639707378,,
2020-02-26,2.0,160520.96510017235,,
2020-02-27,2.0,160521.20903012351,,
2020-02-28,2.0,160521.36761183123,,
2020-02-29,2.0,160521.419602584,,
2020-03-01,3.0,160521.36689939635,,
2020-03-02,4.0,160520.4147100593,,
2020-03-03,4.0,160520.5695437759,,
2020-03-04,4.0,160521.28027295548,,
2020-03-05,5.0,160520.87750154044,,
2020-03-06,5.0,160519.98057623275,,
2020-03-07,6.0,160521.24080035227,,
2020-03-08,7.0,160520.27662730785,,
2020-03-09,7.0,160520.57722552042,,
2020-03-10,12.0,160521.4363970089,,
2020-03-11,25.0,160517.18128352513,,
2020-03-12,32.0,160512.2555603062,,
2020-03-13,46.0,160520.3134799445,,
2020-03-14,64.0,160513.7004700161,,
2020-03-15,66.0,160513.43393038106,,
2020-03-16,83.0,160529.84536275422,,
2020-03-17,161.0,160515.38317279497,,
2020-03-18,272.0,160471.08717501487,,
2020-03-19,422.0,160466.47634314073,,
2020-03-20,585.0,160452.07715435268,,
2020-03-21,753.0,160461.51184834013,,
2020-03-22,1049.0,160475.20099612797,,
2020-03-23,1285.0,160395.69942661488,,
2020-03-24,1537.0,160514.45039561656,,
2020-03-25,1865.0,160518.0797143644,,
2020-03-26,2538.0,160487.4136714441,,
2020-03-27,3024.0,160248.8794889556,,
2020-03-28,3491.0,160547.44988630933,,
