,Puerto Rico,forecast,interval_low,interval_high
2020-01-23,0.0,2.256868362426758,-0.6072072982788086,11.787070274353027
2020-01-24,0.0,-3.6319375038146973,-17.764625549316406,-0.028423547744750977
2020-01-25,0.0,0.12023018300533295,-0.032637178897857666,0.567236065864563
2020-01-26,0.0,0.008728665299713612,-0.021743416786193848,0.031113386154174805
2020-01-27,0.0,0.19338193535804749,-0.030842900276184082,0.5458649396896362
2020-01-28,0.0,0.038177259266376495,-0.22933608293533325,0.4249000549316406
2020-01-29,0.0,-0.006261247210204601,-0.023098289966583252,0.02304661273956299
2020-01-30,0.0,0.032951146364212036,-0.01858764886856079,0.102974534034729
2020-01-31,0.0,1.7425190210342407,-0.0027990341186523438,8.69980239868164
2020-02-01,0.0,1.1419031620025635,-0.009789705276489258,5.637228488922119
2020-02-02,0.0,1.1344585418701172,-0.023963510990142822,4.922230243682861
2020-02-03,0.0,-0.20939898490905762,-0.5640591382980347,0.016108274459838867
2020-02-04,0.0,-0.30829769372940063,-1.6668775081634521,0.16498816013336182
2020-02-05,0.0,-0.28038835525512695,-1.4389790296554565,0.04188302159309387
2020-02-06,0.0,0.22528791427612305,-0.03166157007217407,0.8021460771560669
2020-02-07,0.0,-0.0035650848876684904,-0.12363237142562866,0.07683208584785461
2020-02-08,0.0,-0.4131077826023102,-2.538978338241577,0.45308423042297363
2020-02-09,0.0,-0.07762768864631653,-0.17660588026046753,0.0037643015384674072
2020-02-10,0.0,0.07989908754825592,-0.04160583019256592,0.43352317810058594
2020-02-11,0.0,0.08492426574230194,-0.06293225288391113,0.31765735149383545
2020-02-12,0.0,2.7035927772521973,-1.5854136943817139,15.144386291503906
2020-02-13,0.0,0.018389344215393066,-0.7845969200134277,1.000593900680542
2020-02-14,0.0,0.011775827035307884,-0.1021692156791687,0.10647982358932495
2020-02-15,0.0,-0.061436910182237625,-0.3389855623245239,0.03247785568237305
2020-02-16,0.0,-0.21383075416088104,-2.3518362045288086,1.2590358257293701
2020-02-17,0.0,-0.10875289142131805,-0.16878175735473633,-0.0621340274810791
2020-02-18,0.0,0.0620441734790802,0.024944663047790527,0.13299483060836792
2020-02-19,0.0,0.06576459109783173,-1.8545384407043457,1.9326032400131226
2020-02-20,0.0,0.16527032852172852,-0.019049108028411865,0.8001564145088196
2020-02-21,0.0,-0.2488257884979248,-1.0478878021240234,0.19844353199005127
2020-02-22,0.0,0.27022454142570496,-0.035402536392211914,0.9155286550521851
2020-02-23,0.0,0.04546235129237175,-0.043933749198913574,0.17404603958129883
