,Vermont,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.03135762920407389,0.03135762920407389,0.03135762920407389
2020-01-25,0.0,0.04397970633287625,0.04397970633287625,0.04397970633287625
2020-01-26,0.0,0.05660189544264161,0.05660189544264161,0.05660189544264161
2020-01-27,0.0,0.06026151028793411,0.06026151028793411,0.06026151028793411
2020-01-28,0.0,0.06931471085548874,0.06931471085548874,0.06931471085548874
2020-01-29,0.0,0.0782238479976611,0.0782238479976611,0.0782238479976611
2020-01-30,0.0,0.08163497015413204,0.08163497015413204,0.08163497015413204
2020-01-31,0.0,0.0778185824852071,0.0778185824852071,0.0778185824852071
2020-02-01,0.0,0.0706331940808862,0.0706331940808862,0.0706331940808862
2020-02-02,0.0,0.06508073113138119,0.06508073113138119,0.06508073113138119
2020-02-03,0.0,0.06344668023252631,0.06344668023252631,0.06344668023252631
2020-02-04,0.0,0.0654375307735528,0.0654375307735528,0.0654375307735528
2020-02-05,0.0,0.06932326557103718,0.06932326557103718,0.06932326557103718
2020-02-06,0.0,0.0727525384306335,0.0727525384306335,0.0727525384306335
2020-02-07,0.0,0.07380623816050702,0.07380623816050702,0.07380623816050702
2020-02-08,0.0,0.07221061282138594,0.07221061282138594,0.07221061282138594
2020-02-09,0.0,0.06940626403895891,0.06940626403895891,0.06940626403895891
2020-02-10,0.0,0.06722310995408042,0.06722310995408042,0.06722310995408042
2020-02-11,0.0,0.06666768479257779,0.06666768479257779,0.06666768479257779
2020-02-12,0.0,0.06766761896259402,0.06766761896259402,0.06766761896259402
2020-02-13,0.0,0.06939666127292898,0.06939666127292898,0.06939666127292898
2020-02-14,0.0,0.07078907201255932,0.07078907201255932,0.07078907201255932
2020-02-15,0.0,0.07111607107282152,0.07111607107282152,0.07111607107282152
2020-02-16,0.0,0.0703761482948794,0.0703761482948794,0.0703761482948794
2020-02-17,0.0,0.06919104899818806,0.06919104899818806,0.06919104899818806
2020-02-18,0.0,0.06830535825921716,0.06830535825921716,0.06830535825921716
2020-02-19,0.0,0.06813418916690363,0.06813418916690363,0.06813418916690363
2020-02-20,0.0,0.06862463346502981,0.06862463346502981,0.06862463346502981
2020-02-21,0.0,0.06938608021247178,0.06938608021247178,0.06938608021247178
2020-02-22,0.0,0.06995203990286065,0.06995203990286065,0.06995203990286065
2020-02-23,0.0,0.07004293282924658,0.07004293282924658,0.07004293282924658
2020-02-24,0.0,0.06969531874723192,0.06969531874723192,0.06969531874723192
2020-02-25,0.0,0.06918623084862818,0.06918623084862818,0.06918623084862818
2020-02-26,0.0,0.06882729839601467,0.06882729839601467,0.06882729839601467
2020-02-27,0.0,0.06878421521937658,0.06878421521937658,0.06878421521937658
2020-02-28,0.0,0.06901873775847348,0.06901873775847348,0.06901873775847348
2020-02-29,0.0,0.06935021244030498,0.06935021244030498,0.06935021244030498
2020-03-01,0.0,0.06957854344451334,0.06957854344451334,0.06957854344451334
2020-03-02,0.0,0.06959677154822456,0.06959677154822456,0.06959677154822456
2020-03-03,0.0,0.0694343062868921,0.0694343062868921,0.0694343062868921
2020-03-04,0.0,0.06921534816400063,0.06921534816400063,0.06921534816400063
2020-03-05,0.0,0.0690710769031535,0.0690710769031535,0.0690710769031535
2020-03-06,0.0,0.06906593835536148,0.06906593835536148,0.06906593835536148
2020-03-07,0.0,0.06917596936677212,0.06917596936677212,0.06917596936677212
2020-03-08,1.0,1.069319001271945,1.069319001271945,1.069319001271945
2020-03-09,0.0,0.0,0.0,0.0
2020-03-10,0.0,0.25874203248904626,0.25874203248904626,0.25874203248904626
2020-03-11,0.0,0.30135905568612836,0.30135905568612836,0.30135905568612836
2020-03-12,1.0,1.0676157048417108,1.0676157048417108,1.0676157048417108
2020-03-13,0.0,0.0,0.0,0.0
