,Louisiana,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.0154246847656329,0.0154246847656329,0.0154246847656329
2020-01-25,0.0,0.023662895377438743,0.023662895377438743,0.023662895377438743
2020-01-26,0.0,0.027849879455193467,0.027849879455193467,0.027849879455193467
2020-01-27,0.0,0.03274601933504076,0.03274601933504076,0.03274601933504076
2020-01-28,0.0,0.039358703426345974,0.039358703426345974,0.039358703426345974
2020-01-29,0.0,0.052980685804395966,0.052980685804395966,0.052980685804395966
2020-01-30,0.0,0.06701477729059652,0.06701477729059652,0.06701477729059652
2020-01-31,0.0,0.07461662554603854,0.07461662554603854,0.07461662554603854
2020-02-01,0.0,0.07350513746695435,0.07350513746695435,0.07350513746695435
2020-02-02,0.0,0.06816828003951321,0.06816828003951321,0.06816828003951321
2020-02-03,0.0,0.06354552506623634,0.06354552506623634,0.06354552506623634
2020-02-04,0.0,0.06140499238841911,0.06140499238841911,0.06140499238841911
2020-02-05,0.0,0.061376166365780194,0.061376166365780194,0.061376166365780194
2020-02-06,0.0,0.06240095692435875,0.06240095692435875,0.06240095692435875
2020-02-07,0.0,0.06349959804298752,0.06349959804298752,0.06349959804298752
2020-02-08,0.0,0.06412156798528043,0.06412156798528043,0.06412156798528043
2020-02-09,0.0,0.06419865461569071,0.06419865461569071,0.06419865461569071
2020-02-10,0.0,0.06395792171598534,0.06395792171598534,0.06395792171598534
2020-02-11,0.0,0.06366917005861464,0.06366917005861464,0.06366917005861464
2020-02-12,0.0,0.06349201773208282,0.06349201773208282,0.06349201773208282
2020-02-13,0.0,0.06345457865898205,0.06345457865898205,0.06345457865898205
2020-02-14,0.0,0.06350579129273765,0.06350579129273765,0.06350579129273765
2020-02-15,0.0,0.0635782303889644,0.0635782303889644,0.0635782303889644
2020-02-16,0.0,0.06362747960113169,0.06362747960113169,0.06362747960113169
2020-02-17,0.0,0.06364170057289534,0.06364170057289534,0.06364170057289534
2020-02-18,0.0,0.06363132948450873,0.06363132948450873,0.06363132948450873
2020-02-19,0.0,0.06361328109246835,0.06361328109246835,0.06361328109246835
2020-02-20,0.0,0.0635998026974217,0.0635998026974217,0.0635998026974217
2020-02-21,0.0,0.06359499361676323,0.06359499361676323,0.06359499361676323
2020-02-22,0.0,0.06359687027838047,0.06359687027838047,0.06359687027838047
2020-02-23,0.0,0.06360127779802932,0.06360127779802932,0.06360127779802932
2020-02-24,0.0,0.06360490516839161,0.06360490516839161,0.06360490516839161
2020-02-25,0.0,0.0636064285290154,0.0636064285290154,0.0636064285290154
2020-02-26,0.0,0.06360616128753997,0.06360616128753997,0.06360616128753997
2020-02-27,0.0,0.06360510551646253,0.06360510551646253,0.06360510551646253
2020-02-28,0.0,0.06360414362279751,0.06360414362279751,0.06360414362279751
2020-02-29,0.0,0.06360368195184483,0.06360368195184483,0.06360368195184483
2020-03-01,0.0,0.06360369274211117,0.06360369274211117,0.06360369274211117
2020-03-02,0.0,0.06360393966791092,0.06360393966791092,0.06360393966791092
2020-03-03,0.0,0.06360419104351568,0.06360419104351568,0.06360419104351568
2020-03-04,0.0,0.06360432649051138,0.06360432649051138,0.06360432649051138
2020-03-05,0.0,0.06360433906154282,0.06360433906154282,0.06360433906154282
2020-03-06,0.0,0.06360428298808546,0.06360428298808546,0.06360428298808546
2020-03-07,0.0,0.0636042182353955,0.0636042182353955,0.0636042182353955
2020-03-08,0.0,0.06360417949926969,0.06360417949926969,0.06360417949926969
2020-03-09,0.0,0.06360417225993341,0.06360417225993341,0.06360417225993341
2020-03-10,0.0,0.0636041845050352,0.0636041845050352,0.0636041845050352
2020-03-11,0.0,0.06360420093992425,0.06360420093992425,0.06360420093992425
2020-03-12,0.0,0.06360421178595037,0.06360421178595037,0.06360421178595037
2020-03-13,0.0,0.06360421467867057,0.06360421467867057,0.06360421467867057
2020-03-14,1.0,1.0636042121507,1.0636042121507,1.0636042121507
2020-03-15,1.0,0.16966748118906838,0.16966748118906838,0.16966748118906838
2020-03-16,1.0,0.4344318446718217,0.4344318446718217,0.4344318446718217
2020-03-17,1.0,0.4938614978577994,0.4938614978577994,0.4938614978577994
2020-03-18,2.0,1.518849362943408,1.518849362943408,1.518849362943408
2020-03-19,4.0,2.663057728063248,2.663057728063248,2.663057728063248
2020-03-20,4.0,1.3976385542182932,1.3976385542182932,1.3976385542182932
2020-03-21,6.0,4.235203999136255,4.235203999136255,4.235203999136255
2020-03-22,0.0,0.0,0.0,0.0
2020-03-23,15.0,17.704790304004323,17.704790304004323,17.704790304004323
2020-03-24,11.0,0.0,0.0,0.0
2020-03-25,19.0,15.040721187277988,15.040721187277988,15.040721187277988
2020-03-26,18.0,7.235507076908192,7.235507076908192,7.235507076908192
2020-03-27,36.0,28.925261422753934,28.925261422753934,28.925261422753934
2020-03-28,18.0,0.0,0.0,0.0
2020-03-29,14.0,13.738338033489914,13.738338033489914,13.738338033489914
2020-03-30,34.0,35.6893740890721,35.6893740890721,35.6893740890721
2020-03-31,54.0,38.839796912891174,38.839796912891174,38.839796912891174
2020-04-01,34.0,7.784584560425614,7.784584560425614,7.784584560425614
2020-04-02,37.0,39.20721176903241,39.20721176903241,39.20721176903241
2020-04-03,60.0,55.038263516972734,55.038263516972734,55.038263516972734
