,Alaska,forecast,interval_low,interval_high
2020-01-23,0.0,0.10073356158032729,0.10073356158032729,0.10073356158032729
2020-01-24,0.0,0.0945139658547962,0.0945139658547962,0.0945139658547962
2020-01-25,0.0,0.09892568582050462,0.09892568582050462,0.09892568582050462
2020-01-26,0.0,0.07703336962793894,0.07703336962793894,0.07703336962793894
2020-01-27,0.0,0.07490808930554169,0.07490808930554169,0.07490808930554169
2020-01-28,0.0,0.06446181856913885,0.06446181856913885,0.06446181856913885
2020-01-29,0.0,0.06409445974544026,0.06409445974544026,0.06409445974544026
2020-01-30,0.0,0.05837826125417507,0.05837826125417507,0.05837826125417507
2020-01-31,0.0,0.05860005962881746,0.05860005962881746,0.05860005962881746
2020-02-01,0.0,0.05519427750284108,0.05519427750284108,0.05519427750284108
2020-02-02,0.0,0.055600718009442975,0.055600718009442975,0.055600718009442975
2020-02-03,0.0,0.053464626970082495,0.053464626970082495,0.053464626970082495
2020-02-04,0.0,0.053895110548535276,0.053895110548535276,0.053895110548535276
2020-02-05,0.0,0.052509599137909764,0.052509599137909764,0.052509599137909764
2020-02-06,0.0,0.052900163723992415,0.052900163723992415,0.052900163723992415
2020-02-07,0.0,0.05198016603377813,0.05198016603377813,0.05198016603377813
2020-02-08,0.0,0.05230952435999893,0.05230952435999893,0.05230952435999893
2020-02-09,0.0,0.0516879886363963,0.0516879886363963,0.0516879886363963
2020-02-10,0.0,0.05195416841462081,0.05195416841462081,0.05195416841462081
2020-02-11,0.0,0.051528659918922776,0.051528659918922776,0.051528659918922776
2020-02-12,0.0,0.05173791250616844,0.05173791250616844,0.05173791250616844
2020-02-13,0.0,0.05144352863961875,0.05144352863961875,0.05144352863961875
2020-02-14,0.0,0.05160489727084032,0.05160489727084032,0.05160489727084032
2020-02-15,0.0,0.051399493668144766,0.051399493668144766,0.051399493668144766
2020-02-16,0.0,0.051522214228995666,0.051522214228995666,0.051522214228995666
2020-02-17,0.0,0.05137789653408177,0.05137789653408177,0.05137789653408177
2020-02-18,0.0,0.051470261525035796,0.051470261525035796,0.051470261525035796
2020-02-19,0.0,0.0513682814044196,0.0513682814044196,0.0513682814044196
2020-02-20,0.0,0.05143725351166205,0.05143725351166205,0.05143725351166205
2020-02-21,0.0,0.05136484960087456,0.05136484960087456,0.05136484960087456
2020-02-22,0.0,0.051416041748562825,0.051416041748562825,0.051416041748562825
2020-02-23,0.0,0.051364435637073644,0.051364435637073644,0.051364435637073644
2020-02-24,0.0,0.05140225227152371,0.05140225227152371,0.05140225227152371
2020-02-25,0.0,0.051365351485860904,0.051365351485860904,0.051365351485860904
2020-02-26,0.0,0.051393184196722785,0.051393184196722785,0.051393184196722785
2020-02-27,0.0,0.051366728561687905,0.051366728561687905,0.051366728561687905
2020-02-28,0.0,0.051387153524373834,0.051387153524373834,0.051387153524373834
2020-02-29,0.0,0.051368145220168984,0.051368145220168984,0.051368145220168984
2020-03-01,0.0,0.05138309943248707,0.05138309943248707,0.05138309943248707
2020-03-02,0.0,0.05136941771003693,0.05136941771003693,0.05136941771003693
2020-03-03,0.0,0.05138034639613829,0.05138034639613829,0.05138034639613829
2020-03-04,0.0,0.051370484293125775,0.051370484293125775,0.051370484293125775
2020-03-05,0.0,0.051378459391913565,0.051378459391913565,0.051378459391913565
2020-03-06,0.0,0.05137134212019138,0.05137134212019138,0.05137134212019138
2020-03-07,0.0,0.05137715505565821,0.05137715505565821,0.05137715505565821
2020-03-08,0.0,0.05137201370300721,0.05137201370300721,0.05137201370300721
2020-03-09,0.0,0.05137624669490928,0.05137624669490928,0.05137624669490928
2020-03-10,0.0,0.051372529777919715,0.051372529777919715,0.051372529777919715
2020-03-11,0.0,0.05137560993174806,0.05137560993174806,0.05137560993174806
2020-03-12,0.0,0.051372921085380496,0.051372921085380496,0.051372921085380496
2020-03-13,0.0,0.05137516101652262,0.05137516101652262,0.05137516101652262
2020-03-14,0.0,0.0513732148743298,0.0513732148743298,0.0513732148743298
2020-03-15,0.0,0.051374842991358596,0.051374842991358596,0.051374842991358596
2020-03-16,0.0,0.05137343381267715,0.05137343381267715,0.05137343381267715
2020-03-17,0.0,0.0513746167628329,0.0513746167628329,0.0513746167628329
2020-03-18,0.0,0.05137359604461292,0.05137359604461292,0.05137359604461292
2020-03-19,0.0,0.05137445527614367,0.05137445527614367,0.05137445527614367
2020-03-20,0.0,0.05137371572902464,0.05137371572902464,0.05137371572902464
2020-03-21,0.0,0.051374339669937534,0.051374339669937534,0.051374339669937534
2020-03-22,0.0,0.05137380372129407,0.05137380372129407,0.05137380372129407
2020-03-23,0.0,0.05137425671022756,0.05137425671022756,0.05137425671022756
2020-03-24,0.0,0.051373868238585786,0.051373868238585786,0.051373868238585786
2020-03-25,1.0,1.0513741970597776,1.0513741970597776,1.0513741970597776
2020-03-26,0.0,0.11759036573054726,0.11759036573054726,0.11759036573054726
2020-03-27,0.0,0.0,0.0,0.0
2020-03-28,1.0,1.2794496227549037,1.2794496227549037,1.2794496227549037
2020-03-29,0.0,0.09988612967318439,0.09988612967318439,0.09988612967318439
2020-03-30,1.0,1.0919992538412988,1.0919992538412988,1.0919992538412988
2020-03-31,0.0,0.32100974818668976,0.32100974818668976,0.32100974818668976
2020-04-01,0.0,0.02332298353844943,0.02332298353844943,0.02332298353844943
2020-04-02,0.0,0.4073027573255221,0.4073027573255221,0.4073027573255221
2020-04-03,0.0,0.07747538256847313,0.07747538256847313,0.07747538256847313
2020-04-04,2.0,2.283673136116394,2.283673136116394,2.283673136116394
