,Nebraska,forecast,interval_low,interval_high
2020-01-23,0.0,0.082489512860775,-0.0002658367156982422,0.40386584401130676
2020-01-24,0.0,-0.007053738925606012,-0.035314321517944336,0.0009624063968658447
2020-01-25,0.0,-0.003663730574771762,-0.015169858932495117,0.0005737543106079102
2020-01-26,0.0,-0.007393366191536188,-0.04269009828567505,0.0018582344055175781
2020-01-27,0.0,0.0003509223461151123,-0.0017417669296264648,0.004590630531311035
2020-01-28,0.0,0.00020916461653541774,-0.0006380677223205566,0.0009381771087646484
2020-01-29,0.0,-0.017515748739242554,-0.0835617184638977,0.0006988346576690674
2020-01-30,0.0,-0.0004056990146636963,-0.001650393009185791,0.00017514824867248535
2020-01-31,0.0,-0.020577549934387207,-0.13466805219650269,0.02213338017463684
2020-02-01,0.0,-0.00015360116958618164,-0.0008309483528137207,0.0007870793342590332
2020-02-02,0.0,0.1358634978532791,-0.0002741813659667969,0.2958120107650757
2020-02-03,0.0,0.007903540506958961,-0.0001767873764038086,0.03390783071517944
2020-02-04,0.0,-0.0032435774337500334,-0.006885647773742676,-0.0007429718971252441
2020-02-05,0.0,0.0008246123907156289,-0.0009047985076904297,0.0021440088748931885
2020-02-06,0.0,0.0046561420895159245,0.002959221601486206,0.00839206576347351
2020-02-07,0.0,-0.031115561723709106,-0.08471286296844482,0.001694709062576294
2020-02-08,0.0,-0.0017398297786712646,-0.003893554210662842,5.8025121688842773e-05
2020-02-09,0.0,-8.72373566380702e-05,-0.0007489919662475586,0.0005308389663696289
2020-02-10,0.0,0.00871616043150425,-0.0021349191665649414,0.03489559888839722
2020-02-11,0.0,0.22443854808807373,0.0008914768695831299,1.0597238540649414
2020-02-12,0.0,-0.007914304733276367,-0.022231221199035645,0.00029146671295166016
2020-02-13,0.0,0.0048247636295855045,-0.0025232434272766113,0.02522948384284973
2020-02-14,0.0,0.0005343615775927901,-0.005295515060424805,0.005053311586380005
2020-02-15,0.0,0.0046964287757873535,-0.002668440341949463,0.02543705701828003
2020-02-16,0.0,0.028856080025434494,-0.0074661970138549805,0.1263793706893921
2020-02-17,0.0,-0.0051191747188568115,-0.03593134880065918,0.00878208875656128
