,Grand Princess,forecast,interval_low,interval_high
2020-01-23,0.0,0.34442657232284546,-5.59687614440918e-05,1.7198659181594849
2020-01-24,0.0,0.00010749697685241699,-3.266334533691406e-05,0.0002878904342651367
2020-01-25,0.0,-1.66654590429971e-05,-0.00035446882247924805,0.0002878904342651367
2020-01-26,0.0,-0.00029861927032470703,-0.0007941722869873047,-1.4185905456542969e-05
2020-01-27,0.0,0.0001332342653768137,-0.00038546323776245117,0.001093536615371704
2020-01-28,0.0,-0.0008055150392465293,-0.004574596881866455,0.0005718767642974854
2020-01-29,0.0,-0.0029465914703905582,-0.014328360557556152,0.00015494227409362793
2020-01-30,0.0,-0.00011946559243369848,-0.0012000799179077148,0.0010154247283935547
2020-01-31,0.0,0.00014871955499984324,-0.000700831413269043,0.0010508596897125244
2020-02-01,0.0,-0.0001027464895742014,-0.00036537647247314453,0.00017178058624267578
2020-02-02,0.0,-7.039308547973633e-05,-0.00021392107009887695,-1.1444091796875e-05
2020-02-03,0.0,9.776353545021266e-05,-0.00021076202392578125,0.0006230175495147705
2020-02-04,0.0,9.776353545021266e-05,-0.00021076202392578125,0.0006230175495147705
2020-02-05,0.0,-0.00012483596219681203,-0.00026857852935791016,-4.3332576751708984e-05
2020-02-06,0.0,0.00031941532506607473,-0.0001983642578125,0.0014223456382751465
2020-02-07,0.0,-0.00012475252151489258,-0.0004832744598388672,0.00017178058624267578
2020-02-08,0.0,6.827712059020996e-05,-0.00024580955505371094,0.0004897415637969971
2020-02-09,0.0,-7.039308547973633e-05,-0.00021392107009887695,-1.1444091796875e-05
2020-02-10,0.0,5.304813385009766e-06,-0.00021076202392578125,0.00017586350440979004
2020-02-11,0.0,5.304813385009766e-06,-0.00021076202392578125,0.00017586350440979004
2020-02-12,0.0,-0.0003926992358174175,-0.0013848543167114258,-4.3332576751708984e-05
2020-02-13,0.0,3.127455784124322e-05,-0.0001983642578125,0.00039955973625183105
2020-02-14,0.0,-0.0008122563594952226,-0.0031227469444274902,-3.266334533691406e-05
2020-02-15,0.0,-0.00025742052821442485,-0.0006262660026550293,-3.069639205932617e-05
2020-02-16,0.0,-6.920099167473381e-06,-0.00021392107009887695,0.00020316243171691895
2020-02-17,0.0,-0.0010085583198815584,-0.004110574722290039,-4.3332576751708984e-05
2020-02-18,0.0,-0.00030590296955779195,-0.0006221532821655273,-4.3332576751708984e-05
2020-02-19,0.0,0.001508134650066495,-5.59687614440918e-05,0.0031574368476867676
2020-02-20,0.0,0.028945738449692726,-5.59687614440918e-05,0.14442312717437744
2020-02-21,0.0,-3.560781624400988e-05,-0.0006961822509765625,0.0006656646728515625
2020-02-22,0.0,-4.8279762268066406e-05,-8.511543273925781e-05,-2.8192996978759766e-05
2020-02-23,0.0,0.00028313399525359273,-9.083747863769531e-05,0.0015330016613006592
2020-02-24,0.0,-0.0004344046174082905,-0.0011397600173950195,0.00010076165199279785
2020-02-25,0.0,-0.0003276646020822227,-0.0008122920989990234,0.00010076165199279785
2020-02-26,0.0,-0.0034498274326324463,-0.015446841716766357,0.00010076165199279785
2020-02-27,0.0,0.0007297337288036942,2.6881694793701172e-05,0.001093536615371704
2020-02-28,0.0,0.02051680162549019,-0.0004546642303466797,0.10055103898048401
2020-02-29,0.0,-0.0005265951040200889,-0.0016021132469177246,0.0008074343204498291
2020-03-01,0.0,-4.395246651256457e-05,-0.00021392107009887695,3.999471664428711e-05
2020-03-02,0.0,4.8488378524780273e-05,-5.59687614440918e-05,0.000213623046875
2020-03-03,0.0,4.8488378524780273e-05,-5.59687614440918e-05,0.000213623046875
2020-03-04,0.0,-0.0003257870557717979,-0.001213371753692627,9.918212890625e-05
2020-03-05,0.0,0.000218188768485561,-0.00020635128021240234,0.0012754201889038086
2020-03-06,0.0,-7.68542304285802e-05,-0.0004068613052368164,6.413459777832031e-05
2020-03-07,0.0,0.00011616349365795031,-4.363059997558594e-05,0.0005660951137542725
2020-03-08,0.0,-4.395246651256457e-05,-0.00021392107009887695,3.999471664428711e-05
2020-03-09,0.0,-7.783770706737414e-05,-0.00041800737380981445,9.918212890625e-05
2020-03-10,0.0,3.4171342122135684e-05,-5.59687614440918e-05,0.00014203786849975586
2020-03-11,0.0,-0.00046112536801956594,-0.0018900632858276367,9.918212890625e-05
2020-03-12,0.0,7.781982276355848e-05,-0.000908195972442627,0.0012754201889038086
2020-03-13,0.0,5.661845352733508e-05,-3.3795833587646484e-05,0.0002568066120147705
2020-03-14,0.0,0.0001913607120513916,-4.363059997558594e-05,0.0009383857250213623
2020-03-15,0.0,-7.117986388038844e-05,-0.00021392107009887695,3.6954879760742188e-06
2020-03-16,0.0,0.00034658313961699605,-5.59687614440918e-05,0.0017004013061523438
2020-03-17,0.0,0.00028231143369339406,-5.59687614440918e-05,0.0013790428638458252
2020-03-18,0.0,0.002641713712364435,-9.417533874511719e-05,0.01336023211479187
2020-03-19,1.0,0.5977922677993774,-5.59687614440918e-05,0.9976725578308105
2020-03-20,0.0,0.0003737211227416992,-3.3795833587646484e-05,0.0014049410820007324
2020-03-21,0.0,8.984804298961535e-05,-0.0009638071060180664,0.0014049410820007324
2020-03-22,0.0,-0.00796959362924099,-0.022350847721099854,-1.4185905456542969e-05
2020-03-23,0.0,0.6993240118026733,-5.59687614440918e-05,1.7813594341278076
2020-03-24,0.0,7.439851469825953e-05,-0.00021219253540039062,0.0003116428852081299
2020-03-25,0.0,-6.677508645225316e-05,-0.0012519359588623047,0.0005616247653961182
2020-03-26,0.0,0.6246908903121948,-5.59687614440918e-05,1.83010733127594
2020-03-27,2.0,1.1981728076934814,-0.0004763007164001465,1.9984203577041626
2020-03-28,0.0,0.0004232049104757607,-1.5497207641601562e-06,0.0015264451503753662
2020-03-29,0.0,-0.001212388277053833,-0.007016956806182861,0.0009111166000366211
2020-03-30,0.0,6.502866654045647e-06,-0.00027054548263549805,0.0003116428852081299
