,Massachusetts,forecast,interval_low,interval_high
2020-04-03,38.0,31.0421085357666,25.006406784057617,37.96027374267578
2020-04-04,24.0,22.25924301147461,15.244690895080566,24.07121467590332
2020-04-05,15.0,15.600662231445312,14.990670204162598,17.907176971435547
2020-04-06,29.0,42.42140579223633,28.99696922302246,96.04660034179688
2020-04-07,96.0,91.55938720703125,74.24054718017578,95.96204376220703
2020-04-08,77.0,77.99308776855469,76.98609161376953,81.830322265625
2020-04-09,70.0,69.52354431152344,60.90647506713867,76.59479522705078
2020-04-10,96.0,85.53614807128906,67.8364028930664,95.91535949707031
2020-04-11,87.0,83.48909759521484,69.53795623779297,87.04706573486328
2020-04-12,70.0,89.15440368652344,70.01494598388672,165.56011962890625
2020-04-13,88.0,70.24053955078125,-0.6760858297348022,88.00437927246094
2020-04-14,0.0,19.19049644470215,0.004325807094573975,95.70594024658203
2020-04-15,264.0,109.98309326171875,-0.5583839416503906,263.8903503417969
2020-04-16,0.0,0.0674157589673996,0.014951616525650024,0.16528978943824768
2020-04-17,137.0,141.64402770996094,136.9113311767578,160.30038452148438
2020-04-18,159.0,186.66534423828125,158.94729614257812,297.1458740234375
2020-04-19,302.0,262.0339050292969,102.78541564941406,301.8923034667969
2020-04-20,0.0,0.09163157641887665,0.008811980485916138,0.15638619661331177
2020-04-21,255.0,226.4014434814453,112.42064666748047,254.91099548339844
2020-04-22,221.0,223.2709503173828,220.998291015625,232.1892852783203
2020-04-23,178.0,178.04470825195312,177.985107421875,178.10833740234375
2020-04-24,196.0,191.72364807128906,174.9929962158203,195.93130493164062
2020-04-25,174.0,177.5396728515625,174.0013427734375,191.55503845214844
2020-04-26,169.0,180.6514434814453,169.00711059570312,226.9956512451172
2020-04-27,104.0,103.48087310791016,101.62425231933594,103.99829864501953
2020-04-28,150.0,163.87745666503906,150.03233337402344,219.03009033203125
2020-04-29,252.0,251.924072265625,251.87355041503906,251.94696044921875
2020-04-30,157.0,157.02532958984375,156.99362182617188,157.0542449951172
2020-05-01,154.0,151.50021362304688,141.6034698486328,153.99928283691406
2020-05-02,130.0,133.8467559814453,129.99456787109375,149.1052703857422
2020-05-03,158.0,142.26876831054688,121.51307678222656,157.97271728515625
