,Michigan,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.011318947359267861,0.011318947359267861,0.011318947359267861
2020-01-25,0.0,0.017669315805650433,0.017669315805650433,0.017669315805650433
2020-01-26,0.0,0.0223798845841911,0.0223798845841911,0.0223798845841911
2020-01-27,0.0,0.02850458626297228,0.02850458626297228,0.02850458626297228
2020-01-28,0.0,0.03531493119199969,0.03531493119199969,0.03531493119199969
2020-01-29,0.0,0.03954381345398373,0.03954381345398373,0.03954381345398373
2020-01-30,0.0,0.04056609632587457,0.04056609632587457,0.04056609632587457
2020-01-31,0.0,0.03883236804789762,0.03883236804789762,0.03883236804789762
2020-02-01,0.0,0.035478472990294656,0.035478472990294656,0.035478472990294656
2020-02-02,0.0,0.03162242452382578,0.03162242452382578,0.03162242452382578
2020-02-03,0.0,0.0279928389139816,0.0279928389139816,0.0279928389139816
2020-02-04,0.0,0.024931486511493003,0.024931486511493003,0.024931486511493003
2020-02-05,0.0,0.02253267498725561,0.02253267498725561,0.02253267498725561
2020-02-06,0.0,0.02076764659133773,0.02076764659133773,0.02076764659133773
2020-02-07,0.0,0.019559126833242995,0.019559126833242995,0.019559126833242995
2020-02-08,0.0,0.01881746909491481,0.01881746909491481,0.01881746909491481
2020-02-09,0.0,0.018455168574370923,0.018455168574370923,0.018455168574370923
2020-02-10,0.0,0.018391139512984836,0.018391139512984836,0.018391139512984836
2020-02-11,0.0,0.018550995067422704,0.018550995067422704,0.018550995067422704
2020-02-12,0.0,0.018866420887457908,0.018866420887457908,0.018866420887457908
2020-02-13,0.0,0.019275033145087956,0.019275033145087956,0.019275033145087956
2020-02-14,0.0,0.019721169119240507,0.019721169119240507,0.019721169119240507
2020-02-15,0.0,0.020157471541674438,0.020157471541674438,0.020157471541674438
2020-02-16,0.0,0.020546752219733937,0.020546752219733937,0.020546752219733937
2020-02-17,0.0,0.020863458362266232,0.020863458362266232,0.020863458362266232
2020-02-18,0.0,0.021094148006181854,0.021094148006181854,0.021094148006181854
2020-02-19,0.0,0.02123667739450435,0.02123667739450435,0.02123667739450435
2020-02-20,0.0,0.0212981923267214,0.0212981923267214,0.0212981923267214
2020-02-21,0.0,0.02129233841546531,0.02129233841546531,0.02129233841546531
2020-02-22,0.0,0.021236249076921402,0.021236249076921402,0.021236249076921402
2020-02-23,0.0,0.021147819475408034,0.021147819475408034,0.021147819475408034
2020-02-24,0.0,0.02104359743113396,0.02104359743113396,0.02104359743113396
2020-02-25,0.0,0.020937414320620126,0.020937414320620126,0.020937414320620126
2020-02-26,0.0,0.020839712830609876,0.020839712830609876,0.020839712830609876
2020-02-27,0.0,0.020757433287259184,0.020757433287259184,0.020757433287259184
2020-02-28,0.0,0.020694290075623366,0.020694290075623366,0.020694290075623366
2020-02-29,0.0,0.020651281911466552,0.020651281911466552,0.020651281911466552
2020-03-01,0.0,0.020627311293533148,0.020627311293533148,0.020627311293533148
2020-03-02,0.0,0.020619823190117084,0.020619823190117084,0.020619823190117084
2020-03-03,0.0,0.020625402783256763,0.020625402783256763,0.020625402783256763
2020-03-04,0.0,0.020640294700811433,0.020640294700811433,0.020640294700811433
2020-03-05,0.0,0.020660822547701546,0.020660822547701546,0.020660822547701546
2020-03-06,0.0,0.020683699621077557,0.020683699621077557,0.020683699621077557
2020-03-07,0.0,0.02070623110686457,0.02070623110686457,0.02070623110686457
2020-03-08,0.0,0.020726415704830085,0.020726415704830085,0.020726415704830085
2020-03-09,0.0,0.020742960703513124,0.020742960703513124,0.020742960703513124
2020-03-10,0.0,0.02075522879997435,0.02075522879997435,0.02075522879997435
2020-03-11,0.0,0.02076313714434543,0.02076313714434543,0.02076313714434543
2020-03-12,1.0,1.020767029096583,1.020767029096583,1.020767029096583
2020-03-13,0.0,0.0,0.0,0.0
2020-03-14,0.0,0.2221287164155233,0.2221287164155233,0.2221287164155233
2020-03-15,0.0,0.11043691405599468,0.11043691405599468,0.11043691405599468
2020-03-16,0.0,0.24131173528119165,0.24131173528119165,0.24131173528119165
2020-03-17,0.0,0.3090356010037129,0.3090356010037129,0.3090356010037129
2020-03-18,1.0,1.2511032814536267,1.2511032814536267,1.2511032814536267
2020-03-19,0.0,0.0,0.0,0.0
2020-03-20,1.0,1.3233475470126832,1.3233475470126832,1.3233475470126832
2020-03-21,3.0,2.208102531863027,2.208102531863027,2.208102531863027
2020-03-22,6.0,3.6011443773008356,3.6011443773008356,3.6011443773008356
2020-03-23,6.0,1.2882855085053802,1.2882855085053802,1.2882855085053802
2020-03-24,13.0,9.211433215100923,9.211433215100923,9.211433215100923
2020-03-25,20.0,10.51216221654175,10.51216221654175,10.51216221654175
2020-03-26,20.0,6.703023010443031,6.703023010443031,6.703023010443031
2020-03-27,36.0,26.179243254073896,26.179243254073896,26.179243254073896
2020-03-28,23.0,1.302960903687687,1.302960903687687,1.302960903687687
2020-03-29,27.0,25.10386226576915,25.10386226576915,25.10386226576915
2020-03-30,56.0,53.14639985397332,53.14639985397332,53.14639985397332
2020-03-31,79.0,54.740641596996014,54.740641596996014,54.740641596996014
2020-04-01,78.0,41.65363325047295,41.65363325047295,41.65363325047295
2020-04-02,83.0,56.36565846482709,56.36565846482709,56.36565846482709
2020-04-03,65.0,42.586039304486235,42.586039304486235,42.586039304486235
2020-04-04,67.0,75.62922833866097,75.62922833866097,75.62922833866097
2020-04-05,90.0,105.57800210970045,105.57800210970045,105.57800210970045
2020-04-06,118.0,119.99000744307182,119.99000744307182,119.99000744307182
2020-04-07,124.0,106.56465835430342,106.56465835430342,106.56465835430342
2020-04-08,120.0,102.69695883362868,102.69695883362868,102.69695883362868
2020-04-09,127.0,118.76267680970768,118.76267680970768,118.76267680970768
2020-04-10,207.0,200.11576133414485,200.11576133414485,200.11576133414485
