,Total,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,1.0,,,
2020-01-25,0.0,71562.1281235473,,
2020-01-26,3.0,71564.82109701056,,
2020-01-27,0.0,71562.80171062108,,
2020-01-28,0.0,71568.56032638985,,
2020-01-29,0.0,71568.1631544592,,
2020-01-30,0.0,71574.77507654416,,
2020-01-31,2.0,71586.41504101745,,
2020-02-01,1.0,71591.41653992288,,
2020-02-02,0.0,71600.02879556571,,
2020-02-03,3.0,71599.99572804385,,
2020-02-04,0.0,71596.23112623506,,
2020-02-05,0.0,71605.26209718747,,
2020-02-06,0.0,71602.25069402058,,
2020-02-07,0.0,71602.64913549482,,
2020-02-08,0.0,71601.65459789877,,
2020-02-09,0.0,71602.09899073488,,
2020-02-10,0.0,71602.64968086882,,
2020-02-11,1.0,71600.5471544555,,
2020-02-12,0.0,71599.90411483301,,
2020-02-13,1.0,71602.89578103318,,
2020-02-14,0.0,71600.35125232818,,
2020-02-15,0.0,71603.05208353688,,
2020-02-16,0.0,71601.8833054762,,
2020-02-17,0.0,71602.11342370987,,
2020-02-18,0.0,71602.30313805534,,
2020-02-19,0.0,71601.7952903949,,
2020-02-20,0.0,71602.05153220301,,
2020-02-21,2.0,71601.38349574403,,
2020-02-22,0.0,71598.92813160406,,
2020-02-23,0.0,71604.38366608338,,
2020-02-24,0.0,71601.76335915005,,
2020-02-25,0.0,71601.71552947907,,
2020-02-26,0.0,71602.00100773608,,
2020-02-27,1.0,71602.51030500248,,
2020-02-28,0.0,71601.25131582802,,
2020-02-29,8.0,71602.39755108583,,
2020-03-01,6.0,71590.65189147404,,
2020-03-02,23.0,71604.05196975492,,
2020-03-03,20.0,71578.48383906398,,
2020-03-04,31.0,71604.83853369746,,
2020-03-05,70.0,71586.52736107238,,
2020-03-06,48.0,71549.13945728978,,
2020-03-07,115.0,71634.27943182236,,
2020-03-08,114.0,71515.05236618422,,
2020-03-09,68.0,71608.82239807426,,
2020-03-10,192.0,71668.80914335327,,
2020-03-11,398.0,71450.35762938354,,
2020-03-12,452.0,71343.88181654533,,
2020-03-13,596.0,71539.29822832569,,
2020-03-14,713.0,71427.16394110184,,
2020-03-15,98.0,71415.7838277289,,
2020-03-16,1392.0,72427.12013074271,,
2020-03-17,1781.0,69989.2364634689,,
2020-03-18,2776.0,71239.91018117881,,
2020-03-19,5240.0,70396.73488826875,,
2020-03-20,5322.0,68274.33700910554,,
2020-03-21,6346.0,71233.00534652303,,
2020-03-22,7936.0,70006.34620986722,,
2020-03-23,10089.0,69974.83692727765,,
2020-03-24,10262.0,69418.03276763123,,
2020-03-25,11943.0,72821.04157321669,,
2020-03-26,18036.0,71176.00707466947,,
2020-03-27,18185.0,64357.239919510685,,
2020-03-28,19793.0,72686.68887403017,,
2020-03-29,19136.0,71206.72665751679,,
2020-03-30,21502.0,74010.05848963272,,
2020-03-31,26017.0,69821.90884197089,,
2020-04-01,25481.0,68837.596783212,,
2020-04-02,30405.0,77098.0479044985,,
2020-04-03,31937.0,67325.51718823954,,
2020-04-04,33152.0,70807.25860651697,,
2020-04-05,27874.0,70847.01078751094,,
2020-04-06,29642.0,81385.9067967395,,
2020-04-07,30777.0,72861.26126897093,,
2020-04-08,31694.0,73079.49007519826,,
2020-04-09,34756.0,75301.87040861421,,
2020-04-10,33501.0,70574.40440284702,,
2020-04-11,30026.0,73479.76187667836,,
2020-04-12,28553.0,73916.66350113595,,
2020-04-13,25291.0,73800.91102057262,,
2020-04-14,27065.0,77398.32818517221,,
2020-04-15,29096.0,71752.8352681173,,
2020-04-16,31298.0,71392.33575135069,,
2020-04-17,32724.0,68048.374654689,,
2020-04-18,28341.0,66631.0424610963,,
2020-04-19,26038.0,74032.78239530131,,
2020-04-20,27341.0,71875.45125879948,,
2020-04-21,25602.0,70375.64970565836,,
2020-04-22,28104.0,76474.01313624953,,
2020-04-23,34195.0,71128.88314838421,,
2020-04-24,36291.0,63858.45274953404,,
2020-04-25,32921.0,65685.96222487807,,
2020-04-26,27689.0,73360.84352232901,,
2020-04-27,22465.0,77171.64070104406,,
2020-04-28,24535.0,78125.61067251206,,
2020-04-29,27520.0,72622.612910249,,
2020-04-30,29629.0,73812.05537352998,,
2020-05-01,34162.0,71763.47976264617,,
2020-05-02,29195.0,62785.545831561045,,
2020-05-03,25587.0,72092.39079116982,,
2020-05-04,22475.0,71353.12148172404,,
2020-05-05,24185.0,75597.04068552746,,
2020-05-06,25256.0,72296.39119945001,,
2020-05-07,27882.0,74376.83442171307,,
2020-05-08,27178.0,70927.85475128319,,
2020-05-09,25733.0,69588.91158638745,,
2020-05-10,19764.0,69096.67033980481,,
2020-05-11,18878.0,76382.95632691021,,
2020-05-12,22190.0,72996.80176031176,,
2020-05-13,20958.0,69009.83069218374,,
2020-05-14,27617.0,75726.42938998372,,
2020-05-15,25300.0,62689.01170672,,
2020-05-16,25101.0,71566.51987830768,,
2020-05-17,19004.0,66865.77952034642,,
2020-05-18,21769.0,77681.84229421298,,
2020-05-19,20449.0,68896.90478975089,,
2020-05-20,23807.0,75416.25650401179,,
2020-05-21,25355.0,71355.2197416031,,
2020-05-22,24141.0,69650.30912436187,,
2020-05-23,21823.0,71226.9219507525,,
2020-05-24,20813.0,71019.612713569,,
2020-05-25,18991.0,72475.78222079542,,
2020-05-26,18883.0,74462.44513121908,,
2020-05-27,18282.0,74551.27785522485,,
2020-05-28,22815.0,74246.34697010572,,
2020-05-29,24504.0,65026.94487816225,,
2020-05-30,24450.0,67333.47109892483,,
2020-05-31,19910.0,69447.83176575035,,
2020-06-01,17355.0,75242.77287018081,,
2020-06-02,20895.0,73811.16858124807,,
2020-06-03,19958.0,67687.38176859362,,
2020-06-04,21351.0,76666.29280913224,,
2020-06-05,25224.0,72348.60580582975,,
2020-06-06,22732.0,65680.44999647446,,
2020-06-07,17731.0,71304.64866387087,,
2020-06-08,17415.0,76245.83581311919,,
2020-06-09,18127.0,72711.54492087223,,
2020-06-10,20794.0,71381.7107982536,,
2020-06-11,22950.0,70691.42995765462,,
2020-06-12,25330.0,71021.74536123063,,
2020-06-13,25556.0,66197.48665659197,,
2020-06-14,19824.0,67068.87760643823,,
2020-06-15,19660.0,77293.10750318563,,
2020-06-16,23705.0,72196.65447439998,,
2020-06-17,25559.0,68729.44891303741,,
2020-06-18,27809.0,72572.9309642188,,
2020-06-19,31480.0,71170.00427835505,,
2020-06-20,32749.0,65594.79706716875,,
2020-06-21,26439.0,65917.80191911447,,
2020-06-22,30536.0,79238.08839273927,,
2020-06-23,35188.0,68411.11760765071,,
2020-06-24,34935.0,68195.86899881471,,
2020-06-25,39873.0,75912.99144803983,,
2020-06-26,45255.0,68485.32389913904,,
2020-06-27,42705.0,64136.51761578636,,
2020-06-28,39605.0,72555.92163489034,,
2020-06-29,40804.0,77905.67302723552,,
2020-06-30,45746.0,73301.59146959626,,
2020-07-01,51174.0,68285.22991314894,,
2020-07-02,54461.0,70218.54299925057,,
2020-07-03,53312.0,71439.65583962055,,
2020-07-04,45880.0,71972.40420126636,,
2020-07-05,49883.0,79381.49881871004,,
2020-07-06,44953.0,67581.70877864583,,
2020-07-07,60021.0,83705.61557125147,,
2020-07-08,58601.0,58340.35578384091,,
2020-07-09,63247.0,77320.02646211522,,
2020-07-10,67791.0,63981.0684360309,,
2020-07-11,60188.0,60537.29053435796,,
2020-07-12,59017.0,80444.03793249921,,
2020-07-13,59215.0,74345.1637848647,,
2020-07-14,67417.0,79798.86861817562,,
2020-07-15,67328.0,65818.85322567065,,
2020-07-16,77255.0,77768.37573525112,,
2020-07-17,71558.0,60601.262672834775,,
2020-07-18,63698.0,74793.62832246366,,
2020-07-19,,63931.57823508324,59613.66812248239,68249.48834768409
2020-07-20,,65148.04555969135,60006.3440843111,70289.7470350716
2020-07-21,,70846.15961953907,64802.85147261953,76889.46776645862
2020-07-22,,75240.93706060166,68554.92942897031,81926.94469223301
2020-07-23,,79794.71853229687,72630.34935948926,86959.08770510448
2020-07-24,,74807.31286889243,67142.0652003836,82472.56053740127
2020-07-25,,70019.31899684577,61354.30047869412,78684.33751499743
