,West Virginia,forecast,interval_low,interval_high
2020-06-05,17.0,107.00202813069146,,
2020-06-06,17.0,125.71557783759538,,
2020-06-07,8.0,111.69842426008474,,
2020-06-08,17.0,129.2839521430323,,
2020-06-09,8.0,106.47945095966519,,
2020-06-10,25.0,126.14819948456719,,
2020-06-11,23.0,97.82351297778621,,
2020-06-12,32.0,113.16744947251239,,
2020-06-13,25.0,98.30482469234684,,
2020-06-14,16.0,115.86680027042982,,
2020-06-15,32.0,116.65871661140719,,
2020-06-16,19.0,106.08311688939573,,
2020-06-17,35.0,116.24247854563667,,
2020-06-18,42.0,106.79530044922717,,
2020-06-19,50.0,95.61858912172363,,
2020-06-20,32.0,103.75843288816351,,
2020-06-21,33.0,114.6475272368698,,
2020-06-22,19.0,119.86581192194531,,
2020-06-23,41.0,121.78989187404238,,
2020-06-24,38.0,108.4921902800109,,
2020-06-25,63.0,104.89197611059585,,
2020-06-26,36.0,95.66842462064096,,
2020-06-27,52.0,115.45408967175253,,
2020-06-28,50.0,110.0207678033016,,
2020-06-29,38.0,100.56452526946924,,
2020-06-30,35.0,131.16458944308428,,
2020-07-01,74.0,111.88222108142354,,
2020-07-02,74.0,90.97778288245173,,
2020-07-03,73.0,89.08166510258438,,
2020-07-04,79.0,111.97297348491415,,
2020-07-05,57.0,89.59602522665222,,
2020-07-06,180.0,133.77538156398884,,
2020-07-07,63.0,0.7032407392635065,,
2020-07-08,202.0,167.12342001096508,,
2020-07-09,119.0,6.044184041818156,,
2020-07-10,157.0,125.07220656371865,,
2020-07-11,163.0,91.95558050111809,,
2020-07-12,98.0,80.53810324928422,,
2020-07-13,69.0,168.3253909427607,,
2020-07-14,94.0,157.22287164499826,,
2020-07-15,150.0,127.38558940010168,,
2020-07-16,100.0,70.35382907845221,,
2020-07-17,126.0,143.1332007277848,,
2020-07-18,111.0,93.94397954683247,,
2020-07-19,,118.78502723982159,76.62233960185009,160.9477148777931
2020-07-20,,116.74160661417952,74.33772167767759,159.14549155068144
2020-07-21,,119.62194225541207,74.209047661108,165.03483684971613
2020-07-22,,118.27247969128857,71.33260733612786,165.21235204644927
2020-07-23,,121.19226636066512,73.51780343245622,168.866729288874
2020-07-24,,119.25461492261282,68.75147860561736,169.75775123960827
2020-07-25,,122.56474482071529,71.3525895686644,173.77690007276618
