,Connecticut,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,47893.50976737659,,
2020-01-25,0.0,47893.8434997258,,
2020-01-26,0.0,47894.171467971864,,
2020-01-27,0.0,47894.56990566767,,
2020-01-28,0.0,47894.63077929713,,
2020-01-29,0.0,47894.71946350629,,
2020-01-30,0.0,47895.05993371206,,
2020-01-31,0.0,47895.05993371206,,
2020-02-01,0.0,47895.05993371206,,
2020-02-02,0.0,47895.05993371206,,
2020-02-03,0.0,47895.05993371206,,
2020-02-04,0.0,47895.05993371206,,
2020-02-05,0.0,47895.05993371206,,
2020-02-06,0.0,47895.05993371206,,
2020-02-07,0.0,47895.05993371206,,
2020-02-08,0.0,47895.05993371206,,
2020-02-09,0.0,47895.05993371206,,
2020-02-10,0.0,47895.05993371206,,
2020-02-11,0.0,47895.05993371206,,
2020-02-12,0.0,47895.05993371206,,
2020-02-13,0.0,47895.05993371206,,
2020-02-14,0.0,47895.05993371206,,
2020-02-15,0.0,47895.05993371206,,
2020-02-16,0.0,47895.05993371206,,
2020-02-17,0.0,47895.05993371206,,
2020-02-18,0.0,47895.05993371206,,
2020-02-19,0.0,47895.05993371206,,
2020-02-20,0.0,47895.05993371206,,
2020-02-21,0.0,47895.05993371206,,
2020-02-22,0.0,47895.05993371206,,
2020-02-23,0.0,47895.05993371206,,
2020-02-24,0.0,47895.05993371206,,
2020-02-25,0.0,47895.05993371206,,
2020-02-26,0.0,47895.05993371206,,
2020-02-27,0.0,47895.05993371206,,
2020-02-28,0.0,47895.05993371206,,
2020-02-29,0.0,47895.05993371206,,
2020-03-01,0.0,47895.05993371206,,
2020-03-02,0.0,47895.05993371206,,
2020-03-03,0.0,47895.05993371206,,
2020-03-04,0.0,47895.05993371206,,
2020-03-05,0.0,47895.05993371206,,
2020-03-06,0.0,47895.05993371206,,
2020-03-07,0.0,47895.05993371206,,
2020-03-08,0.0,47895.05993371206,,
2020-03-09,0.0,47895.05993371206,,
2020-03-10,1.0,47895.05993371206,,
2020-03-11,3.0,47893.99239874747,,
2020-03-12,5.0,47893.22754160633,,
2020-03-13,11.0,47893.79199003329,,
2020-03-14,23.0,47890.04289807723,,
2020-03-15,24.0,47885.087854683596,,
2020-03-16,41.0,47899.73968833146,,
2020-03-17,68.0,47882.20103709393,,
2020-03-18,96.0,47875.16344053844,,
2020-03-19,159.0,47878.60251751208,,
2020-03-20,194.0,47849.711428087496,,
2020-03-21,194.0,47893.199735972186,,
2020-03-22,327.0,47930.183352095264,,
2020-03-23,415.0,47783.15715605573,,
2020-03-24,618.0,47856.382584982646,,
2020-03-25,875.0,47748.78614377706,,
2020-03-26,1012.0,47754.43810770022,,
2020-03-27,1291.0,47906.84566104457,,
2020-03-28,1524.0,47765.5762338904,,
