,Ohio,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.0802153876270564,0.0802153876270564,0.0802153876270564
2020-01-25,0.0,0.10509840845313864,0.10509840845313864,0.10509840845313864
2020-01-26,0.0,0.12365551096443127,0.12365551096443127,0.12365551096443127
2020-01-27,0.0,0.15367329427334156,0.15367329427334156,0.15367329427334156
2020-01-28,0.0,0.19805737690904218,0.19805737690904218,0.19805737690904218
2020-01-29,0.0,0.28495710350031683,0.28495710350031683,0.28495710350031683
2020-01-30,0.0,0.40583456085103886,0.40583456085103886,0.40583456085103886
2020-01-31,0.0,0.42249596759901165,0.42249596759901165,0.42249596759901165
2020-02-01,0.0,0.4919700266673398,0.4919700266673398,0.4919700266673398
2020-02-02,0.0,0.4801188102089493,0.4801188102089493,0.4801188102089493
2020-02-03,0.0,0.5164627659715609,0.5164627659715609,0.5164627659715609
2020-02-04,0.0,0.5012824140178256,0.5012824140178256,0.5012824140178256
2020-02-05,0.0,0.5212075355978767,0.5212075355978767,0.5212075355978767
2020-02-06,0.0,0.5093788497086194,0.5093788497086194,0.5093788497086194
2020-02-07,0.0,0.5209895169906135,0.5209895169906135,0.5209895169906135
2020-02-08,0.0,0.5128904082747413,0.5128904082747413,0.5128904082747413
2020-02-09,0.0,0.5199365547729211,0.5199365547729211,0.5199365547729211
2020-02-10,0.0,0.5146448020877029,0.5146448020877029,0.5146448020877029
2020-02-11,0.0,0.519015336695068,0.519015336695068,0.519015336695068
2020-02-12,0.0,0.5156225755824237,0.5156225755824237,0.5156225755824237
2020-02-13,0.0,0.5183625330328703,0.5183625330328703,0.5183625330328703
2020-02-14,0.0,0.5162045671108993,0.5162045671108993,0.5162045671108993
2020-02-15,0.0,0.5179307717834827,0.5179307717834827,0.5179307717834827
2020-02-16,0.0,0.516562870726733,0.516562870726733,0.516562870726733
2020-02-17,0.0,0.5176527925340128,0.5176527925340128,0.5176527925340128
2020-02-18,0.0,0.5167869595578298,0.5167869595578298,0.5167869595578298
2020-02-19,0.0,0.5174757873807181,0.5174757873807181,0.5174757873807181
2020-02-20,0.0,0.516928077329381,0.516928077329381,0.516928077329381
2020-02-21,0.0,0.5173635861791079,0.5173635861791079,0.5173635861791079
2020-02-22,0.0,0.5170171985226673,0.5170171985226673,0.5170171985226673
2020-02-23,0.0,0.5172925895651849,0.5172925895651849,0.5172925895651849
2020-02-24,0.0,0.517073543399996,0.517073543399996,0.517073543399996
2020-02-25,0.0,0.5172476942286075,0.5172476942286075,0.5172476942286075
2020-02-26,0.0,0.5171091790658511,0.5171091790658511,0.5171091790658511
2020-02-27,0.0,0.5172193094037131,0.5172193094037131,0.5172193094037131
2020-02-28,0.0,0.5171317188084109,0.5171317188084109,0.5171317188084109
2020-02-29,0.0,0.51720136349125,0.51720136349125,0.51720136349125
2020-03-01,0.0,0.517145975022516,0.517145975022516,0.517145975022516
2020-03-02,0.0,0.5171900170027623,0.5171900170027623,0.5171900170027623
2020-03-03,0.0,0.5171549915667473,0.5171549915667473,0.5171549915667473
2020-03-04,0.0,0.5171828427418782,0.5171828427418782,0.5171828427418782
2020-03-05,0.0,0.5171606939641981,0.5171606939641981,0.5171606939641981
2020-03-06,0.0,0.5171783063601681,0.5171783063601681,0.5171783063601681
2020-03-07,0.0,0.517164300250795,0.517164300250795,0.517164300250795
