,Arizona,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.48319832876165847,0.48319832876165847,0.48319832876165847
2020-01-25,0.0,0.6762902017195923,0.6762902017195923,0.6762902017195923
2020-01-26,0.0,0.9555981231085255,0.9555981231085255,0.9555981231085255
2020-01-27,0.0,1.0984916587379696,1.0984916587379696,1.0984916587379696
2020-01-28,0.0,1.2993343859551083,1.2993343859551083,1.2993343859551083
2020-01-29,0.0,1.8405934208719432,1.8405934208719432,1.8405934208719432
2020-01-30,0.0,2.532159075623345,2.532159075623345,2.532159075623345
2020-01-31,0.0,3.0556374485733246,3.0556374485733246,3.0556374485733246
2020-02-01,0.0,3.0359628200875357,3.0359628200875357,3.0359628200875357
2020-02-02,0.0,2.5732409255120117,2.5732409255120117,2.5732409255120117
2020-02-03,0.0,2.1080592396039006,2.1080592396039006,2.1080592396039006
2020-02-04,0.0,1.8672579725432468,1.8672579725432468,1.8672579725432468
2020-02-05,0.0,1.8535576977551758,1.8535576977551758,1.8535576977551758
2020-02-06,0.0,1.995738689437304,1.995738689437304,1.995738689437304
2020-02-07,0.0,2.197228888417207,2.197228888417207,2.197228888417207
2020-02-08,0.0,2.347473561372135,2.347473561372135,2.347473561372135
2020-02-09,0.0,2.367532784801836,2.367532784801836,2.367532784801836
2020-02-10,0.0,2.268713786584187,2.268713786584187,2.268713786584187
2020-02-11,0.0,2.135106776083064,2.135106776083064,2.135106776083064
2020-02-12,0.0,2.0455878147401925,2.0455878147401925,2.0455878147401925
2020-02-13,0.0,2.0306692603101917,2.0306692603101917,2.0306692603101917
2020-02-14,0.0,2.0778076052024006,2.0778076052024006,2.0778076052024006
2020-02-15,0.0,2.1501553406436154,2.1501553406436154,2.1501553406436154
2020-02-16,0.0,2.2057903761030015,2.2057903761030015,2.2057903761030015
2020-02-17,0.0,2.218195612092984,2.218195612092984,2.218195612092984
2020-02-18,0.0,2.1894610481782464,2.1894610481782464,2.1894610481782464
2020-02-19,0.0,2.144231913203204,2.144231913203204,2.144231913203204
2020-02-20,0.0,2.1099754001907263,2.1099754001907263,2.1099754001907263
2020-02-21,0.0,2.1012996070312,2.1012996070312,2.1012996070312
2020-02-22,0.0,2.116433316229542,2.116433316229542,2.116433316229542
2020-02-23,0.0,2.1423674356558133,2.1423674356558133,2.1423674356558133
2020-02-24,0.0,2.1634670024975255,2.1634670024975255,2.1634670024975255
2020-02-25,0.0,2.1697517377044204,2.1697517377044204,2.1697517377044204
2020-02-26,0.0,2.1611257515253555,2.1611257515253555,2.1611257515253555
2020-02-27,0.0,2.1454411407878062,2.1454411407878062,2.1454411407878062
2020-02-28,0.0,2.132444525539173,2.132444525539173,2.132444525539173
2020-02-29,0.0,2.1281736609172395,2.1281736609172395,2.1281736609172395
2020-03-01,0.0,2.132799592883546,2.132799592883546,2.132799592883546
2020-03-02,0.0,2.1419487061292495,2.1419487061292495,2.1419487061292495
2020-03-03,0.0,2.149910444546477,2.149910444546477,2.149910444546477
2020-03-04,0.0,2.152824806926745,2.152824806926745,2.152824806926745
2020-03-05,0.0,2.1502966451272982,2.1502966451272982,2.1502966451272982
2020-03-06,0.0,2.144857100426721,2.144857100426721,2.144857100426721
2020-03-07,0.0,2.139976958467138,2.139976958467138,2.139976958467138
2020-03-08,0.0,2.138041831678618,2.138041831678618,2.138041831678618
2020-03-09,0.0,2.139378181006427,2.139378181006427,2.139378181006427
2020-03-10,0.0,2.142561788270359,2.142561788270359,2.142561788270359
2020-03-11,0.0,2.1455387594438635,2.1455387594438635,2.1455387594438635
2020-03-12,0.0,2.1468178443117143,2.1468178443117143,2.1468178443117143
2020-03-13,0.0,2.146117225197657,2.146117225197657,2.146117225197657
2020-03-14,0.0,2.144243402983879,2.144243402983879,2.144243402983879
2020-03-15,0.0,2.1424282173694453,2.1424282173694453,2.1424282173694453
2020-03-16,0.0,2.1415943724848545,2.1415943724848545,2.1415943724848545
2020-03-17,0.0,2.1419501143857658,2.1419501143857658,2.1419501143857658
2020-03-18,0.0,2.1430444321193134,2.1430444321193134,2.1430444321193134
2020-03-19,0.0,2.144147258972307,2.144147258972307,2.144147258972307
2020-03-20,0.0,2.144687581962352,2.144687581962352,2.144687581962352
2020-03-21,1.0,3.1445126148114606,3.1445126148114606,3.1445126148114606
2020-03-22,1.0,2.1089357408476253,2.1089357408476253,2.1089357408476253
2020-03-23,0.0,1.0806960182275591,1.0806960182275591,1.0806960182275591
2020-03-24,3.0,5.40630119919853,5.40630119919853,5.40630119919853
2020-03-25,1.0,0.5208087426713224,0.5208087426713224,0.5208087426713224
2020-03-26,2.0,3.354183423254967,3.354183423254967,3.354183423254967
2020-03-27,5.0,6.39078360002388,6.39078360002388,6.39078360002388
2020-03-28,2.0,0.43004131014008484,0.43004131014008484,0.43004131014008484
2020-03-29,2.0,3.573387766801543,3.573387766801543,3.573387766801543
2020-03-30,3.0,6.064379379510088,6.064379379510088,6.064379379510088
2020-03-31,5.0,6.810803831978285,6.810803831978285,6.810803831978285
2020-04-01,7.0,6.544841176564303,6.544841176564303,6.544841176564303
2020-04-02,3.0,1.2374518390263183,1.2374518390263183,1.2374518390263183
2020-04-03,9.0,11.956987116641576,11.956987116641576,11.956987116641576
2020-04-04,8.0,5.376872528853531,5.376872528853531,5.376872528853531
2020-04-05,12.0,9.447403863072017,9.447403863072017,9.447403863072017
2020-04-06,1.0,0.0,0.0,0.0
2020-04-07,8.0,16.320030803439757,16.320030803439757,16.320030803439757
2020-04-08,16.0,19.007022706530453,19.007022706530453,19.007022706530453
2020-04-09,9.0,2.025394869575055,2.025394869575055,2.025394869575055
2020-04-10,8.0,9.02013455540266,9.02013455540266,9.02013455540266
2020-04-11,11.0,16.65643412914298,16.65643412914298,16.65643412914298
2020-04-12,8.0,8.111397598502847,8.111397598502847,8.111397598502847
2020-04-13,7.0,8.460892807559711,8.460892807559711,8.460892807559711
2020-04-14,11.0,16.072425387934405,16.072425387934405,16.072425387934405
2020-04-15,12.0,13.702864381481815,13.702864381481815,13.702864381481815
2020-04-16,9.0,8.845350815182949,8.845350815182949,8.845350815182949
2020-04-17,19.0,22.358120028278975,22.358120028278975,22.358120028278975
2020-04-18,-3.0,0.0,0.0,0.0
2020-04-19,4.0,17.556219340098476,17.556219340098476,17.556219340098476
2020-04-20,7.0,16.898153415801907,16.898153415801907,16.898153415801907
2020-04-21,17.0,20.442438679415265,20.442438679415265,20.442438679415265
2020-04-22,23.0,15.884599572954066,15.884599572954066,15.884599572954066
2020-04-23,18.0,6.783163859045157,6.783163859045157,6.783163859045157
2020-04-24,17.0,10.286361660410424,10.286361660410424,10.286361660410424
2020-04-25,7.0,1.5111073290768937,1.5111073290768937,1.5111073290768937
2020-04-26,2.0,6.985237579103561,6.985237579103561,6.985237579103561
2020-04-27,0.0,14.93582243498686,14.93582243498686,14.93582243498686
2020-04-28,0.0,21.259752137961712,21.259752137961712,21.259752137961712
2020-04-29,33.0,54.627521805864404,54.627521805864404,54.627521805864404
2020-04-30,12.0,0.0,0.0,0.0
2020-05-01,10.0,5.593849557901105,5.593849557901105,5.593849557901105
2020-05-02,0.0,0.0,0.0,0.0
2020-05-03,32.0,34.87416951961022,34.87416951961022,34.87416951961022
2020-05-04,0.0,0.0,0.0,0.0
