,California,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.5765991623677975,0.5765991623677975,0.5765991623677975
2020-01-25,0.0,0.6118725285637179,0.6118725285637179,0.6118725285637179
2020-01-26,0.0,0.7800847988640844,0.7800847988640844,0.7800847988640844
2020-01-27,0.0,0.9423094975060918,0.9423094975060918,0.9423094975060918
2020-01-28,0.0,1.2434068450706532,1.2434068450706532,1.2434068450706532
2020-01-29,0.0,1.850802122213793,1.850802122213793,1.850802122213793
2020-01-30,0.0,2.807422644835092,2.807422644835092,2.807422644835092
2020-01-31,0.0,2.8074226448351602,2.8074226448351602,2.8074226448351602
2020-02-01,0.0,2.8074226448352135,2.8074226448352135,2.8074226448352135
2020-02-02,0.0,2.807422644835242,2.807422644835242,2.807422644835242
2020-02-03,0.0,2.8074226448352455,2.8074226448352455,2.8074226448352455
2020-02-04,0.0,2.807422644835235,2.807422644835235,2.807422644835235
2020-02-05,0.0,2.807422644835226,2.807422644835226,2.807422644835226
2020-02-06,0.0,2.807422644835216,2.807422644835216,2.807422644835216
2020-02-07,0.0,2.8074226448352073,2.8074226448352073,2.8074226448352073
2020-02-08,0.0,2.8074226448351984,2.8074226448351984,2.8074226448351984
2020-02-09,0.0,2.8074226448351887,2.8074226448351887,2.8074226448351887
2020-02-10,0.0,2.80742264483518,2.80742264483518,2.80742264483518
2020-02-11,0.0,2.80742264483517,2.80742264483517,2.80742264483517
2020-02-12,0.0,2.807422644835164,2.807422644835164,2.807422644835164
2020-02-13,0.0,2.807422644835156,2.807422644835156,2.807422644835156
2020-02-14,0.0,2.8074226448351496,2.8074226448351496,2.8074226448351496
2020-02-15,0.0,2.8074226448351434,2.8074226448351434,2.8074226448351434
2020-02-16,0.0,2.807422644835137,2.807422644835137,2.807422644835137
2020-02-17,0.0,2.80742264483513,2.80742264483513,2.80742264483513
2020-02-18,0.0,2.807422644835123,2.807422644835123,2.807422644835123
2020-02-19,0.0,2.8074226448351185,2.8074226448351185,2.8074226448351185
2020-02-20,0.0,2.807422644835115,2.807422644835115,2.807422644835115
2020-02-21,0.0,2.8074226448351096,2.8074226448351096,2.8074226448351096
2020-02-22,0.0,2.807422644835106,2.807422644835106,2.807422644835106
2020-02-23,0.0,2.8074226448351025,2.8074226448351025,2.8074226448351025
2020-02-24,0.0,2.807422644835099,2.807422644835099,2.807422644835099
2020-02-25,0.0,2.8074226448350945,2.8074226448350945,2.8074226448350945
2020-02-26,0.0,2.807422644835091,2.807422644835091,2.807422644835091
2020-02-27,0.0,2.8074226448350874,2.8074226448350874,2.8074226448350874
2020-02-28,0.0,2.8074226448350847,2.8074226448350847,2.8074226448350847
2020-02-29,0.0,2.807422644835083,2.807422644835083,2.807422644835083
2020-03-01,0.0,2.8074226448350794,2.8074226448350794,2.8074226448350794
2020-03-02,0.0,2.8074226448350785,2.8074226448350785,2.8074226448350785
2020-03-03,0.0,2.8074226448350776,2.8074226448350776,2.8074226448350776
