,Northern Mariana Islands,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,37.209732688645346,,
2020-01-24,0.0,37.19466933567865,,
2020-01-25,0.0,37.16788557997056,,
2020-01-26,0.0,37.15313272819494,,
2020-01-27,0.0,37.16935157005401,,
2020-01-28,0.0,37.124606115543756,,
2020-01-29,0.0,37.14691215438805,,
2020-01-30,0.0,37.12850404220079,,
2020-01-31,0.0,37.13995414303949,,
2020-02-01,0.0,37.131015305249726,,
2020-02-02,0.0,37.13703806259111,,
2020-02-03,0.0,37.13249434518,,
2020-02-04,0.0,37.13566640906904,,
2020-02-05,0.0,37.133319801908996,,
2020-02-06,0.0,37.13498634348537,,
2020-02-07,0.0,37.133766700772526,,
2020-02-08,0.0,37.13464037105263,,
2020-02-09,0.0,37.134004674102655,,
2020-02-10,0.0,37.13446205680636,,
2020-02-11,0.0,37.13413027729531,,
2020-02-12,0.0,37.13436953685616,,
2020-02-13,0.0,37.13419626128176,,
2020-02-14,0.0,37.13432136543098,,
2020-02-15,0.0,37.13423083980368,,
2020-02-16,0.0,37.134296239253885,,
2020-02-17,0.0,37.134248937081196,,
2020-02-18,0.0,37.134283121137564,,
2020-02-19,0.0,37.13425840220588,,
2020-02-20,0.0,37.13427626894473,,
2020-02-21,0.0,37.134263350845,,
2020-02-22,0.0,37.13427268881353,,
2020-02-23,0.0,37.13426593765714,,
2020-02-24,0.0,37.13427081801751,,
2020-02-25,0.0,37.134267289735924,,
2020-02-26,0.0,37.13426984036548,,
2020-02-27,0.0,37.13426799640674,,
2020-02-28,0.0,37.13426932943941,,
2020-02-29,0.0,37.13426836574206,,
2020-03-01,0.0,37.13426906242169,,
2020-03-02,0.0,37.134268558769264,,
2020-03-03,0.0,37.13426892287277,,
2020-03-04,0.0,37.13426865965113,,
2020-03-05,0.0,37.13426884994127,,
2020-03-06,0.0,37.13426871237484,,
2020-03-07,0.0,37.134268811825486,,
2020-03-08,0.0,37.13426873992969,,
2020-03-09,0.0,37.13426879190521,,
2020-03-10,0.0,37.13426875433059,,
2020-03-11,0.0,37.134268781494356,,
2020-03-12,0.0,37.13426876185688,,
2020-03-13,0.0,37.134268776053375,,
2020-03-14,0.0,37.13426876579032,,
2020-03-15,0.0,37.13426877320978,,
2020-03-16,0.0,37.13426876784604,,
2020-03-17,0.0,37.13426877172364,,
2020-03-18,0.0,37.13426876892041,,
2020-03-19,0.0,37.134268770946946,,
2020-03-20,0.0,37.134268769481906,,
2020-03-21,0.0,37.13426877054103,,
2020-03-22,0.0,37.13426876977536,,
2020-03-23,0.0,37.13426877032888,,
2020-03-24,0.0,37.134268769928724,,
2020-03-25,0.0,37.13426877021801,,
2020-03-26,0.0,37.13426877000887,,
2020-03-27,0.0,37.13426877016006,,
2020-03-28,0.0,37.13426877005077,,
2020-03-29,0.0,37.13426877012978,,
2020-03-30,0.0,37.13426877007266,,
2020-03-31,2.0,37.134268770113955,,
2020-04-01,6.0,37.49396039887491,,
2020-04-02,6.0,37.91123634703401,,
2020-04-03,8.0,37.50109221799743,,
2020-04-04,8.0,37.689669876026855,,
2020-04-05,8.0,37.19395992323701,,
2020-04-06,8.0,38.17426868376787,,
2020-04-07,8.0,36.256751203201055,,
2020-04-08,11.0,38.163585639783314,,
2020-04-09,11.0,36.92968334477747,,
2020-04-10,11.0,37.75859314421065,,
2020-04-11,11.0,37.1228529267764,,
2020-04-12,11.0,36.954014186251044,,
2020-04-13,11.0,37.85698115699064,,
2020-04-14,11.0,36.61179913001035,,
2020-04-15,13.0,37.5119771500305,,
2020-04-16,13.0,37.22090411135135,,
2020-04-17,13.0,37.38925335939774,,
2020-04-18,14.0,37.243217227701926,,
2020-04-19,14.0,37.10968098291103,,
2020-04-20,14.0,37.7057859774774,,
2020-04-21,14.0,36.86774457608199,,
2020-04-22,14.0,37.2641109923407,,
2020-04-23,14.0,37.23786912957854,,
2020-04-24,14.0,37.05937308059011,,
2020-04-25,14.0,37.18841302533577,,
2020-04-26,14.0,37.095126325521804,,
2020-04-27,14.0,37.16256597282895,,
