,Oregon,forecast,interval_low,interval_high
2020-01-23,0.0,0.06933826208114624,-0.0022383928298950195,0.22819000482559204
2020-01-24,0.0,0.05938909575343132,-0.002212226390838623,0.20878607034683228
2020-01-25,0.0,-0.028396666049957275,-0.1278499960899353,-0.0022878050804138184
2020-01-26,0.0,-0.0025365829933434725,-0.014983296394348145,0.0015686452388763428
2020-01-27,0.0,0.0022852360270917416,-0.005121290683746338,0.02189210057258606
2020-01-28,0.0,0.00413705687969923,2.60770320892334e-05,0.007964462041854858
2020-01-29,0.0,-0.014939868822693825,-0.06286746263504028,0.0020494461059570312
2020-01-30,0.0,-0.0015093088150024414,-0.005360424518585205,0.0008399486541748047
2020-01-31,0.0,-0.0002411425084574148,-0.0010224580764770508,0.0004354417324066162
2020-02-01,0.0,-0.0002148151397705078,-0.001310586929321289,0.0022035837173461914
2020-02-02,0.0,0.1081971526145935,-0.03513681888580322,0.5810860991477966
2020-02-03,0.0,-0.01662936806678772,-0.08621716499328613,0.002593398094177246
2020-02-04,0.0,-0.0011521816486492753,-0.004055380821228027,0.0013590455055236816
2020-02-05,0.0,0.00938568077981472,-0.0024300217628479004,0.037899166345596313
2020-02-06,0.0,-0.016827380284667015,-0.07040542364120483,-0.00034934282302856445
2020-02-07,0.0,0.0036246657837182283,0.00010579824447631836,0.010962307453155518
2020-02-08,0.0,-0.0009940743912011385,-0.0031548142433166504,0.0019498467445373535
2020-02-09,0.0,0.0999060794711113,0.0004527270793914795,0.4954545497894287
2020-02-10,0.0,0.0025815130211412907,-0.005128443241119385,0.0206032395362854
2020-02-11,0.0,-0.16519328951835632,-0.7311050891876221,0.00039842724800109863
2020-02-12,0.0,-0.033516861498355865,-0.16873222589492798,0.003885507583618164
2020-02-13,0.0,0.004054015967994928,-0.005349218845367432,0.010942935943603516
2020-02-14,0.0,-0.0018552958499640226,-0.007871806621551514,0.011021226644515991
2020-02-15,0.0,-0.0023361206986010075,-0.013536036014556885,0.0038721561431884766
2020-02-16,0.0,0.009837597608566284,-0.0028961896896362305,0.029029905796051025
2020-02-17,0.0,-0.010887754149734974,-0.032096147537231445,-0.0029116272926330566
2020-02-18,0.0,0.0028704344294965267,0.00022101402282714844,0.008336275815963745
2020-02-19,0.0,0.024139607325196266,-0.003718435764312744,0.11445310711860657
2020-02-20,0.0,-0.01183316670358181,-0.05435556173324585,0.006083816289901733
2020-02-21,0.0,0.010664123110473156,-0.0021687746047973633,0.058836907148361206
2020-02-22,0.0,0.04052663967013359,-0.0017895102500915527,0.19058296084403992
2020-02-23,0.0,-0.0020998537074774504,-0.010539054870605469,0.005052030086517334
2020-02-24,0.0,0.0045816837809979916,-0.003964483737945557,0.022481530904769897
2020-02-25,0.0,0.0014112114440649748,-0.007541000843048096,0.010671883821487427
2020-02-26,0.0,-0.004578488878905773,-0.015766561031341553,0.0002537667751312256
2020-02-27,0.0,0.0043235598132014275,-0.0015492439270019531,0.016297996044158936
2020-02-28,0.0,-0.003558522555977106,-0.020214617252349854,0.003196626901626587
2020-02-29,0.0,0.003507810877636075,-0.0028173327445983887,0.02508518099784851
2020-03-01,0.0,-5.131364014232531e-05,-0.001337587833404541,0.0009267330169677734
2020-03-02,0.0,0.0008785307290963829,0.00016951560974121094,0.002073824405670166
2020-03-03,0.0,0.022392326965928078,-0.007246255874633789,0.12172123789787292
2020-03-04,0.0,-0.021898698061704636,-0.09724932909011841,0.004532217979431152
2020-03-05,0.0,0.00905297975987196,0.0028304457664489746,0.014048963785171509
2020-03-06,0.0,-0.007553517818450928,-0.011170029640197754,-0.0009285211563110352
2020-03-07,0.0,0.03815490007400513,-0.0029587745666503906,0.165435791015625
2020-03-08,0.0,0.002537679625675082,0.00021195411682128906,0.0046874284744262695
2020-03-09,0.0,0.0036003112327307463,-0.0013227462768554688,0.010926604270935059
2020-03-10,0.0,-0.35228580236434937,-1.11813485622406,-0.0008640885353088379
2020-03-11,0.0,-0.0021283328533172607,-0.004337310791015625,0.00029841065406799316
2020-03-12,0.0,0.0494738407433033,-0.0044231414794921875,0.23443672060966492
2020-03-13,0.0,-0.016797006130218506,-0.0791858434677124,0.002217411994934082
2020-03-14,0.0,0.08727581799030304,-0.007055521011352539,0.3784630298614502
2020-03-15,1.0,0.8007033467292786,0.02088385820388794,1.0024821758270264
2020-03-16,0.0,0.0032035887707024813,4.5299530029296875e-05,0.010053306818008423
2020-03-17,0.0,0.34551888704299927,0.0016793906688690186,1.6998425722122192
2020-03-18,2.0,1.6114238500595093,0.09451565146446228,2.0006041526794434
2020-03-19,0.0,0.17027537524700165,-0.006349384784698486,0.84383624792099
2020-03-20,0.0,0.1590781956911087,0.0019499659538269043,0.7656153440475464
2020-03-21,1.0,0.7571784853935242,-0.09370285272598267,0.9941199421882629
2020-03-22,1.0,0.7866092920303345,-0.06948244571685791,1.0062100887298584
2020-03-23,0.0,0.28706127405166626,-0.004338741302490234,1.4329030513763428
2020-03-24,3.0,1.9601932764053345,0.24754080176353455,2.9952287673950195
2020-03-25,2.0,1.9193878173828125,0.7590527534484863,2.856768846511841
2020-03-26,1.0,1.2744743824005127,1.0032665729522705,1.9451038837432861
2020-03-27,1.0,0.7726011276245117,-0.1697443127632141,1.0325331687927246
2020-03-28,1.0,0.6460191011428833,0.035847991704940796,1.0050184726715088
2020-03-29,0.0,0.0017985462909564376,-0.001955568790435791,0.004973381757736206
2020-03-30,3.0,2.6093149185180664,1.0578742027282715,2.998623847961426
2020-03-31,2.0,1.823624610900879,1.1037776470184326,2.005406379699707
2020-04-01,1.0,1.001321792602539,0.9972226023674011,1.0054101943969727
2020-04-02,2.0,2.004420042037964,1.191866397857666,2.838721990585327
2020-04-03,1.0,0.9952892065048218,0.990185022354126,1.001058578491211
2020-04-04,0.0,0.006504708435386419,1.8030405044555664e-05,0.012182563543319702
2020-04-05,5.0,3.3883843421936035,0.5920763611793518,4.9970383644104
2020-04-06,0.0,0.6557121276855469,-0.002965569496154785,1.7034058570861816
2020-04-07,2.0,2.003225564956665,1.9987480640411377,2.0127036571502686
2020-04-08,4.0,3.177847146987915,1.9033547639846802,3.9994218349456787
2020-04-09,11.0,7.165533542633057,0.7822153568267822,10.994937896728516
2020-04-10,0.0,0.013092225417494774,0.007910311222076416,0.01818433403968811
2020-04-11,4.0,3.2696971893310547,1.877463936805725,3.9946413040161133
