,South Carolina,forecast,interval_low,interval_high
2020-01-23,0.0,-2.4466147422790527,-8.641840934753418,1.706729531288147
2020-01-24,0.0,-0.812034010887146,-3.0458991527557373,0.11654016375541687
2020-01-25,0.0,0.8031315803527832,-0.007219135761260986,3.924558639526367
2020-01-26,0.0,4.246434211730957,-0.011174559593200684,21.22926902770996
2020-01-27,0.0,-2.9590542316436768,-14.836668968200684,0.17960822582244873
2020-01-28,0.0,0.037121959030628204,-0.2500293254852295,0.3161832392215729
2020-01-29,0.0,0.4277867376804352,-4.071152210235596,4.2984113693237305
2020-01-30,0.0,0.002617448568344116,-0.12215656042098999,0.11606216430664062
2020-01-31,0.0,0.034325700253248215,-0.025871574878692627,0.06676363945007324
2020-02-01,0.0,-0.004470712039619684,-0.08379048109054565,0.08148425817489624
2020-02-02,0.0,1.5186127424240112,-0.1210869550704956,7.758918285369873
2020-02-03,0.0,-0.023385096341371536,-0.14857244491577148,0.07804480195045471
2020-02-04,0.0,-0.7049919962882996,-3.7880096435546875,0.21891513466835022
2020-02-05,0.0,-0.18080560863018036,-0.4623907804489136,0.018131524324417114
2020-02-06,0.0,0.24625971913337708,-0.16811561584472656,1.417017936706543
2020-02-07,0.0,0.17852263152599335,-0.05900007486343384,0.4223119616508484
2020-02-08,0.0,-0.17043647170066833,-1.0305453538894653,0.35742563009262085
2020-02-09,0.0,3.2163405418395996,-0.2780147194862366,16.79879379272461
2020-02-10,0.0,0.22598639130592346,-0.1004992127418518,1.175821304321289
2020-02-11,0.0,1.6114877462387085,0.09191834926605225,6.616575717926025
2020-02-12,0.0,-1.0249927043914795,-4.734000205993652,0.0038753151893615723
2020-02-13,0.0,-0.2588624954223633,-0.8799134492874146,0.23203182220458984
2020-02-14,0.0,0.5243271589279175,-0.25621652603149414,2.164419412612915
2020-02-15,0.0,-0.7929479479789734,-3.7355237007141113,0.0614546537399292
2020-02-16,0.0,7.403040409088135,0.07039707899093628,36.084510803222656
2020-02-17,0.0,-0.21885152161121368,-1.195070505142212,0.14290979504585266
2020-02-18,0.0,0.13715505599975586,-1.3814449310302734,2.054750919342041
2020-02-19,0.0,-1.1008336544036865,-4.432589530944824,-0.11839175224304199
2020-02-20,0.0,0.15153175592422485,-0.04294055700302124,0.38950517773628235
2020-02-21,0.0,-0.07570280879735947,-0.15781891345977783,0.016581356525421143
2020-02-22,0.0,0.15521055459976196,0.037514060735702515,0.26057198643684387
2020-02-23,0.0,-0.014927590265870094,-0.3086475133895874,0.8070082664489746
2020-02-24,0.0,-3.199646472930908,-18.514097213745117,2.5021607875823975
2020-02-25,0.0,-0.4718937277793884,-2.0713658332824707,0.013990402221679688
2020-02-26,0.0,0.06241963431239128,-0.11007082462310791,0.2029096484184265
2020-02-27,0.0,-0.2656152546405792,-0.4850127100944519,-0.09491860866546631
2020-02-28,0.0,0.09940211474895477,-0.0033092498779296875,0.19760474562644958
2020-02-29,0.0,0.7300888299942017,0.009711503982543945,3.351527690887451
2020-03-01,0.0,-0.03392689675092697,-0.28529179096221924,0.15458503365516663
2020-03-02,0.0,7.658318996429443,-0.0273321270942688,38.3389778137207
2020-03-03,0.0,-1.0663968324661255,-5.176445960998535,0.02502039074897766
2020-03-04,0.0,0.061436016112565994,-0.05104255676269531,0.1934622824192047
2020-03-05,0.0,0.1709991693496704,-0.13191211223602295,0.46024125814437866
2020-03-06,0.0,0.3617483079433441,-0.2238020896911621,2.4662442207336426
2020-03-07,2.0,-0.5458901524543762,-9.850179672241211,2.0845084190368652
2020-03-08,0.0,0.09903624653816223,0.037750571966171265,0.20280438661575317
2020-03-09,1.0,1.210388422012329,1.0203931331634521,1.559818983078003
2020-03-10,4.0,4.275656700134277,3.8918724060058594,5.516406536102295
2020-03-11,3.0,2.7221670150756836,2.4235689640045166,2.978661060333252
2020-03-12,-3.0,1.4114936590194702,-2.6339833736419678,17.22861099243164
2020-03-13,1.0,3.699143171310425,0.4042213559150696,8.916474342346191
2020-03-14,11.0,10.980666160583496,10.795449256896973,11.402263641357422
2020-03-15,0.0,3.7222352027893066,-0.05278420448303223,14.145302772521973
2020-03-16,11.0,22.150131225585938,11.012906074523926,32.02397155761719
2020-03-17,17.0,16.949419021606445,16.753324508666992,17.18576431274414
2020-03-18,13.0,16.52312660217285,12.63902473449707,30.827932357788086
2020-03-19,20.0,20.241230010986328,19.76397132873535,20.56559944152832
2020-03-20,46.0,46.376060485839844,45.5062141418457,48.35566329956055
2020-03-21,48.0,43.430931091308594,26.119739532470703,47.9662971496582
2020-03-22,22.0,22.162349700927734,22.045991897583008,22.338878631591797
2020-03-23,102.0,70.1904067993164,12.097482681274414,101.9671401977539
2020-03-24,44.0,44.34370422363281,5.053555011749268,84.42133331298828
2020-03-25,82.0,47.221046447753906,3.5644805431365967,81.99150085449219
2020-03-26,0.0,50.7738037109375,0.03965556621551514,126.6781234741211
2020-03-27,118.0,117.98565673828125,117.79774475097656,118.1043930053711
2020-03-28,118.0,117.83516693115234,117.5931625366211,117.99998474121094
2020-03-29,114.0,123.0953140258789,114.0064697265625,159.114013671875
2020-03-30,151.0,149.0395965576172,141.47921752929688,151.0016326904297
2020-03-31,158.0,160.1570587158203,158.00685119628906,168.31454467773438
2020-04-01,210.0,192.27743530273438,121.95923614501953,210.064697265625
2020-04-02,261.0,260.94171142578125,260.80291748046875,261.12493896484375
2020-04-03,146.0,193.9584503173828,146.35585021972656,228.0267791748047
2020-04-04,217.0,206.9951934814453,167.26223754882812,217.16551208496094
2020-04-05,132.0,138.31478881835938,131.72824096679688,163.74700927734375
